ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4754.9 at 16:47 27/10/2009  Report at 19:05 Tuesday 27/10/2009. Processed 19:22 Tuesday 27/10/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.325,0.048,0.285,0.275,TDO,3D Oil Ltd,0.28,-0.5,1575,0.27,0.28,-,,-,-,-,-0.46,-
0.026,0.007,0.023,0.023,DDD,3D Res Ltd,0.023,-0.1,400,0.023,0.025,-,,-,-,-,-4.66,-
0.12,0.014,-,-,AAO,A'asia Gold,0.11,,-,0.105,0.12,-,,-,-,-,-5.03,-
0.70,0.29,0.50,0.495,ARH,A'asian Resour,0.495,-2,1226,0.49,0.50,-,,-,-,-,-2.85,-
0.245,0.06,0.24,0.225,AAM,A1 Min Ltd,0.225,-2,10572,0.22,0.225,-,,-,-,-,-3.99,-
0.07,0.006,0.038,0.037,ABU,ABM Res NL,0.037,-0.1,4210,0.037,0.038,-,,-,-,-,-0.65,-
0.33,0.13,-,-,AII,Abra Min Ltd,0.25,,-,0.25,0.85,-,,-,-,-,-1.39,-
0.60,0.08,0.41,0.39,ACB,A-Cap Res,0.395,-1.5,6033,0.395,0.40,-,,-,-,-,-2.93,-
0.27,0.055,0.18,0.165,ACS,Accent Res NL,0.17,,8256,0.16,0.17,-,,-,-,-,-1.37,-
0.008,0.003,0.007,0.006,AEX,Acclaim Explore,0.006,-0.1,142728,0.006,0.007,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.12,0.028,0.12,0.10,AIV,Activex Ltd,0.10,,4850,0.10,0.12,-,,-,-,-,-1.66,-
0.06,0.001,0.055,0.055,AIVO,  opt jul10,0.055,,118,0.045,0.06,-,,-,-,-,-,-
0.53,0.10,0.44,0.38,ADU,Adamus Res,0.41,-3.5,6913,0.41,0.42,-,,-,-,-,-10.25,-
0.065,0.01,0.057,0.052,ADD,Adavale Resource,0.052,0.6,2007,0.046,0.052,-,,-,0.03,-,-0.3,-
0.16,0.035,0.125,0.12,ADE,Adelaide Energy,0.12,-0.5,1795,0.12,0.13,-,,-,-,-,1.39,8.6
0.37,0.04,0.215,0.21,ADN,Adelaide Res,0.21,-0.5,1544,0.205,0.21,-,,-,-,-,4.86,4.3
0.365,0.045,0.15,0.13,ADI,Adelphi Energy,0.135,-1,5074,0.13,0.14,-,,-,-,-,-5.87,-
1.65,0.096,1.195,1.125,ABY,Aditya Birla,1.17,-4.5,19151,1.16,1.19,-,,-,1.31,-,-24.26,-
0.054,0.008,0.019,0.018,ADY,Admiralty Res,0.018,-0.1,54247,0.018,0.019,-,,-,-,-,-2.73,-
0.125,0.025,0.10,0.10,AVD,Advance Energy,0.10,1.3,800,0.095,0.10,-,,-,0.04,-,-1.06,-
1.35,0.555,0.625,0.61,AED,AED Oil Ltd,0.615,-1,4018,0.615,0.625,-,,-,-,-,-66.9,-
0.18,0.01,0.15,0.14,AFR,African Energy Res cdi,0.15,,5370,0.145,0.15,-,,-,-,-,-1.5,-
0.195,0.14,-,-,ALG,Alamar Res Ltd,0.18,,-,0.16,0.20,-,,-,-,-,-1.12,-
0.245,0.026,0.23,0.18,AUQ,Alara Res Ltd,0.22,-2,5847,0.21,0.22,-,,-,-,-,-11.01,-
1.27,0.03,0.75,0.72,ALY,Alchemy Resource,0.74,-1,23777,0.735,0.745,-,,-,-,-,-3.27,-
0.96,0.001,0.48,0.47,ALYO,  opt aug10,0.475,-4.5,1100,0.44,0.48,-,,-,-,-,-,-
0.49,0.10,0.45,0.42,ALK,Alkane Res Ltd,0.42,-2,3673,0.415,0.44,-,,-,-,-,-0.25,-
0.98,0.333,0.675,0.66,AGS,Alliance Res,0.675,1,6385,0.67,0.675,-,,-,-,-,-8.3,-
0.57,0.19,0.455,0.45,ALD,Allied Gold Ltd,0.45,-1,6964,0.45,0.475,-,,-,0.29,-,-1.92,-
0.045,0.011,-,-,AYR,Alloy Res,0.026,,-,0.026,0.033,-,,-,-,-,-0.82,-
2.231,0.683,1.76,1.715,AWC,Alumina Ltd,1.72,-8,151531,1.72,1.725,12,,0.79,1.30,6.98,9.42,18.3
0.45,0.205,0.30,0.29,AMU,Amadeus Energy,0.295,-0.5,13553,0.29,0.30,-,,-,0.48,-,3.5,8.4
0.25,0.08,0.21,0.195,AXZ,Amex Res,0.195,-1,250,0.195,0.21,-,,-,-,-,-5.32,-
0.66,0.043,0.625,0.60,AMX,Ampella Min,0.60,-0.5,2125,0.60,0.625,-,,-,-,-,-6.37,-
0.435,0.03,-,-,AMXO,  opt jul10,0.435,,-,0.385,0.435,-,,-,-,-,-,-
0.20,0.033,0.18,0.18,AHR,Anchor Res,0.18,0.5,1250,0.18,0.19,-,,-,-,-,-1.57,-
0.03,0.01,-,-,AHRO,  opt mar10,0.025,,-,0.006,0.02,-,,-,-,-,-,-
2.54,0.43,2.23,2.18,AND,Andean Res Ltd,2.20,-10,3497,2.19,2.21,-,,-,-,-,-1.8,-
2.50,0.97,-,-,ATM,Aneka Tambang cdi 1:5,1.11,,-,1.15,-,2.97,,0.12,-,2.68,0.36,308.3
0.044,0.011,0.042,0.04,AAR,Anglo Aust,0.042,,14151,0.041,0.042,-,,-,-,-,-0.16,-
3.50,2.65,-,-,AGP,Anglo Pacific Grp,2.65,,-,2.65,3.55,17.82,,2.54,-,6.72,45.18,5.9
11.50,4.25,9.32,9.00,AGG,Anglogold Ashanti cdi 5:1,9.00,-47,41,9.00,9.48,3.36,,-,-,0.37,-71.44,-
0.43,0.035,0.33,0.315,AZZ,Antares Energy,0.325,-1.5,13640,0.325,0.33,-,,-,-,-,0.26,125.0
3.57,0.52,3.19,3.10,AVM,Anvil Min cdi,3.13,-11,575,3.12,3.13,-,,-,-,-,-370.7,-
0.115,0.03,-,-,AAL,Apac Coal,0.07,,-,0.053,0.07,-,,-,-,-,-0.75,-
0.414,0.039,0.045,0.042,AXM,Apex Min NL,0.044,0.1,83304,0.043,0.044,-,,-,-,-,-31.41,-
-,-,-,-,AXMNA,  def,-,,-,0.041,-,-,,-,-,-,-,-
-,-,-,-,AXMO,  optnov12d,-,,-,0.011,-,-,,-,-,-,-,-
0.40,0.125,0.32,0.275,AON,Apollo Min Ltd,0.30,-2,3657,0.295,0.30,-,,-,-,-,-8.92,-
6.39,2.097,5.20,5.01,AQP,Aquarius Platinum,5.07,-20,17559,5.06,5.09,12.08,,-,-,2.38,-16.39,-
8.40,1.90,7.78,7.51,AQA,Aquila Res,7.66,-13,4643,7.65,7.77,-,,-,-,-,-10.5,-
1.285,0.245,0.81,0.78,ARU,Arafura Resource,0.78,-5.5,14346,0.78,0.795,-,,-,-,-,-7.7,-
0.27,0.055,0.20,0.20,AAG,Aragon Res,0.20,,507,0.20,0.22,-,,-,-,-,-3.81,-
