ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4743.1 at 16:35 25/1/2010  Report at 19:05 Monday 25/1/2010. Processed 19:26 Monday 25/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.33,0.33,TDO,3D Oil Ltd,0.33,,1779,0.32,0.33,-,,-,-,-,-0.46,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.019,,-,0.02,0.025,-,,-,-,-,-4.66,-
0.12,0.018,-,-,AAO,A'asia Gold,0.08,,-,0.08,0.09,-,,-,-,-,-5.03,-
0.70,0.29,0.48,0.475,ARH,A'asian Resour,0.48,-2.5,180,0.48,0.50,-,,-,-,-,-2.85,-
0.42,0.09,0.38,0.35,AAM,A1 Min Ltd,0.355,-2,12814,0.35,0.355,-,,-,-,-,-3.99,-
0.07,0.006,0.036,0.034,ABU,ABM Res NL,0.035,,23099,0.034,0.036,-,,-,-,-,-0.65,-
0.25,0.13,-,-,AII,Abra Min Ltd,0.18,,-,0.18,0.20,-,,-,-,-,-1.39,-
0.60,0.105,0.43,0.405,ACB,A-Cap Res,0.43,1,3964,0.425,0.43,-,,-,-,-,-2.93,-
0.27,0.055,0.21,0.20,ACS,Accent Res NL,0.20,-0.5,1498,0.20,0.21,-,,-,-,-,-1.37,-
0.008,0.003,0.005,0.005,AEX,Acclaim Explore,0.005,,56300,0.004,0.005,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.12,0.032,-,-,AIV,Activex Ltd,0.09,,-,0.088,0.092,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.02,,-,0.02,0.02,-,,-,-,-,-,-
