ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4299.7 at 16:36 6/7/2010  Report at 19:06 Tuesday 6/7/2010. Processed 19:28 Tuesday 6/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,-,-,TDO,3D Oil Ltd,0.195,,-,0.185,0.20,-,,-,-,-,-0.27,-
0.026,0.01,-,-,DDD,3D Res Ltd,0.02,,-,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.029,-,-,AAO,A'asia Gold,0.045,,-,0.046,0.05,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,-,-,,-,-,-,-,-
0.67,0.21,0.23,0.23,ARH,A'asian Resour,0.23,,233,0.225,0.23,-,,-,-,-,-1.4,-
0.42,0.13,0.215,0.21,AAM,A1 Min Ltd,0.215,,2648,0.215,0.22,-,,-,-,-,-3.56,-
0.07,0.016,0.02,0.02,ABU,ABM Res NL,0.02,,6000,0.019,0.02,-,,-,-,-,-4.09,-
0.25,0.086,0.086,0.086,AII,Abra Min Ltd,0.086,-0.9,70,0.086,0.13,-,,-,-,-,-1.94,-
0.60,0.28,0.32,0.305,ACB,A-Cap Res,0.305,-2.5,1090,0.305,0.32,-,,-,0.14,-,-0.91,-
0.27,0.13,-,-,ACS,Accent Res NL,0.145,,-,0.145,0.15,-,,-,-,-,-1.53,-
0.029,0.004,0.013,0.012,AEX,Acclaim Explore,0.013,,9277,0.012,0.013,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,0.025,-,,-,-,-,-,-
0.14,0.055,0.07,0.066,AIV,Activex Ltd,0.066,-0.4,500,0.063,0.07,-,,-,-,-,-1.49,-
