ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4414.5 at 16:35 9/7/2010  Report at 19:05 Friday 9/7/2010. Processed 20:41 Friday 9/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,0.195,0.19,TDO,3D Oil Ltd,0.19,-1,500,0.185,0.20,-,,-,-,-,-0.27,-
0.026,0.01,-,-,DDD,3D Res Ltd,0.02,,-,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.029,0.046,0.046,AAO,A'asia Gold,0.046,0.1,913,0.046,0.06,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,0.025,-,,-,-,-,-,-
0.67,0.21,0.24,0.24,ARH,A'asian Resour,0.24,1,45,0.23,0.24,-,,-,-,-,-1.4,-
0.42,0.13,0.22,0.175,AAM,A1 Min Ltd,0.185,-3.5,23374,0.18,0.185,-,,-,-,-,-3.56,-
0.07,0.016,0.025,0.024,ABU,ABM Res NL,0.024,0.1,50233,0.024,0.025,-,,-,-,-,-4.09,-
0.25,0.086,0.095,0.095,AII,Abra Min Ltd,0.095,,414,0.088,0.13,-,,-,-,-,-1.94,-
0.60,0.28,0.30,0.28,ACB,A-Cap Res,0.28,-2,2258,0.28,0.29,-,,-,0.14,-,-0.91,-
0.27,0.13,0.15,0.135,ACS,Accent Res NL,0.135,-1.5,1232,0.135,0.155,-,,-,-,-,-1.53,-
0.029,0.004,0.013,0.013,AEX,Acclaim Explore,0.013,,5362,0.013,0.014,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,0.025,-,,-,-,-,-,-
0.14,0.055,0.07,0.069,AIV,Activex Ltd,0.07,,550,0.07,0.075,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,-,0.01,-,,-,-,-,-,-
0.595,0.303,0.49,0.47,ADU,Adamus Res,0.48,,1427,0.48,0.495,-,,-,-,-,-12.87,-
0.065,0.019,-,-,ADD,Adavale Resource,0.028,,-,0.026,0.028,-,,-,0.02,-,-0.96,-
0.215,0.085,0.089,0.085,ADE,Adelaide Energy,0.085,-0.4,782,0.085,0.09,-,,-,-,-,0.97,8.8
0.395,0.089,0.15,0.135,ADN,Adelaide Res,0.15,,4849,0.15,0.155,-,,-,-,-,-0.56,-
0.425,0.06,0.42,0.42,ADI,Adelphi Energy,0.42,,20303,0.42,0.425,-,,-,-,-,-4.27,-
1.65,0.505,0.73,0.69,ABY,Aditya Birla,0.70,,11380,0.69,0.72,-,,-,1.51,-,19.61,3.6
0.025,0.005,0.007,0.006,ADY,Admiralty Res,0.007,0.1,129121,0.007,0.008,-,,-,-,-,0.09,7.8
0.125,0.007,-,-,AVD,Advance Energy,0.012,,-,0.013,0.015,-,,-,-,-,-3.1,-
0.265,0.081,0.22,0.205,ADX,ADX Energy Ltd,0.205,-1.5,16831,0.205,0.21,-,,-,-,-,-0.89,-
0.09,0.05,0.07,0.066,ADXO,  opt mar11,0.066,-0.4,1040,0.066,0.086,-,,-,-,-,-,-
0.85,0.435,0.48,0.46,AED,AED Oil Ltd,0.47,1,1326,0.47,0.475,-,,-,1.03,-,-48.17,-
0.24,0.05,-,-,AFR,African Energy Res cdi,0.07,,-,0.071,0.078,-,,-,-,-,-1.13,-
0.545,0.135,-,-,AFQ,African Pet,-,,-,-,-,-,,-,-,-,-3.7,-
0.027,0.009,0.01,0.01,AAE,Agri Energy Ltd,0.01,-0.1,6700,0.01,0.013,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.17,,-,0.17,0.18,-,,-,-,-,-1.34,-
0.03,0.03,-,-,ALGO,  opt mar13,0.03,,-,0.023,0.03,-,,-,-,-,-,-
0.25,0.048,-,-,AUQ,Alara Res Ltd,0.094,,-,0.086,0.099,-,,-,-,-,-1.9,-
1.27,0.17,0.40,0.385,ALY,Alchemy Resource,0.39,-0.5,5988,0.39,0.395,-,,-,-,-,-3.2,-
0.96,0.05,0.15,0.145,ALYO,  opt aug10,0.15,3,150,0.12,0.145,-,,-,-,-,-,-
0.06,0.02,0.023,0.022,AYN,Alcyone Res Ltd,0.022,-0.1,7011,0.022,0.023,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.23,0.275,0.265,ALK,Alkane Res Ltd,0.275,,580,0.275,0.28,-,,-,-,-,0.93,29.6
0.98,0.28,0.305,0.295,AGS,Alliance Res,0.30,1,2176,0.295,0.30,-,,-,-,-,-1.97,-
0.545,0.25,0.355,0.345,ALD,Allied Gold Ltd,0.345,-1.5,4502,0.34,0.35,-,,-,0.26,-,-3.42,-
0.042,0.019,-,-,AYR,Alloy Res,0.029,,-,0.027,0.029,-,,-,-,-,-0.62,-
