ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4376.5 at 2012-08-24T16:17:07. Report at Friday, August 24, 2012. Processed Saturday at 2012-08-25T01:00:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.15,.06,.07,.07,TDO,3D Oil,.07,-,367,.064,.07,-,,-,-,-,-.62,-,,
.055,.023,.042,.042,DDD,3D Res,.042,+.1,1250,.04,.042,-,,-,-,-,-.44,-,,
.335,.10,.105,.10,ARH,A'asian Resources,.10,-1,4600,.10,.105,-,,-,-,-,.47,21.3,,
.30,.20,.30,.30,AYC,A1 Gold,.30,-,200,.28,.29,-,,-,-,-,-,-,,
.082,.035,.049,.047,ABU,ABM Res,.048,-,47938,.047,.048,-,,-,-,-,-.43,-,,
.094,.02,.02,.02,AJC,Acacia Coal,.02,-,2375,.02,.024,-,,-,-,-,-1.14,-,,
.325,.115,.135,.13,ACB,A-Cap Res,.13,-.5,1914,.125,.13,-,,-,-,-,-2.06,-,,
.405,.215,-,-,ACS,Accent Res,.27,-,-,-,-,-,,-,-,-,-.42,-,,
.245,.105,.16,.155,ACN,Acer Energy,.155,-,710,.15,.16,-,,-,-,-,-4.59,-,,
.055,.016,.022,.02,AIV,ActiveX,.02,-,6395,.02,.024,-,,-,-,-,-.78,-,,
.032,.01,-,-,ADD,Adavale Resources,.014,-,-,-,-,-,,-,.01,-,-.51,-,,
.115,.043,.045,.043,ADN,Adelaide Res,.043,-.3,2207,.043,.046,-,,-,-,-,-.95,-,,
.608,.08,-,-,AAO,Adept Solutions,.08,-,-,-,-,-,,-,.10,-,-9.92,-,,
.066,.066,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
1.295,.395,.435,.425,ABY,Aditya Birla,.43,+1,20517,.42,.44,5.00,,1.70,-,11.63,8.48,5.1,,
.071,.043,.043,.043,ADY,Admiralty Res,.043,-.2,400,.043,.045,-,,-,-,-,-.44,-,,
.012,.003,.007,.006,AVD,Advance Energy,.007,+.1,47990,.006,.008,-,,-,-,-,-.73,-,,
.002,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.105,.019,.023,.021,ADX,ADX Energy,.023,+.1,20115,.022,.024,-,,-,-,-,-1.93,-,,
.47,.16,.17,.165,AFR,African Energy Res cdi,.165,-,16920,.16,.165,-,,-,-,-,-1.92,-,,
.01,.004,-,-,AAE,Agri Energy,.006,-,-,-,-,-,,-,-,-,-.23,-,,
.74,.12,-,-,AGR,Aguia Res,.16,-,-,.16,.17,-,,-,-,-,-9.22,-,,
