ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4404.1 at 16:38 27/8/2010  Report at 19:05 Friday 27/8/2010. Processed 11:29 Saturday 28/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.11,0.155,0.14,TDO,3D Oil Ltd,0.155,1.5,409,0.155,0.175,-,,-,-,-,-0.27,-
0.049,0.014,0.04,0.039,DDD,3D Res Ltd,0.039,-0.1,1800,0.038,0.04,-,,-,-,-,-1.9,-
0.109,0.044,-,-,AAO,A'asia Cons Ltd,0.052,,-,0.055,0.08,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,-,-,,-,-,-,-,-
0.67,0.21,0.245,0.24,ARH,A'asian Resour,0.245,,340,0.245,0.255,-,,-,-,-,-1.4,-
0.42,0.105,0.145,0.14,AAM,A1 Min Ltd,0.145,-0.5,5918,0.145,0.15,-,,-,-,-,-3.56,-
0.07,0.016,0.029,0.027,ABU,ABM Res NL,0.029,0.1,34000,0.028,0.029,-,,-,-,-,-4.09,-
0.25,0.086,-,-,AII,Abra Min Ltd,0.135,,-,0.12,0.20,-,,-,-,-,-1.98,-
0.60,0.28,0.345,0.33,ACB,A-Cap Res,0.345,-0.5,666,0.34,0.345,-,,-,0.14,-,-0.91,-
0.25,0.13,0.245,0.245,ACS,Accent Res NL,0.245,,1255,0.235,0.245,-,,-,-,-,-1.53,-
0.029,0.004,0.018,0.017,AEX,Acclaim Explore,0.018,-0.1,1414,0.017,0.018,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.025,-,,-,-,-,-,-
0.14,0.05,-,-,AIV,Activex Ltd,0.072,,-,0.063,0.076,-,,-,-,-,-1.49,-
0.60,0.312,0.575,0.555,ADU,Adamus Res,0.56,-3.5,2753,0.555,0.56,-,,-,-,-,-12.87,-
0.065,0.023,-,-,ADD,Adavale Resource,0.025,,-,0.025,0.028,-,,-,0.02,-,-0.96,-
0.215,0.08,0.094,0.093,ADE,Adelaide Energy,0.093,,1550,0.09,0.093,-,,-,-,-,0.97,9.6
0.395,0.11,0.155,0.155,ADN,Adelaide Res,0.155,,5,0.155,0.16,-,,-,-,-,-0.56,-
0.425,0.065,-,-,ADI,Adelphi Energy,0.41,,-,-,-,-,,-,-,-,-4.27,-
1.65,0.62,0.885,0.85,ABY,Aditya Birla,0.88,1,3497,0.88,0.885,-,,-,1.51,-,19.61,4.5
0.025,0.005,0.008,0.007,ADY,Admiralty Res,0.008,0.1,23032,0.007,0.008,-,,-,-,-,0.09,8.9
0.125,0.007,-,-,AVD,Advance Energy,0.01,,-,0.009,0.017,-,,-,-,-,-3.1,-
0.265,0.081,0.135,0.11,ADX,ADX Energy Ltd,0.125,-2.5,228974,0.12,0.13,-,,-,-,-,-0.89,-
0.09,0.02,0.03,0.02,ADXO,  opt mar11,0.021,-3.9,1277,0.021,0.045,-,,-,-,-,-,-
0.73,0.435,0.51,0.445,AED,AED Oil Ltd,0.51,5,6274,0.51,0.515,-,,-,1.03,-,-48.17,-
0.24,0.059,0.095,0.09,AFR,African Energy Res cdi,0.09,-0.4,1750,0.086,0.095,-,,-,-,-,-1.13,-
0.027,0.009,0.011,0.011,AAE,Agri Energy Ltd,0.011,-0.1,2,0.011,0.012,-,,-,-,-,15.8,0.1
0.245,0.15,0.19,0.19,ALG,Alamar Res Ltd,0.19,,240,0.19,0.215,-,,-,-,-,-1.34,-
0.04,0.03,-,-,ALGO,  opt mar13,0.04,,-,0.028,0.08,-,,-,-,-,-,-
0.25,0.055,0.12,0.11,AUQ,Alara Res Ltd,0.12,,454,0.115,0.12,-,,-,-,-,-1.9,-
