ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4651.5 at 16:42 24/9/2010  Report at 19:06 Friday 24/9/2010. Processed 22:14 Sunday 26/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.14,0.21,0.20,TDO,3D Oil Ltd,0.20,-2,1120,0.20,0.21,-,,-,-,-,-0.27,-
0.049,0.016,0.032,0.028,DDD,3D Res Ltd,0.032,,9284,0.03,0.032,-,,-,-,-,-1.9,-
0.109,0.044,0.09,0.09,AAO,A'asia Cons Ltd,0.09,,1436,0.089,0.09,-,,-,-,-,-1.28,-
0.028,0.011,0.02,0.02,AAOO,  opt apr13,0.02,-0.8,13,0.02,0.03,-,,-,-,-,-,-
0.58,0.20,0.21,0.20,ARH,A'asian Resour,0.205,-0.5,2985,0.205,0.22,-,,-,-,-,-1.4,-
0.42,0.105,0.16,0.15,AAM,A1 Min Ltd,0.155,,11250,0.15,0.155,-,,-,-,-,-3.56,-
0.05,0.016,0.038,0.033,ABU,ABM Res NL,0.038,0.4,159770,0.038,0.039,-,,-,-,-,-4.09,-
0.25,0.086,-,-,AII,Abra Min Ltd,0.12,,-,0.11,0.12,-,,-,-,-,-1.98,-
0.535,0.28,0.33,0.325,ACB,A-Cap Res,0.33,-0.5,1418,0.325,0.335,-,,-,0.14,-,-0.91,-
0.285,0.13,0.255,0.24,ACS,Accent Res NL,0.25,1,1065,0.25,0.255,-,,-,-,-,-1.53,-
0.029,0.004,0.017,0.015,AEX,Acclaim Explore,0.017,,43010,0.016,0.017,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.003,0.01,-,,-,-,-,-,-
0.14,0.05,0.065,0.065,AIV,Activex Ltd,0.065,,3210,0.06,0.065,-,,-,-,-,-1.13,-
0.70,0.344,0.685,0.66,ADU,Adamus Res,0.66,-1.5,19906,0.66,0.67,-,,-,-,-,-28.16,-
0.13,0.08,0.12,0.10,ADURA,  rts07octd,0.11,1,2368,0.09,0.15,-,,-,-,-,-,-
0.06,0.02,0.02,0.02,ADD,Adavale Resource,0.02,,333,0.02,0.024,-,,-,0.02,-,-1.13,-
0.215,0.08,0.089,0.089,ADE,Adelaide Energy,0.089,-0.1,673,0.088,0.089,-,,-,-,-,0.97,9.2
0.395,0.125,0.18,0.17,ADN,Adelaide Res,0.17,-1,1463,0.17,0.18,-,,-,-,-,-0.63,-
1.65,0.62,1.13,1.10,ABY,Aditya Birla,1.13,3,3664,1.11,1.13,-,,-,1.51,-,19.61,5.8
0.025,0.005,0.007,0.006,ADY,Admiralty Res,0.007,,25600,0.007,0.008,-,,-,-,-,0.09,7.8
0.125,0.007,0.012,0.012,AVD,Advance Energy,0.012,0.2,500,0.01,0.012,-,,-,0.03,-,-2.4,-
0.265,0.081,0.115,0.10,ADX,ADX Energy Ltd,0.11,,19125,0.105,0.11,-,,-,-,-,-0.89,-
0.09,0.014,-,-,ADXO,  opt mar11,0.03,,-,0.023,0.029,-,,-,-,-,-,-
0.73,0.435,0.51,0.50,AED,AED Oil Ltd,0.505,-0.5,648,0.50,0.525,-,,-,1.03,-,-48.17,-
0.24,0.064,0.17,0.155,AFR,African Energy Res cdi,0.17,1,16181,0.165,0.17,-,,-,-,-,-0.76,-
0.027,0.009,-,-,AAE,Agri Energy Ltd,0.011,,-,0.011,0.012,-,,-,-,-,3.8,0.3
0.245,0.15,-,-,ALG,Alamar Res Ltd,0.20,,-,0.20,0.25,-,,-,-,-,-1.34,-
0.04,0.03,-,-,ALGO,  opt mar13,0.04,,-,0.03,0.08,-,,-,-,-,-,-
0.25,0.08,0.175,0.16,AUQ,Alara Res Ltd,0.17,1,2753,0.165,0.17,-,,-,-,-,-1.9,-
1.27,0.33,0.36,0.335,ALY,Alchemy Resource,0.34,,2090,0.34,0.35,-,,-,-,-,-3.2,-
0.06,0.02,0.031,0.029,AYN,Alcyone Res Ltd,0.029,-0.1,129556,0.029,0.03,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.73,0.23,0.665,0.605,ALK,Alkane Res Ltd,0.655,2.5,8717,0.65,0.655,-,,-,-,-,4.8,13.6
0.75,0.28,0.425,0.375,AGS,Alliance Res,0.415,4,22488,0.41,0.415,-,,-,-,-,-1.97,-
0.515,0.25,0.46,0.445,ALD,Allied Gold Ltd,0.455,,15287,0.45,0.475,-,,-,0.33,-,1.31,34.7
0.042,0.018,-,-,AYR,Alloy Res,0.029,,-,0.026,0.028,-,,-,-,-,-0.62,-
0.25,0.089,0.225,0.215,AOH,Altona Min Ltd,0.225,0.5,17445,0.22,0.225,-,,-,-,-,-1.09,-
0.359,0.115,0.13,0.13,AJM,Altura Min Ltd,0.13,-0.5,420,0.13,0.14,-,,-,-,-,-0.54,-
0.055,0.03,0.041,0.04,AJMOA,  opt aug11,0.041,-0.9,5943,0.04,0.05,-,,-,-,-,-,-
2.06,1.45,1.835,1.78,AWC,Alumina Ltd,1.815,-2.5,292374,1.81,1.82,4.23,f,0.14,1.22,2.33,0.59,307.6
0.335,0.175,0.24,0.235,AMU,Amadeus Energy,0.24,,1599,0.23,0.24,-,,-,0.38,-,-0.14,-
0.25,0.115,0.14,0.14,AXZ,Amex Res,0.14,1,117,0.13,0.145,-,,-,-,-,-2.13,-
2.87,0.49,2.55,2.46,AMX,Ampella Min,2.54,3,6428,2.50,2.55,-,,-,-,-,-7,-
0.28,0.12,0.15,0.15,AHR,Anchor Res,0.15,,600,0.135,0.155,-,,-,-,-,-2.05,-
7.19,2.00,6.44,6.38,AND,Andean Res Ltd,6.41,-3,14587,6.41,6.43,-,,-,-,-,-3.93,-
1.30,1.05,-,-,ATM,Aneka Tambang cdi,1.25,,-,1.05,1.30,1.42,,3.91,-,1.14,5.55,22.5
0.066,0.018,0.036,0.035,AAR,Anglo Aust,0.036,,17656,0.034,0.036,-,,-,-,-,-0.14,-
10.50,7.65,9.70,9.70,AGG,Anglogold Ashanti,9.70,18,1,9.70,9.90,4.08,,-,8.69,0.42,-99.23,-
0.885,0.21,0.485,0.465,AZZ,Antares Energy,0.485,1.5,4253,0.46,0.485,-,,-,-,-,-0.54,-
4.56,2.68,3.36,3.35,AVM,Anvil Min cdi,3.36,,593,3.33,3.52,-,,-,-,-,-23.97,-
0.073,0.027,-,-,AAL,Apac Coal,0.03,,-,0.028,0.035,-,,-,-,-,1.53,2.0
