ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"XAO 4734.1 at 2011-03-21T16:38:31. Report at Monday, March 21, 2011. Processed Friday at 2011-03-25.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio
0.265,0.085,0.09,0.09,RAW,Rawson Res,0.09,-0.9,1000,0.09,0.11,-,,-,-,-,-0.92,-
0.18,0.07,-,-,RRP,Realm Res,0.092,-,-,0.095,0.105,-,,-,0.04,-,-0.58,-
0.225,0.11,0.17,0.16,RED,Red 5,0.165,-,11718,0.165,0.17,-,,-,-,-,-0.14,-
0.325,0.07,0.29,0.27,RMP,Red Emperor Res,0.285,-0.5,3467,0.285,0.29,-,,-,-,-,-3.41,-
0.85,0.34,-,-,RFE,Red Fork Energy,0.38,-,-,-,-,-,,-,-,-,-2.56,-
3.85,2.4,2.4,2.4,RHI,Red Hill Iron,2.4,-1,10,2.15,2.4,-,,-,-,-,-3.9,-
0.26,0.099,0.21,0.18,RDM,Red Metal,0.21,5,917,0.18,0.21,-,,-,-,-,-2.2,-
0.165,0.05,0.08,0.08,RVR,Red River Res,0.08,-,706,0.078,0.1,-,,-,-,-,-1.23,-
0.038,0.01,0.02,0.018,ROG,Red Sky Energy,0.018,0.2,164108,0.018,0.019,-,,-,-,-,-0.11,-
0.018,0.004,0.006,0.005,ROGOA,  opt sep11,0.005,-,64001,0.004,0.005,-,,-,-,-,-,-
0.075,0.017,-,-,RCP,Redbank Copper,0.022,-,-,0.02,0.022,-,,-,-,-,-2.98,-
0.685,0.062,0.37,0.36,RDS,Redstone Res,0.365,0.5,1591,0.36,0.37,-,,-,-,-,-2.76,-
0.795,0.44,0.605,0.59,RDR,Reed Res,0.605,1.5,5163,0.6,0.605,-,,-,-,-,-1.39,-
0.22,0.038,-,-,RLC,Reedy Lagoon Corp,0.115,-,-,0.1,0.12,-,,-,-,-,-1.1,-
0.056,0.008,0.024,0.023,RER,Regal Resources,0.024,0.1,15620,0.023,0.025,-,,-,-,-,-1.9,-
0.02,0.002,-,-,REROB,  opt nov11,0.002,-,-,0.002,0.003,-,,-,-,-,-,-
2.46,0.755,2.3,2.18,RRL,Regis Res,2.22,-5,22304,2.17,2.22,-,,-,-,-,4.17,53.2
1.94,0.43,1.78,1.78,RRLO,  opt jan14,1.78,7.5,72,1.57,1.795,-,,-,-,-,-,-
0.51,0.002,-,-,RRLOA,  opt apr12,0.4,-,-,0.3,0.45,-,,-,-,-,-,-
1.57,0.15,1.25,1.21,RRLOB,  opt oct12,1.21,1,110,1.21,1.35,-,,-,-,-,-,-
0.5,0.17,0.3,0.3,RNS,Renaissance Min,0.3,3,106,0.295,0.31,-,,-,-,-,-1.5,-
0.35,0.14,0.175,0.17,RNU,Renaissance Uranium,0.175,0.5,622,0.17,0.175,-,,-,-,-,-1.3,-
0.007,0.002,0.004,0.004,RSN,Renison Cons,0.004,0.1,25000,0.003,0.004,-,,-,-,-,-0.25,-
0.024,0.007,0.008,0.008,RAU,Republic Gold,0.008,-,31016,0.008,0.009,-,,-,-,-,-1.25,-
0.005,0.001,-,-,RAUOA,  opt jun11,0.001,-,-,-,0.001,-,,-,-,-,-,-
1.535,0.72,1.185,1.11,RSG,Resolute Min,1.12,-,75296,1.1,1.12,-,,-,-,-,-7.48,-
0.92,0.25,0.55,0.55,RSGO,  opt dec11,0.55,5,100,0.5,0.54,-,,-,-,-,-,-
1.35,0.038,1.1,1.04,RNI,Resource & Invest,1.09,5,1052,1.06,1.09,-,,-,-,-,-1.3,-
0.05,0.02,-,-,RBX,Resource Base,0.035,-,-,-,-,-,,-,-,-,-1.59,-
0.02,0.02,-,-,RBXO,  opt nov11,0.02,-,-,-,-,-,,-,-,-,-,-
0.83,0.425,0.83,0.8,RES,Resource Generation,0.83,1,7686,0.82,0.83,-,,-,0.52,-,-3.2,-
0.009,0.003,0.005,0.005,RMI,Resource Min Corp,0.005,-,4801,0.005,0.006,-,,-,-,-,-0.05,-
0.004,0.001,-,-,RMIO,  opt mar12,0.002,-,-,0.001,0.003,-,,-,-,-,-,-
0.205,0.055,0.078,0.075,RSL,Resource Star,0.075,-0.3,232,0.075,0.1,-,,-,-,-,-3.4,-
0.06,0.008,-,-,RSLO,  opt sep12,0.016,-,-,0.012,0.025,-,,-,-,-,-,-
1.085,0.25,0.875,0.79,RWD,Reward Minerals,0.815,-6,2206,0.815,0.83,-,,-,-,-,-6.14,-
3.27,1.1,2.75,2.65,RXM,Rex Minerals,2.72,-3,9286,2.71,2.74,-,,-,-,-,2.64,103
0.415,0.105,0.35,0.34,REY,Rey Resources,0.345,-0.5,6475,0.345,0.35,-,,-,-,-,-1.09,-
0.85,0.135,0.485,0.48,RIA,Rialto Energy,0.48,-,4504,0.47,0.485,-,,-,-,-,-7.5,-
0.29,0.02,-,-,RIAO,  opt jun11,0.04,-,-,0.04,0.06,-,,-,-,-,-,-
0.5,0.165,0.44,0.43,RHM,Richmond Min,0.44,1.5,280,0.43,0.46,-,,-,-,-,-1.35,-
0.2,0.005,0.17,0.165,RRI,Rico Res Ltd,0.165,-0.5,5426,0.16,0.165,-,,-,-,-,-0.03,-
0.195,0.135,0.145,0.145,RIE,Riedel Resources,0.145,-,400,0.14,0.15,-,,-,-,-,-,-
0.075,0.008,0.041,0.037,RIM,Rimfire Pacific,0.039,-0.3,11709,0.038,0.039,-,,-,-,-,-0.14,-
0.032,0.001,-,-,RIMO,  opt aug11,0.01,-,-,0.007,0.012,-,,-,-,-,-,-
89.04,58.86,81.37,80.62,RIO,Rio Tinto,81,50,26303,80.95,81.01,111.21,f,6.46,18.72,1.37,718.78,11.3
17.14,7.447,15.89,15.55,RIV,Riversdale Min,15.75,4,5922,15.72,15.83,-,,-,2.9,-,-3.2,-
0.055,0.03,-,-,RMT,RMA Energy,0.04,-,-,0.04,0.05,-,,-,-,-,-0.46,-
0.023,0.006,0.014,0.013,RMG,RMG,0.013,-0.2,28914,0.012,0.013,-,,-,-,-,-0.08,-
2.35,1.255,1.85,1.81,ROL,Robust Res,1.84,-,391,1.8,1.85,-,,-,-,-,-4.22,-
0.475,0.305,0.385,0.38,ROC,Roc Oil Co,0.38,-,24750,0.38,0.385,-,,-,-,-,-4.92,-
0.345,0.12,0.155,0.15,RCI,Rocklands Rich,0.155,1,2313,0.155,0.16,-,,-,-,-,-4.45,-
0.125,0.011,0.054,0.051,RXL,Rox Resources,0.054,0.5,6218,0.049,0.055,-,,-,-,-,-0.32,-
0.042,0.002,-,-,RXLO,  opt jun11,0.002,-,-,0.002,0.003,-,,-,-,-,-,-
0.099,0.005,-,-,RXLOA,  opt jul11,0.03,-,-,0.028,0.045,-,,-,-,-,-,-
0.32,0.15,0.19,0.185,ROY,Royal Res,0.185,1,888,0.18,0.185,-,,-,-,-,0.76,24.3
0.25,0.08,-,-,ROYO,  opt oct11,0.12,-,-,0.06,0.11,-,,-,-,-,-,-
0.22,0.07,0.096,0.096,ROYOA,  opt oct13,0.096,-,500,0.096,0.11,-,,-,-,-,-,-
0.48,0.296,0.43,0.425,RCO,Royalco Res,0.43,1,251,0.425,0.43,2,f,2.77,-,4.65,5.54,7.8
0.325,0.125,0.18,0.18,RRE,Rubianna Res,0.18,1,250,0.17,0.18,-,,-,-,-,-3.3,-
0.076,0.032,0.049,0.044,RBR,Rubicon Res,0.049,0.7,2130,0.042,0.049,-,,-,-,-,-2.1,-
0.685,0.042,0.56,0.53,RUM,Rum Jungle Uranium,0.54,2.5,7795,0.535,0.545,-,,-,-,-,-0.6,-
0.56,0.15,0.16,0.15,SBR,Sabre Res,0.15,-,1430,0.15,0.165,-,,-,-,-,-0.8,-
0.23,0.025,0.19,0.18,SSN,Samson Oil & Gas,0.19,1,57723,0.185,0.19,-,,-,-,-,0.08,237.5
0.205,0.014,0.17,0.165,SSNO,  opt dec12,0.17,-,6130,0.165,0.17,-,,-,-,-,-,-
8.31,2.777,6.85,6.54,SFR,Sandfire Res,6.8,2,3941,6.75,6.85,-,,-,-,-,-41.55,-
15.585,11.24,15.585,15.14,STO,Santos,15.22,17,84647,15.22,15.3,37,f,1.62,-,2.43,59.8,25.5
0.88,0.365,0.785,0.725,SAR,Saracen Min,0.78,3.5,6054,0.755,0.78,-,,-,-,-,1.99,39.2
0.7,0.195,-,-,SARO,  opt jun13,0.5,-,-,0.33,0.7,-,,-,-,-,-,-
0.65,0.125,0.58,0.58,SCR,Scandinavian Res,0.58,1,130,0.55,0.58,-,,-,-,-,-14.17,-
0.32,0.012,-,-,SCRO,  opt oct11,0.28,-,-,0.25,0.29,-,,-,-,-,-,-
0.11,0.038,0.07,0.068,SGZ,Scotgold Res,0.07,-0.2,2300,0.068,0.07,-,,-,-,-,-0.9,-
0.042,0.006,0.022,0.022,SGZO,  opt apr12,0.022,-0.3,214,0.022,0.023,-,,-,-,-,-,-
0.045,0.017,0.034,0.033,SEG,Segue Res,0.034,0.1,3919,0.033,0.038,-,,-,-,-,-0.33,-
0.455,0.23,0.375,0.37,SXY,Senex Energy Ltd,0.37,-0.5,2976,0.37,0.375,-,,-,-,-,0.31,119.4
0.32,0.225,-,-,SEO,Sentosa Min,0.25,-,-,0.23,0.25,-,,-,-,-,-,-
0.29,0.12,0.235,0.215,SRR,Shaw River Res,0.215,-,6070,0.21,0.225,-,,-,-,-,-3.2,-
0.4,0.22,0.3,0.28,SFX,Sheffield Res,0.3,4,1090,0.28,0.3,-,,-,-,-,-,-
0.375,0.155,0.19,0.19,SHD,Sherwin Iron,0.19,-,2259,0.185,0.19,-,,-,-,-,-5.8,-
0.21,0.05,0.05,0.05,SHDO,  opt jun12,0.05,-,1500,0.045,0.075,-,,-,-,-,-,-
0.24,0.082,0.205,0.2,SHH,Shree Minerals,0.2,-,600,0.195,0.205,-,,-,-,-,-0.29,-
0.012,0.01,-,-,SHHO,  opt jun11,0.012,-,-,0.01,0.036,-,,-,-,-,-,-
0.254,0.16,0.21,0.2,SBU,Siburan Res,0.21,2,500,0.21,0.235,-,,-,-,-,-0.71,-
0.035,0.027,-,-,SBUO,  opt sep12,0.035,-,-,0.022,0.032,-,,-,-,-,-,-
0.4,0.039,0.28,0.28,SRM,Sierra Min,0.28,-,3000,0.28,0.295,-,,-,-,-,-1.06,-
0.046,0.016,0.032,0.029,SBL,Signature Metals,0.032,0.4,419627,0.031,0.032,-,,-,-,-,-0.27,-
0.27,0.061,0.25,0.215,SIH,Sihayo Gold,0.235,2,48104,0.23,0.235,-,,-,-,-,-2.23,-
2.69,1.08,2.16,2.06,SLR,Silver Lake Res,2.1,1,3738,2.05,2.1,-,,-,0.3,-,9.25,22.7
0.41,0.068,0.33,0.315,SVL,Silver Mines,0.32,0.5,9005,0.32,0.325,-,,-,-,-,-0.73,-
0.275,0.024,0.19,0.19,SVLO,  opt may11,0.19,1,210,0.17,0.195,-,,-,-,-,-,-
0.45,0.15,0.15,0.15,SWN,Silver Swan Grp,0.15,-,200,0.15,0.18,-,,-,-,-,-5.64,-
0.124,0.026,0.078,0.076,SEH,Sino Gas Energy,0.076,0.1,5310,0.076,0.077,-,,-,-,-,-1.37,-
0.018,0.001,-,-,SEHOA,  opt dec11,0.005,-,-,-,0.005,-,,-,-,-,-,-
0.025,0.003,0.018,0.018,SEHOC,  opt dec12,0.018,-,281,0.013,0.018,-,,-,-,-,-,-
0.033,0.012,0.013,0.013,SNV,Sinovus Min,0.013,-0.4,125,0.013,0.017,-,,-,-,-,-1.4,-
0.16,0.075,0.1,0.095,SRI,Sipa Res,0.095,0.1,8398,0.094,0.099,-,,-,-,-,-1.41,-
0.38,0.12,0.17,0.155,SIR,Sirius Res,0.165,-0.5,3315,0.16,0.165,-,,-,-,-,-1.51,-
0.08,0.039,0.073,0.067,SGY,Solimar Energy,0.07,0.3,3801,0.07,0.073,-,,-,-,-,-2.22,-
0.313,0.005,0.14,0.14,SNE,Somerton Energy,0.14,-0.5,297,0.14,0.15,-,,-,-,-,1.59,8.8
0.124,0.059,0.079,0.072,SXG,Sthn Cross Gold,0.079,0.8,1561,0.077,0.079,-,,-,-,-,-2.45,-
0.03,0.003,-,-,SXGR,  rts 18mar,0.004,-,-,-,-,-,,-,-,-,-,-
0.42,0.2,0.325,0.3,SOC,Sovereign Gold,0.325,-,337,0.3,0.325,-,,-,-,-,-,-
0.68,0.067,0.53,0.53,SVM,Sovereign Metals,0.53,-3,731,0.53,0.54,-,,-,-,-,-1.98,-
0.55,0.195,0.4,0.395,SPM,Speewah Metals,0.4,1.5,4163,0.395,0.41,-,,-,-,-,-2.1,-
3.23,1.18,3,3,SPH,Sphere Minerals,3,-,18,3,3.15,-,,-,-,-,-7.93,-
0.18,0.069,0.1,0.094,SPI,Spitfire Res,0.094,-0.6,751,0.095,0.105,-,,-,-,-,-3.49,-
3.09,1.38,2.18,2.06,SBM,St Barbara,2.17,12,16526,2.17,2.19,-,,-,1.24,-,10.42,20.8
0.26,0.16,0.18,0.18,SGQ,St George Min,0.18,0.5,1557,0.16,0.18,-,,-,-,-,-,-
1.53,0.562,1.205,1.18,SMR,Stanmore Coal,1.2,-4,1886,1.19,1.2,-,,-,-,-,-1.18,-
0.24,0.043,0.17,0.165,SRZ,Stellar Res,0.165,-0.5,1165,0.165,0.18,-,,-,-,-,0.42,39.3
0.135,0.027,0.1,0.1,SAY,Sth American Iron,0.1,-1,930,0.1,0.115,-,,-,-,-,-1.43,-
0.435,0.1,0.33,0.325,SFZ,Sth American Ferro,0.33,0.5,1300,0.325,0.33,-,,-,-,-,-5.94,-
0.25,0.018,-,-,SFZO,  opt dec14,0.16,-,-,0.14,0.21,-,,-,-,-,-,-
6.25,0.295,4.91,4.65,STB,Sth Boulder Mines,4.81,30,4979,4.81,4.85,-,,-,-,-,-6.47,-
0.05,0.022,-,-,SXX,Sthn Cross Expl,0.028,-,-,0.03,0.036,-,,-,-,-,-0.62,-
0.46,0.26,0.36,0.36,SWR,Sthn Cross Res,0.36,-,450,0.36,0.38,-,,-,-,-,-,-
0.16,0.05,-,-,SWRO,  opt dec12,0.12,-,-,0.12,0.19,-,,-,-,-,-,-
0.13,0.065,-,-,SAU,Southern Gold,0.082,-,-,0.084,0.086,-,,-,-,-,-1.85,-
0.62,0.26,0.45,0.44,SUH,Sthn Hem Min cdi,0.45,-,549,0.44,0.45,-,,-,-,-,-1.68,-
0.165,0.028,-,-,SRE,Stirling Res,0.029,-,-,0.027,0.029,-,,-,-,-,-17.57,-
0.03,0.008,-,-,SREO,  opt jun12,0.008,-,-,-,0.1,-,,-,-,-,-,-
0.03,0.004,0.005,0.005,SREOB,  opt jun12,0.005,-,2500,0.005,0.007,-,,-,-,-,-,-
0.24,0.065,0.145,0.135,SHE,Stonehenge Metals,0.135,-0.5,5926,0.135,0.145,-,,-,-,-,-1.26,-
0.15,0.025,0.07,0.065,SHEOA,  opt dec12,0.07,0.5,1100,0.07,0.08,-,,-,-,-,-,-
0.76,0.51,0.72,0.69,SRQ,Straits Res Ltd,0.695,-,3190,0.69,0.7,-,,-,-,-,-,-
0.195,0.021,0.135,0.135,SER,Strategic Energy,0.135,-,2205,0.13,0.135,-,,-,-,-,-0.09,-
0.065,0.017,-,-,SMC,Strategic Minerals,0.03,-,-,0.031,0.033,-,,-,-,-,-0.23,-
0.3,0.155,0.185,0.175,STX,Strike Energy,0.18,0.5,1656,0.175,0.185,-,,-,-,-,-1.15,-
1.01,0.325,0.4,0.355,SRK,Strike Res,0.4,-,1631,0.365,0.42,-,,-,-,-,-6.5,-
0.055,0.011,-,-,STZ,Strzelecki Metals,0.029,-,-,0.03,0.033,-,,-,-,-,-13.6,-
1.04,0.36,0.91,0.9,STU,Stuart Petroleum,0.9,-,637,0.905,0.92,2,,4.3,0.46,2.22,8.6,10.5
0.035,0.004,0.023,0.021,SSC,Sultan Corp,0.021,-,177510,0.021,0.022,-,,-,-,-,-0.23,-
0.4,0.16,0.295,0.285,SUM,Sumatra Copper cdi,0.295,1.5,4045,0.28,0.295,-,,-,-,-,-0.71,-
3.91,1.805,2.92,2.9,SMM,Summit Res,2.9,9,246,2.85,3.6,-,,-,-,-,-0.68,-
0.115,0.025,0.031,0.029,SUR,Sun Resources,0.03,0.1,24222,0.029,0.031,-,,-,-,-,-0.51,-
1.1,0.12,0.985,0.95,SEA,Sundance Energy,0.98,3,7949,0.98,0.985,-,,-,-,-,2.1,46.7
0.665,0.105,0.5,0.465,SDL,Sundance Res,0.47,-2,540747,0.47,0.475,-,,-,-,-,-0.51,-
0.089,0.041,-,-,SPQ,Superior Res,0.078,-,-,0.06,0.073,-,,-,-,-,-1.21,-
1.13,0.695,-,-,SLV,Sylvania Res,0.745,-,-,-,-,-,,-,-,-,-3.53,-
0.22,0.091,0.17,0.165,SMD,Syndicated Metals,0.17,0.5,1178,0.165,0.18,-,,-,-,-,-2.13,-
0.07,0.02,-,-,SMDO,  opt dec11,0.04,-,-,0.03,0.049,-,,-,-,-,-,-
0.017,0.006,0.013,0.013,SML,Synergy Metals,0.013,0.2,11000,0.012,0.014,-,,-,-,-,-0.11,-
0.005,0.001,-,-,SMLO,  opt aug11,0.001,-,-,-,0.001,-,,-,-,-,-,-
0.008,0.002,-,-,SMLOA,  opt nov15,0.005,-,-,0.004,0.005,-,,-,-,-,-,-
0.055,0.012,0.018,0.018,SYS,Syngas,0.018,0.1,750,0.018,0.019,-,,-,-,-,-0.5,-
0.16,0.07,-,-,SYR,Syrah Res,0.095,-,-,0.09,0.115,-,,-,-,-,-4.18,-
0.45,0.195,0.34,0.34,TLG,Talga Gold,0.34,-,126,0.34,0.41,-,,-,-,-,-1.7,-
1.255,0.4,0.87,0.79,TLM,Talisman Min,0.845,5.5,1835,0.85,0.87,-,,-,-,-,-3.95,-
1.338,0.51,0.91,0.9,TAM,Tanami Gold,0.91,0.5,1239,0.89,0.91,-,,-,-,-,0.2,455
0.4,0.062,0.29,0.285,TPT,Tangiers Pet,0.285,-,301,0.285,0.3,-,,-,-,-,-1.44,-
0.24,0.12,0.14,0.14,TPTOA,  opt oct13,0.14,-,141,0.135,0.14,-,,-,-,-,-,-
0.24,0.095,-,-,TNP,Tango Petroleum,0.105,-,-,0.1,0.1,-,,-,-,-,-0.7,-
0.06,0.025,-,-,TNPO,  opt may11,0.034,-,-,0.037,0.034,-,,-,-,-,-,-
1.175,0.76,1.175,1.14,TAP,Tap Oil,1.155,2.5,19835,1.145,1.16,-,,-,0.5,-,-35.8,-
0.135,0.017,0.13,0.115,TEX,Target Energy,0.12,0.5,8278,0.115,0.125,-,,-,-,-,-2,-
0.047,0.004,0.047,0.044,TEXOB,  opt oct12,0.045,-,5785,0.044,0.046,-,,-,-,-,-,-
0.19,0.09,0.097,0.096,TAS,Tasman Res,0.097,0.2,414,0.097,0.1,-,,-,-,-,-0.49,-
0.11,0.041,-,-,TASOB,  opt jun12,0.07,-,-,0.046,0.069,-,,-,-,-,-,-
1.7,0.87,1.7,1.7,TMM,Tasmania Mines,1.7,-,40,1.65,1.7,6,f,5.32,1.65,3.53,31.9,5.3
0.058,0.01,0.048,0.047,TAW,Tawana Res,0.048,0.1,8581,0.048,0.05,-,,-,-,-,-0.46,-
0.01,0.001,-,-,TAWOA,  opt apr11,0.001,-,-,-,0.002,-,,-,-,-,-,-
0.13,0.042,0.08,0.077,TTR,Tectonic Res,0.08,0.2,5743,0.08,0.085,-,,-,-,-,-0.67,-
2.97,2.31,2.64,2.52,TGZ,Teranga Gold cdi,2.6,8,1844,2.45,2.64,-,,-,0.83,-,-4.28,-
0.058,0.022,-,-,TMX,Terrain Minerals,0.023,-,-,0.023,0.024,-,,-,-,-,-0.85,-
0.011,0.005,-,-,TMXOA,  opt dec12,0.005,-,-,0.005,0.007,-,,-,-,-,-,-
0.84,0.34,0.36,0.35,TZN,Terramin Aust,0.36,1,2820,0.345,0.36,-,,-,0.46,-,-6.04,-
0.435,0.155,0.275,0.25,TTY,Territory Res,0.265,-1,6929,0.26,0.265,-,,-,-,-,14.23,1.9
0.49,0.065,0.435,0.39,TUC,Territory Uranium,0.4,1,4806,0.385,0.4,-,,-,-,-,-1.44,-
0.87,0.3,0.77,0.735,TXN,Texon Petroleum,0.76,2.5,15124,0.755,0.76,-,,-,0.12,-,0.44,172.7
0.25,0.2,0.21,0.21,TMZ,Thomson Res,0.21,0.5,40,0.21,0.23,-,,-,-,-,-,-
0.058,0.008,0.041,0.04,THR,Thor Min Plc cdi,0.04,0.1,3260,0.041,0.042,-,,-,-,-,-1.58,-
0.032,0.003,-,-,THRO,  opt mar12,0.03,-,-,0.018,0.03,-,,-,-,-,-,-
1.035,0.35,0.42,0.39,THX,Thundelarra Explore,0.41,2,12119,0.405,0.41,-,,-,-,-,8.73,4.7
0.82,0.23,0.23,0.23,THXOA,  opt mar13,0.23,-2,590,0.235,0.35,-,,-,-,-,-,-
0.52,0.2,0.235,0.21,TCM,Tiaro Coal,0.21,-,290,0.21,0.235,-,,-,-,-,-1.91,-
0.615,0.175,0.55,0.52,TGS,Tiger Res,0.55,3.5,26259,0.545,0.55,-,,-,-,-,0.79,69.6
0.235,0.038,0.13,0.12,TNG,TNG,0.13,2,11441,0.125,0.13,-,,-,-,-,-1.6,-
0.135,0.08,0.085,0.085,TEU,Top End Uranium,0.085,-,60,0.08,0.085,-,,-,-,-,-0.57,-
0.18,0.064,0.12,0.105,TOE,Toro Energy,0.11,1,62452,0.11,0.115,-,,-,-,-,-1.86,-
0.27,0.075,0.075,0.075,TEY,Torrens Energy,0.075,-,50,0.075,0.084,-,,-,-,-,-1.91,-
0.884,0.355,0.4,0.39,TRF,Trafford Res,0.39,-1,604,0.39,0.395,-,,-,-,-,-3.31,-
0.2,0.07,0.09,0.09,TRFO,  opt jul12,0.09,0.5,9,0.095,0.1,-,,-,-,-,-,-
0.26,0.09,0.19,0.19,TKL,Traka Res,0.19,0.5,1275,0.19,0.2,-,,-,-,-,-3.47,-
0.029,0.012,-,-,TSV,Transerv Energy,0.023,-,-,0.025,0.025,-,,-,-,-,-0.05,-
0.41,0.13,0.36,0.33,TRH,Transit Hldgs,0.345,-0.5,3259,0.335,0.36,-,,-,-,-,-5.93,-
0.083,0.02,0.051,0.05,TEG,Triangle Energy,0.05,-,10467,0.049,0.055,0.23,,2.43,-,4.6,0.56,8.9
0.215,0.046,-,-,TRO,TriAusMin,0.155,-,-,0.145,0.18,-,,-,-,-,-0.5,-
2.49,0.9,2.25,2.05,TBR,Tribune Res,2.25,21,128,2.22,2.25,-,,-,-,-,39.63,5.7
0.22,0.085,0.115,0.09,TON,Triton Gold,0.09,-3,533,0.083,0.12,-,,-,-,-,-0.98,-
0.076,0.025,-,-,TONO,  opt dec13,0.04,-,-,0.038,0.04,-,,-,-,-,-,-
4.29,2.16,3.89,3.75,TRY,Troy Resources,3.82,12,3042,3.81,3.86,-,,-,-,-,5.82,65.6
0.46,0.056,0.28,0.28,TRM,Truscott Min Corp,0.28,2,53,0.27,0.275,-,,-,-,-,0.47,59.6
0.245,0.079,0.16,0.14,UTO,U308,0.16,2,2656,0.16,0.165,-,,-,-,-,3.39,4.7
0.023,0.004,0.012,0.011,UCL,Union Res,0.012,0.1,47040,0.012,0.013,-,,-,-,-,-0.07,-
0.002,0.001,0.001,0.001,UCLR,  rts 21mar,0.001,-,350000,-,0.001,-,,-,-,-,-,-
0.06,0.012,0.023,0.023,UOG,United Orogen,0.023,-0.4,79,0.023,0.029,-,,-,-,-,-1.63,-
0.23,0.09,0.115,0.11,UUL,United Uranium,0.115,1,850,0.11,0.115,-,,-,-,-,-0.44,-
0.06,0.018,-,-,UULOA,  opt jun12,0.045,-,-,0.016,0.045,-,,-,-,-,-,-
0.29,0.13,0.14,0.135,UML,Unity Min,0.14,0.5,1503,0.135,0.14,0.5,,0.6,0.15,3.57,0.3,46.7
0.6,0.23,0.455,0.415,UNV,Universal Coal cdi,0.45,2,11331,0.445,0.46,-,,-,-,-,-,-
0.2,0.04,0.17,0.16,URM,Uramet Minerals,0.17,1,466,0.16,0.17,-,,-,-,-,-3.2,-
0.042,0.013,0.029,0.026,URA,Uran,0.026,-,23712,0.026,0.028,-,,-,-,-,-0.97,-
0.012,0.003,0.006,0.006,URAOA,  opt jul12,0.006,-0.1,800,0.006,0.008,-,,-,-,-,-,-
0.895,0.117,0.34,0.33,UNX,Uranex,0.33,-,22673,0.33,0.34,-,,-,-,-,-4.43,-
0.2,0.07,0.105,0.097,UEQ,Uranium Equities,0.1,0.4,20703,0.099,0.105,-,,-,-,-,-0.9,-
0.695,0.141,0.37,0.325,USA,UraniumSA,0.335,2.5,25260,0.33,0.335,-,,-,-,-,-1.1,-
0.2,0.023,0.19,0.165,USN,US Nickel,0.185,2.5,11200,0.185,0.19,-,,-,-,-,-1.45,-
0.068,0.029,0.035,0.033,UXA,UXA Resources,0.034,0.1,6623,0.033,0.035,-,,-,0.02,-,-2.68,-
0.4,0.205,0.21,0.205,VGO,Vantage Gold,0.21,-0.5,1255,0.21,0.265,-,,-,0.26,-,-6.4,-
0.165,0.05,0.12,0.11,VEC,Vector Res,0.12,1.5,435,0.11,0.12,-,,-,-,-,-0.2,-
0.044,0.015,-,-,VECO,  opt jun12,0.021,-,-,0.023,0.035,-,,-,-,-,-,-
0.25,0.175,0.245,0.215,VRX,Ventnor Res,0.225,2,2286,0.225,0.235,-,,-,-,-,-,-
0.66,0.24,0.5,0.465,VMS,Venture Minerals,0.465,-2.5,5400,0.465,0.47,-,,-,-,-,-1.6,-
0.165,0.058,0.093,0.09,VXR,Venturex Res,0.093,0.3,31952,0.092,0.093,-,,-,0.01,-,-0.96,-
2.1,0.58,1.78,1.7,VMC,Venus Metals,1.78,8,541,1.6,1.79,-,,-,-,-,-10.7,-
1.5,0.28,-,-,VMCO,  opt jul11,1.01,-,-,0.9,1.35,-,,-,-,-,-,-
0.25,0.08,0.096,0.095,VWM,Victory West Moly,0.095,-0.4,825,0.095,0.1,-,,-,-,-,-2.18,-
0.075,0.015,-,-,VWMOA,  opt feb12,0.03,-,-,0.001,0.029,-,,-,-,-,-,-
0.37,0.18,0.275,0.265,VKA,Viking Ashanti,0.27,-1,1543,0.255,0.275,-,,-,-,-,-1.91,-
0.19,0.056,0.125,0.11,VML,Vital Metals,0.125,1.5,1538,0.12,0.125,-,,-,-,-,-0.53,-
0.135,0.011,0.082,0.068,VOR,Voyager Res,0.079,1.3,223551,0.079,0.08,-,,-,-,-,-0.4,-
0.245,0.17,0.18,0.18,WNI,Wah Nam Int'l,0.18,-,2,0.18,0.195,-,,-,-,-,-,-
0.06,0.035,-,-,WNIO,  opt sep14,0.036,-,-,0.036,0.039,-,,-,-,-,-,-
1.89,0.09,1.33,1.3,WGO,Waratah Gold,1.3,-10,474,1.29,1.3,-,,-,-,-,-8.27,-
0.145,0.046,0.085,0.085,WCP,WCP Res,0.085,-,300,0.082,0.085,-,,-,-,-,-0.49,-
0.52,0.21,0.51,0.455,WAF,West African Res,0.49,5,10037,0.48,0.49,-,,-,-,-,-,-
0.265,0.2,0.2,0.2,WMN,Western Manganese,0.2,-2,500,0.2,0.22,-,,-,-,-,-,-
0.27,0.2,0.22,0.22,WPI,West Peak Iron,0.22,-,33,0.21,0.22,-,,-,-,-,-,-
0.1,0.041,-,-,WWI,West Wits Min,0.055,-,-,0.053,0.055,-,,-,0.19,-,-0.92,-
7.06,3.52,6.06,5.91,WSA,Western Areas,6.05,2,4337,6.03,6.08,13,,3.05,1.33,2.15,39.6,15.3
