AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4135.5 at 2012-06-29T16:42:06. Report at Friday, June 29, 2012. Processed Saturday at 2012-06-30T01:00:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.17,.06,.069,.065,TDO,3D Oil,.069,+.9,2022,.065,.069,-,,-,-,-,-.62,-,,
.055,.025,.031,.025,DDD,3D Res,.025,-.5,3221,.025,.031,-,,-,-,-,-.44,-,,
.335,.105,.12,.105,ARH,A'asian Resources,.115,+.5,8015,.11,.115,-,,-,-,-,.47,24.5,,
.295,.20,.27,.25,AYC,A1 Gold,.265,-1.5,765,.26,.27,-,,-,-,-,-,-,,
.082,.035,.038,.037,ABU,ABM Res,.038,-,74631,.037,.038,-,,-,-,-,-.43,-,,
.11,.023,.026,.025,AJC,Acacia Coal,.025,-,9484,.025,.026,-,,-,-,-,-1.14,-,,
.45,.115,.125,.115,ACB,A-Cap Res,.12,-.5,7669,.12,.135,-,,-,-,-,-2.06,-,,
.405,.215,.27,.27,ACS,Accent Res,.27,+1,790,.27,.275,-,,-,-,-,-.42,-,,
.245,.105,.125,.12,ACN,Acer Energy,.12,+1,4755,.12,.125,-,,-,-,-,-4.59,-,,
.055,.016,.018,.017,AIV,ActiveX,.017,-.1,4100,.017,.02,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.033,.01,-,-,ADD,Adavale Resources,.014,-,-,-,-,-,,-,.01,-,-.51,-,,
.13,.049,.052,.049,ADN,Adelaide Res,.052,+.1,6103,.05,.052,-,,-,-,-,-.95,-,,
.784,.093,.10,.10,AAO,Adept Solutions,.10,-,72,.051,.10,-,,-,.10,-,-9.92,-,,
.066,.066,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
.005,.005,-,-,AAOR,  rts11juld,.005,-,-,.001,.005,-,,-,-,-,-,-,,
1.655,.42,.47,.45,ABY,Aditya Birla,.47,+2.5,4114,.46,.47,5.00,,1.70,-,10.64,8.48,5.5,,
.071,.043,.045,.043,ADY,Admiralty Res,.043,-.1,6756,.043,.045,-,,-,-,-,-.44,-,,
.012,.003,.004,.004,AVD,Advance Energy,.004,-,914,.004,.005,-,,-,-,-,-.73,-,,
.002,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.021,.025,.021,ADX,ADX Energy,.022,-.2,20707,.023,.025,-,,-,-,-,-1.93,-,,
.65,.16,.185,.175,AFR,African Energy Res cdi,.175,-.5,24165,.175,.19,-,,-,-,-,-1.92,-,,
.01,.004,.006,.005,AAE,Agri Energy,.005,-.1,11553,.005,.007,-,,-,-,-,-.23,-,,
.77,.14,.16,.15,AGR,Aguia Res,.15,-2,7951,.145,.15,-,,-,-,-,-9.22,-,,
12.30,4.66,5.07,4.66,AQG,Alacer Gold cdi,4.99,+2,19877,4.94,4.99,-,,-,-,-,28.59,17.5,,
.42,.23,.32,.32,AUQ,Alara Res,.32,+1.5,1088,.305,.345,-,,-,-,-,-2.59,-,,
.258,.076,.088,.084,ALY,Alchemy Resources,.085,+.5,1310,.08,.081,-,,-,-,-,-1.68,-,,
.125,.031,.036,.035,AYN,Alcyone Res,.035,-.1,33726,.035,.037,-,,-,-,-,-.52,-,,
.023,.011,.015,.014,AWD,Aleator Energy,.015,+.1,35954,.014,.015,-,,-,-,-,.05,30.0,,
.013,.003,.004,.004,AWDO,  opt jan15,.004,-,8339,.004,.005,-,,-,-,-,-,-,,
2.289,.735,.81,.735,ALK,Alkane Res,.79,+1.5,8350,.785,.80,-,,-,-,-,-1.00,-,,
.19,.10,-,-,AHQ,Allegiance Coal,.10,-,-,-,-,-,,-,-,-,-,-,,
.025,.017,-,-,AHQO,  opt mar14,.017,-,-,-,-,-,,-,-,-,-,-,,
.615,.115,.205,.19,AGS,Alliance Res,.20,-.5,2691,.195,.20,-,,-,-,-,-1.77,-,,
4.00,1.42,2.39,2.01,ALD,Allied Gold cdi,2.30,+86.5,17925,2.28,2.30,-,,-,2.99,-,-3.03,-,,
.195,.076,.105,.105,AGE,Alligator Energy,.105,-,1000,.095,.105,-,,-,-,-,-.36,-,,
.048,.009,.01,.01,AYR,Alloy Res,.01,-,1449,.01,.013,-,,-,-,-,-.33,-,,
.15,.028,.036,.03,AYM,Altuis Mining,.036,+.7,1000,.032,.036,-,,-,.08,-,-.65,-,,
.36,.19,-,-,AOH,Altona Min,.24,-,-,.30,.24,-,,-,-,-,-4.72,-,,
