ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4901.5 at 2011-01-13T16:38:32. Report at Thursday, January 13, 2011. Processed Friday at 2011-01-14T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.365,.14,.28,.275,TDO,3D Oil,.275,-,616,.275,.28,-,,-,-,-,-.42,-,,
.049,.018,-,-,DDD,3D Res,.041,-,-,.041,.042,-,,-,-,-,-1.15,-,,
.295,.044,.26,.255,AAO,A'asia Gold,.255,-.5,1218,.25,.26,-,,-,-,-,-.37,-,,
.16,.011,.145,.145,AAOO,  opt apr13,.145,+.5,500,.13,.15,-,,-,-,-,-,-,,
.63,.20,.51,.48,ARH,A'asian Resources,.495,+2,3093,.495,.51,-,,-,-,-,-.09,-,,
.39,.10,.11,.105,AAM,A1 Min,.11,+.5,10401,.105,.11,-,,-,-,-,-3.50,-,,
.043,.016,.033,.03,ABU,ABM Res,.03,-.1,425297,.03,.031,-,,-,-,-,-2.62,-,,
.29,.086,-,-,AII,Abra Min,.29,-,-,.29,.36,-,,-,-,-,-1.98,-,,
.645,.28,.645,.605,ACB,A-Cap Res,.63,+2.5,11396,.63,.635,-,,-,-,-,-1.05,-,,
.46,.13,.34,.315,ACS,Accent Res,.315,-2,704,.315,.34,-,,-,-,-,-1.06,-,,
.029,.004,.019,.018,AEX,Acclaim Explore,.018,-,44589,.018,.019,-,,-,-,-,-.21,-,,
.003,.003,-,-,AEXCD,  ctg,.003,-,-,.003,.025,-,,-,-,-,-,-,,
.14,.05,.061,.06,AIV,Activex,.06,-,2950,.06,.062,-,,-,-,-,-1.13,-,,
.895,.344,.85,.805,ADU,Adamus Res,.84,+2,3436,.84,.86,-,,-,-,-,-28.16,-,,
.046,.015,.039,.036,ADD,Adavale Resources,.039,+.3,2840,.036,.039,-,,-,.02,-,-1.13,-,,
.197,.06,.12,.11,ADE,Adelaide Energy,.11,-.5,3050,.11,.12,-,,-,-,-,-1.14,-,,
.30,.125,.185,.18,ADN,Adelaide Res,.185,+.5,1361,.18,.185,-,,-,-,-,-.63,-,,
1.42,.62,1.33,1.29,ABY,Aditya Birla,1.32,+3,3363,1.29,1.33,-,,-,1.61,-,18.71,7.1,,
.09,.023,.033,.032,ADY,Admiralty Res,.033,-,10936,.032,.033,-,,-,-,-,-.09,-,,
.06,.007,.014,.012,AVD,Advance Energy,.012,-.2,5000,.01,.013,-,,-,.03,-,-2.40,-,,
.003,.003,-,-,AVDOA,  opt aug12,.003,-,-,.003,.004,-,,-,-,-,-,-,,
.265,.081,.115,.105,ADX,ADX Energy,.115,+1,61791,.11,.115,-,,-,-,-,-.77,-,,
