ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4615.6 at 16:40 9/8/2010  Report at 19:05 Monday 9/8/2010. Processed 19:23 Monday 9/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.093,0.17,0.165,TDO,3D Oil Ltd,0.17,0.5,1600,0.165,0.17,-,,-,-,-,-0.27,-
0.029,0.014,0.029,0.029,DDD,3D Res Ltd,0.029,0.2,4330,0.027,0.029,-,,-,-,-,-1.9,-
0.109,0.029,-,-,AAO,A'asia Cons Ltd,0.06,,-,0.047,0.06,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,0.053,-,,-,-,-,-,-
0.67,0.21,0.26,0.25,ARH,A'asian Resour,0.26,-0.5,1136,0.255,0.26,-,,-,-,-,-1.4,-
0.42,0.14,0.165,0.145,AAM,A1 Min Ltd,0.155,-1,52045,0.155,0.16,-,,-,-,-,-3.56,-
0.07,0.016,0.028,0.027,ABU,ABM Res NL,0.028,-0.1,93696,0.027,0.028,-,,-,-,-,-4.09,-
0.25,0.086,-,-,AII,Abra Min Ltd,0.10,,-,0.093,0.135,-,,-,-,-,-1.94,-
0.60,0.28,0.39,0.37,ACB,A-Cap Res,0.38,1,1986,0.38,0.39,-,,-,0.14,-,-0.91,-
0.27,0.13,0.23,0.21,ACS,Accent Res NL,0.23,2,789,0.22,0.23,-,,-,-,-,-1.53,-
0.029,0.004,0.017,0.016,AEX,Acclaim Explore,0.017,-0.1,28192,0.016,0.017,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.003,0.025,-,,-,-,-,-,-
0.14,0.05,0.095,0.09,AIV,Activex Ltd,0.09,0.1,1080,0.089,0.093,-,,-,-,-,-1.49,-
0.595,0.303,0.58,0.545,ADU,Adamus Res,0.58,3,9645,0.57,0.58,-,,-,-,-,-12.87,-
0.065,0.024,0.024,0.024,ADD,Adavale Resource,0.024,,423,0.024,0.027,-,,-,0.02,-,-0.96,-
0.215,0.08,0.094,0.091,ADE,Adelaide Energy,0.094,0.3,1240,0.091,0.094,-,,-,-,-,0.97,9.7
0.395,0.11,0.175,0.175,ADN,Adelaide Res,0.175,,919,0.175,0.18,-,,-,-,-,-0.56,-
0.425,0.06,-,-,ADI,Adelphi Energy,0.41,,-,-,-,-,,-,-,-,-4.27,-
1.65,0.62,0.98,0.955,ABY,Aditya Birla,0.965,,2964,0.955,0.965,-,,-,1.51,-,19.61,4.9
0.025,0.005,0.01,0.007,ADY,Admiralty Res,0.008,0.1,580978,0.008,0.009,-,,-,-,-,0.09,8.9
0.125,0.007,0.01,0.01,AVD,Advance Energy,0.01,,2115,0.009,0.01,-,,-,-,-,-3.1,-
0.265,0.081,0.19,0.18,ADX,ADX Energy Ltd,0.185,-1.5,10383,0.18,0.19,-,,-,-,-,-0.89,-
0.09,0.05,-,-,ADXO,  opt mar11,0.079,,-,0.06,0.079,-,,-,-,-,-,-
0.755,0.435,0.52,0.50,AED,AED Oil Ltd,0.515,0.5,705,0.51,0.52,-,,-,1.03,-,-48.17,-
0.24,0.059,-,-,AFR,African Energy Res cdi,0.092,,-,0.09,0.093,-,,-,-,-,-1.13,-
0.027,0.009,0.011,0.011,AAE,Agri Energy Ltd,0.011,-0.1,7,0.011,0.012,-,,-,-,-,15.8,0.1
0.245,0.145,-,-,ALG,Alamar Res Ltd,0.19,,-,0.19,0.22,-,,-,-,-,-1.34,-
0.03,0.03,-,-,ALGO,  opt mar13,0.03,,-,0.02,0.08,-,,-,-,-,-,-
