ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4547.0 at 16:38 17/6/2010  Report at 19:05 Thursday 17/6/2010. Processed 22:38 Thursday 17/6/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,0.19,0.19,TDO,3D Oil Ltd,0.19,,50,0.19,0.195,-,,-,-,-,-0.27,-
0.026,0.01,-,-,DDD,3D Res Ltd,0.02,,-,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.027,-,-,AAO,A'asia Gold,0.058,,-,0.052,0.058,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.015,-,-,,-,-,-,-,-
0.67,0.215,0.285,0.275,ARH,A'asian Resour,0.28,2,1003,0.28,0.29,-,,-,-,-,-1.4,-
0.42,0.13,0.25,0.24,AAM,A1 Min Ltd,0.24,-1,3719,0.24,0.245,-,,-,-,-,-3.56,-
0.07,0.016,0.023,0.021,ABU,ABM Res NL,0.022,,24944,0.022,0.023,-,,-,-,-,-4.09,-
0.25,0.11,-,-,AII,Abra Min Ltd,0.12,,-,0.12,0.13,-,,-,-,-,-1.94,-
0.60,0.28,0.30,0.29,ACB,A-Cap Res,0.30,,457,0.285,0.30,-,,-,0.14,-,-0.91,-
0.27,0.13,0.15,0.14,ACS,Accent Res NL,0.14,,1000,0.14,0.16,-,,-,-,-,-1.53,-
0.029,0.004,0.014,0.013,AEX,Acclaim Explore,0.013,,14054,0.013,0.014,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,0.025,-,,-,-,-,-,-
0.14,0.05,0.068,0.067,AIV,Activex Ltd,0.067,-0.1,300,0.067,0.08,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,0.001,0.01,-,,-,-,-,-,-
0.58,0.303,0.52,0.495,ADU,Adamus Res,0.52,1.5,4234,0.505,0.52,-,,-,-,-,-12.87,-
0.065,0.019,-,-,ADD,Adavale Resource,0.026,,-,0.03,0.035,-,,-,0.02,-,-0.96,-
0.215,0.095,0.105,0.098,ADE,Adelaide Energy,0.10,0.1,6755,0.098,0.10,-,,-,-,-,0.97,10.3
0.395,0.089,0.135,0.125,ADN,Adelaide Res,0.125,-0.5,2010,0.125,0.13,-,,-,-,-,-0.56,-
0.42,0.06,0.415,0.41,ADI,Adelphi Energy,0.41,,1727,0.41,0.415,-,,-,-,-,-4.27,-
1.65,0.50,0.86,0.82,ABY,Aditya Birla,0.82,-2,5053,0.815,0.83,-,,-,1.51,-,19.61,4.2
0.029,0.007,0.008,0.007,ADY,Admiralty Res,0.007,-0.1,23763,0.007,0.008,-,,-,-,-,0.09,7.8
0.125,0.01,0.01,0.01,AVD,Advance Energy,0.01,,6280,0.01,0.011,-,,-,-,-,-3.1,-
0.212,0.081,0.18,0.175,ADX,ADX Energy Ltd,0.18,,10853,0.175,0.18,-,,-,-,-,-0.89,-
0.08,0.05,-,-,ADXO,  opt mar11,0.067,,-,0.064,0.08,-,,-,-,-,-,-
0.87,0.485,0.51,0.495,AED,AED Oil Ltd,0.50,0.5,1170,0.50,0.505,-,,-,1.03,-,-48.17,-
0.24,0.05,0.075,0.075,AFR,African Energy Res cdi,0.075,-0.1,200,0.075,0.079,-,,-,-,-,-1.13,-
0.027,0.009,0.01,0.01,AAE,Agri Energy Ltd,0.01,,253,0.01,0.011,-,,-,-,-,15.8,0.1
0.245,0.14,0.17,0.17,ALG,Alamar Res Ltd,0.17,,150,0.17,0.19,-,,-,-,-,-1.34,-
0.25,0.048,0.082,0.082,AUQ,Alara Res Ltd,0.082,,250,0.082,0.09,-,,-,-,-,-1.9,-
1.27,0.16,0.45,0.42,ALY,Alchemy Resource,0.43,-2,1405,0.42,0.45,-,,-,-,-,-3.2,-
0.96,0.041,0.18,0.18,ALYO,  opt aug10,0.18,-2,150,0.17,0.22,-,,-,-,-,-,-
0.06,0.02,0.024,0.02,AYN,Alcyone Res Ltd,0.024,0.2,12520,0.022,0.024,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.245,0.25,0.245,ALK,Alkane Res Ltd,0.25,,1871,0.255,0.27,-,,-,-,-,0.93,26.9
0.98,0.315,0.345,0.32,AGS,Alliance Res,0.33,-1,18250,0.32,0.335,-,,-,-,-,-1.97,-
0.545,0.25,0.36,0.345,ALD,Allied Gold Ltd,0.36,,8332,0.355,0.36,-,,-,0.26,-,-3.42,-
0.042,0.019,0.025,0.025,AYR,Alloy Res,0.025,-0.1,1900,0.024,0.025,-,,-,-,-,-0.62,-
0.37,0.098,0.185,0.175,AJM,Altura Min Ltd,0.175,-0.5,2100,0.17,0.18,-,,-,-,-,-5.11,-
2.06,1.285,1.625,1.59,AWC,Alumina Ltd,1.60,-2,160216,1.595,1.605,2,f,-,1.21,1.25,-1.2,-
0.40,0.175,0.25,0.185,AMU,Amadeus Energy,0.245,6,110972,0.245,0.255,-,,-,0.34,-,-10.17,-
0.25,0.09,-,-,AXZ,Amex Res,0.155,,-,0.14,0.155,-,,-,-,-,-2.85,-
1.94,0.275,1.645,1.59,AMX,Ampella Min,1.625,5,729,1.625,1.685,-,,-,-,-,-7,-
1.755,0.13,-,-,AMXO,  opt jul10,1.50,,-,1.40,1.55,-,,-,-,-,-,-
0.28,0.046,-,-,AHR,Anchor Res,0.155,,-,0.14,0.155,-,,-,-,-,-2.05,-
3.58,1.68,3.46,3.42,AND,Andean Res Ltd,3.44,9,8285,3.38,3.45,-,,-,-,-,-4.64,-
1.30,0.97,-,-,ATM,Aneka Tambang cdi,1.20,,-,1.20,-,2.94,,0.24,0.10,2.45,0.7,171.4
0.044,0.018,0.031,0.03,AAR,Anglo Aust,0.031,0.1,9450,0.03,0.031,-,,-,-,-,-0.14,-
3.50,2.581,-,-,AGP,Anglo Pacific Grp,2.81,,-,2.81,-,14.64,,2.35,-,5.21,34.4,8.2
10.50,7.65,10.20,10.04,AGG,Anglogold Ashanti,10.20,20,20,9.85,10.50,3.87,,-,8.69,0.38,-99.23,-
0.885,0.21,0.635,0.59,AZZ,Antares Energy,0.625,6.5,22077,0.62,0.625,-,,-,-,-,-1.6,-
