ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5185.4 at 2013-05-20T16:42:36. Report at Monday, May 20, 2013. Processed Tuesday at 2013-05-21T01:00:15+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,-,-,TDO,3D Oil,.11,-,-,.098,.11,-,,-,-,-,-3.61,-,,
.045,.014,.015,.014,DDD,3D Res,.015,-,1605,.015,.021,-,,-,-,-,-.10,-,,
.16,.026,.041,.04,ARH,A'asian Resources,.04,+.2,250,.04,.048,-,,-,-,-,-2.33,-,,
.30,.17,-,-,AYC,A1 Gold,.21,-,-,.185,.21,-,,-,-,-,-.47,-,,
.065,.027,.029,.027,ABU,ABM Res,.027,-.1,40881,.027,.028,-,,-,-,-,-.43,-,,
.036,.011,.011,.011,AJC,Acacia Coal,.011,-,2000,.011,.012,-,,-,-,-,-.42,-,,
.175,.047,.06,.047,ACB,A-Cap Res,.047,-1.3,3718,.049,.058,-,,-,-,-,-1.08,-,,
.335,.15,-,-,ACS,Accent Res,.16,-,-,.175,.18,-,,-,-,-,-.86,-,,
.022,.010,.016,.015,AIV,ActiveX,.016,+.1,5500,.015,.016,-,,-,-,-,-.48,-,,
.021,.004,.007,.007,ADD,Adavale Resources,.007,-.2,1100,.005,.007,-,,-,-,-,-1.58,-,,
.25,.035,.105,.093,ADN,Adelaide Res,.094,+.4,15214,.094,.099,-,,-,-,-,-3.84,-,,
.60,.335,.41,.39,ABY,Aditya Birla,.39,-,2499,.39,.405,5.00,,-,1.63,12.82,-2.66,-,,
.052,.03,.031,.031,ADY,Admiralty Res,.031,+.1,350,.03,.032,-,,-,-,-,-2.52,-,,
.007,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.30,-,,
.089,.013,.016,.016,ADX,ADX Energy,.016,-,431,.016,.017,-,,-,-,-,-3.10,-,,
.335,.06,.255,.245,AQR,AEON Metals,.25,-,1005,.25,.26,-,,-,-,-,-.13,-,,
.25,.09,.092,.09,AFR,African Energy Res cdi,.09,-.4,1336,.09,.092,-,,-,-,-,-3.36,-,,
.24,.069,-,-,AGR,Aguia Res,.069,-,-,.06,.065,-,,-,-,-,-11.68,-,,
6.860,2.27,2.35,2.27,AQG,Alacer Gold cdi,2.30,-13,5261,2.30,2.31,-,,-,-,-,-130.01,-,,
