ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4592.9 at 2012-12-13T16:47:35. Report at Thursday, December 13, 2012. Processed Friday at 2012-12-14T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,.135,.135,TDO,3D Oil,.135,+1,87,.11,.135,-,,-,-,-,-3.38,-,,
.047,.023,-,-,DDD,3D Res,.036,-,-,.03,.038,-,,-,-,-,-.34,-,,
.215,.062,.066,.062,ARH,A'asian Resources,.062,-.8,200,.063,.067,-,,-,-,-,-1.26,-,,
.30,.20,-,-,AYC,A1 Gold,.27,-,-,.21,.28,-,,-,-,-,-,-,,
.065,.035,.047,.045,ABU,ABM Res,.046,-,58567,.045,.046,-,,-,-,-,-.41,-,,
.056,.013,.014,.013,AJC,Acacia Coal,.014,+.1,18500,.013,.015,-,,-,-,-,-.29,-,,
.325,.10,.11,.105,ACB,A-Cap Res,.105,-,1876,.105,.11,-,,-,-,-,-2.00,-,,
.34,.20,-,-,ACS,Accent Res,.22,-,-,.19,.23,-,,-,-,-,-.91,-,,
.295,.105,-,-,ACN,Acer Energy,.285,-,-,-,-,-,,-,-,-,-.90,-,,
.03,.013,-,-,AIV,ActiveX,.019,-,-,.015,.018,-,,-,-,-,-.59,-,,
.02,.01,-,-,ADD,Adavale Resources,.013,-,-,.012,.015,-,,-,-,-,-.58,-,,
.115,.035,.062,.059,ADN,Adelaide Res,.062,+.4,6730,.06,.062,-,,-,-,-,-.68,-,,
.91,.385,.50,.475,ABY,Aditya Birla,.49,-,1470,.485,.49,5.00,,.27,1.61,10.20,1.34,36.6,,
.071,.031,.033,.032,ADY,Admiralty Res,.033,+.1,1272,.033,.035,-,,-,-,-,-2.45,-,,
