ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4670.0 at 16:34 27/1/2010  Report at 19:05 Wednesday 27/1/2010. Processed 19:29 Wednesday 27/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.325,0.305,TDO,3D Oil Ltd,0.305,-2.5,2869,0.31,0.33,-,,-,-,-,-0.46,-
0.026,0.007,0.022,0.021,DDD,3D Res Ltd,0.022,0.3,2500,0.022,0.025,-,,-,-,-,-4.66,-
0.12,0.018,0.08,0.08,AAO,A'asia Gold,0.08,,370,0.08,0.09,-,,-,-,-,-5.03,-
0.70,0.29,0.48,0.465,ARH,A'asian Resour,0.47,-1,1423,0.46,0.475,-,,-,-,-,-2.85,-
0.42,0.09,0.36,0.335,AAM,A1 Min Ltd,0.345,-1,4785,0.345,0.35,-,,-,-,-,-3.99,-
0.07,0.006,0.035,0.033,ABU,ABM Res NL,0.034,-0.1,4521,0.033,0.034,-,,-,-,-,-0.65,-
0.25,0.13,-,-,AII,Abra Min Ltd,0.18,,-,0.18,0.20,-,,-,-,-,-1.39,-
0.60,0.105,0.45,0.415,ACB,A-Cap Res,0.43,,13657,0.43,0.435,-,,-,-,-,-2.93,-
0.27,0.055,0.20,0.195,ACS,Accent Res NL,0.195,-0.5,1848,0.19,0.20,-,,-,-,-,-1.37,-
0.008,0.003,0.005,0.005,AEX,Acclaim Explore,0.005,,16000,0.004,0.005,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.12,0.032,0.088,0.085,AIV,Activex Ltd,0.085,-0.5,1183,0.085,0.094,-,,-,-,-,-1.66,-
0.06,0.001,0.02,0.02,AIVO,  opt jul10,0.02,,200,0.005,0.06,-,,-,-,-,-,-
