ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4724.4 at 16:34 22/12/2009  Report at 19:05 Tuesday 22/12/2009. Processed 19:21 Tuesday 22/12/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.375,0.07,0.365,0.34,TDO,3D Oil Ltd,0.34,-1,3143,0.34,0.345,-,,-,-,-,-0.46,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.016,,-,0.018,0.025,-,,-,-,-,-4.66,-
0.12,0.018,0.075,0.075,AAO,A'asia Gold,0.075,,296,0.075,0.08,-,,-,-,-,-5.03,-
0.70,0.29,0.45,0.44,ARH,A'asian Resour,0.44,,295,0.44,0.45,-,,-,-,-,-2.85,-
0.42,0.076,0.31,0.295,AAM,A1 Min Ltd,0.30,-1.5,3663,0.295,0.30,-,,-,-,-,-3.99,-
0.07,0.006,0.038,0.035,ABU,ABM Res NL,0.035,-0.2,18500,0.035,0.036,-,,-,-,-,-0.65,-
0.25,0.13,-,-,AII,Abra Min Ltd,0.18,,-,0.19,0.30,-,,-,-,-,-1.39,-
0.60,0.085,0.375,0.375,ACB,A-Cap Res,0.375,0.5,182,0.375,0.38,-,,-,-,-,-2.93,-
0.27,0.055,0.16,0.16,ACS,Accent Res NL,0.16,,588,0.155,0.16,-,,-,-,-,-1.37,-
0.008,0.003,0.005,0.004,AEX,Acclaim Explore,0.004,-0.1,6348,0.004,0.005,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.02,-,,-,-,-,-,-
0.12,0.032,0.09,0.085,AIV,Activex Ltd,0.085,,410,0.085,0.09,-,,-,-,-,-1.66,-
0.06,0.001,0.023,0.023,AIVO,  opt jul10,0.023,-0.3,60,0.023,0.035,-,,-,-,-,-,-
0.53,0.16,0.44,0.425,ADU,Adamus Res,0.44,1,985,0.43,0.44,-,,-,-,-,-10.25,-
0.065,0.014,0.046,0.046,ADD,Adavale Resource,0.046,,1833,0.03,0.047,-,,-,0.03,-,-0.3,-
0.16,0.037,0.12,0.115,ADE,Adelaide Energy,0.115,-1,3571,0.115,0.125,-,,-,-,-,1.39,8.3
0.395,0.046,0.32,0.30,ADN,Adelaide Res,0.305,-2,2234,0.305,0.315,-,,-,-,-,4.86,6.3
0.185,0.045,0.135,0.135,ADI,Adelphi Energy,0.135,0.5,965,0.125,0.135,-,,-,-,-,-5.87,-
1.65,0.096,1.23,1.20,ABY,Aditya Birla,1.225,0.5,1922,1.22,1.225,-,,-,1.42,-,-17.34,-
0.054,0.009,0.016,0.015,ADY,Admiralty Res,0.015,,30214,0.015,0.016,-,,-,-,-,-2.73,-
0.125,0.029,-,-,AVD,Advance Energy,0.072,,-,0.055,0.07,-,,-,0.04,-,-1.06,-
1.305,0.50,0.595,0.58,AED,AED Oil Ltd,0.585,,1027,0.585,0.595,-,,-,-,-,-66.9,-
0.24,0.011,0.12,0.115,AFR,African Energy Res cdi,0.115,-0.5,150,0.12,0.13,-,,-,-,-,-1.5,-
0.23,0.14,-,-,ALG,Alamar Res Ltd,0.19,,-,0.18,0.20,-,,-,-,-,-1.12,-
0.25,0.032,0.19,0.19,AUQ,Alara Res Ltd,0.19,,727,0.19,0.195,-,,-,-,-,-11.01,-
1.27,0.04,0.775,0.665,ALY,Alchemy Resource,0.665,-7,8157,0.665,0.67,-,,-,-,-,-3.27,-
0.96,0.001,0.50,0.45,ALYO,  opt aug10,0.46,-3,730,0.40,0.46,-,,-,-,-,-,-
0.06,0.04,0.041,0.04,AYN,Alcyone Res Ltd,0.04,,15359,0.039,0.041,-,,-,-,-,-8.29,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,0.002,-,-,,-,-,-,-,-
0.49,0.125,0.34,0.33,ALK,Alkane Res Ltd,0.335,0.5,1885,0.325,0.34,-,,-,-,-,-0.25,-
