ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4577.6 at 16:40 3/9/2010  Report at 19:05 Friday 3/9/2010. Processed 17:34 Sunday 5/9/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.12,0.17,0.16,TDO,3D Oil Ltd,0.16,,1400,0.155,0.17,-,,-,-,-,-0.27,-
0.049,0.016,-,-,DDD,3D Res Ltd,0.035,,-,0.035,0.036,-,,-,-,-,-1.9,-
0.109,0.044,0.052,0.051,AAO,A'asia Cons Ltd,0.051,-0.1,2406,0.052,0.074,-,,-,-,-,-1.28,-
0.02,0.011,0.011,0.011,AAOO,  opt apr13,0.011,-0.5,831,0.011,0.051,-,,-,-,-,-,-
0.67,0.21,0.24,0.24,ARH,A'asian Resour,0.24,,225,0.235,0.24,-,,-,-,-,-1.4,-
0.42,0.105,0.14,0.13,AAM,A1 Min Ltd,0.14,,7740,0.135,0.14,-,,-,-,-,-3.56,-
0.07,0.016,0.04,0.035,ABU,ABM Res NL,0.039,0.5,733806,0.039,0.04,-,,-,-,-,-4.09,-
0.25,0.086,0.135,0.135,AII,Abra Min Ltd,0.135,,114,0.125,0.135,-,,-,-,-,-1.98,-
0.60,0.28,0.34,0.33,ACB,A-Cap Res,0.335,,1741,0.33,0.335,-,,-,0.14,-,-0.91,-
0.25,0.13,-,-,ACS,Accent Res NL,0.245,,-,0.225,0.24,-,,-,-,-,-1.53,-
0.029,0.004,0.018,0.017,AEX,Acclaim Explore,0.018,0.1,18934,0.018,0.019,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.02,-,,-,-,-,-,-
0.14,0.05,0.065,0.065,AIV,Activex Ltd,0.065,0.2,100,0.065,0.076,-,,-,-,-,-1.49,-
0.65,0.347,-,-,ADU,Adamus Res,0.645,,-,0.645,0.645,-,,-,-,-,-28.16,-
0.062,0.023,-,-,ADD,Adavale Resource,0.025,,-,0.025,0.027,-,,-,0.02,-,-0.96,-
0.215,0.08,0.087,0.087,ADE,Adelaide Energy,0.087,,2185,0.087,0.09,-,,-,-,-,0.97,9.0
0.395,0.125,0.16,0.16,ADN,Adelaide Res,0.16,,150,0.16,0.175,-,,-,-,-,-0.56,-
1.65,0.62,0.99,0.95,ABY,Aditya Birla,0.99,2.5,6806,0.95,0.99,-,,-,1.51,-,19.61,5.0
0.025,0.005,0.009,0.008,ADY,Admiralty Res,0.008,,236347,0.007,0.008,-,,-,-,-,0.09,8.9
0.125,0.007,0.01,0.01,AVD,Advance Energy,0.01,,290,0.01,0.014,-,,-,-,-,-3.1,-
0.265,0.081,0.125,0.12,ADX,ADX Energy Ltd,0.12,0.5,7763,0.12,0.125,-,,-,-,-,-0.89,-
0.09,0.02,-,-,ADXO,  opt mar11,0.021,,-,0.017,0.039,-,,-,-,-,-,-
0.73,0.435,0.55,0.535,AED,AED Oil Ltd,0.54,,5594,0.535,0.56,-,,-,1.03,-,-48.17,-
0.24,0.063,0.08,0.08,AFR,African Energy Res cdi,0.08,,743,0.082,0.085,-,,-,-,-,-1.13,-
0.027,0.009,-,-,AAE,Agri Energy Ltd,0.011,,-,0.01,0.011,-,,-,-,-,15.8,0.1
0.245,0.15,-,-,ALG,Alamar Res Ltd,0.19,,-,0.19,0.215,-,,-,-,-,-1.34,-
0.04,0.03,-,-,ALGO,  opt mar13,0.04,,-,0.028,0.08,-,,-,-,-,-,-
0.25,0.057,0.091,0.091,AUQ,Alara Res Ltd,0.091,,17,0.091,0.105,-,,-,-,-,-1.9,-
1.27,0.22,0.395,0.39,ALY,Alchemy Resource,0.395,0.5,8204,0.39,0.40,-,,-,-,-,-3.2,-
0.06,0.02,0.023,0.022,AYN,Alcyone Res Ltd,0.023,0.1,48971,0.022,0.023,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,0.001,-,-,,-,-,-,-,-
0.59,0.23,0.59,0.50,ALK,Alkane Res Ltd,0.59,9,44819,0.575,0.59,-,,-,-,-,0.93,63.4
0.865,0.28,0.33,0.305,AGS,Alliance Res,0.315,1,3471,0.305,0.315,-,,-,-,-,-1.97,-
0.545,0.25,0.44,0.39,ALD,Allied Gold Ltd,0.425,5,18725,0.415,0.425,-,,-,0.33,-,1.31,32.4
0.042,0.018,-,-,AYR,Alloy Res,0.018,,-,0.018,0.025,-,,-,-,-,-0.62,-
0.29,0.089,0.175,0.155,AOH,Altona Min Ltd,0.17,2,18209,0.165,0.17,-,,-,-,-,-1.09,-
0.359,0.115,0.165,0.15,AJM,Altura Min Ltd,0.165,1,3515,0.16,0.17,-,,-,-,-,-5.11,-
0.03,0.03,0.03,0.03,AJMOA,  opt aug11,0.03,,750,0.034,0.04,-,,-,-,-,-,-
2.06,1.45,1.82,1.755,AWC,Alumina Ltd,1.815,4,486747,1.81,1.815,4.23,f,0.14,1.22,2.33,0.59,307.6
0.335,0.175,0.235,0.225,AMU,Amadeus Energy,0.23,0.5,4138,0.225,0.23,-,,-,0.34,-,-10.17,-
0.25,0.115,-,-,AXZ,Amex Res,0.12,,-,0.14,0.16,-,,-,-,-,-2.13,-
