ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5043.8 at 2013-03-14T16:42:36. Report at Thursday, March 14, 2013. Processed Friday at 2013-03-15T13:15:11+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,-,-,TDO,3D Oil,.094,-,-,.08,.09,-,,-,-,-,-3.38,-,,
.045,.023,-,-,DDD,3D Res,.037,-,-,.035,.036,-,,-,-,-,-.34,-,,
.195,.05,.055,.053,ARH,A'asian Resources,.053,-.2,3100,.051,.06,-,,-,-,-,-1.26,-,,
.30,.20,-,-,AYC,A1 Gold,.22,-,-,.18,.21,-,,-,-,-,-.47,-,,
.065,.035,.043,.041,ABU,ABM Res,.043,+.3,106871,.042,.043,-,,-,-,-,-.43,-,,
.054,.013,.016,.016,AJC,Acacia Coal,.016,-,14441,.016,.017,-,,-,-,-,-.29,-,,
.275,.10,.13,.13,ACB,A-Cap Res,.13,+1,108,.12,.13,-,,-,-,-,-2.00,-,,
.335,.18,-,-,ACS,Accent Res,.18,-,-,.18,.19,-,,-,-,-,-.91,-,,
.025,.011,-,-,AIV,ActiveX,.014,-,-,.014,.015,-,,-,-,-,-.48,-,,
.021,.012,-,-,ADD,Adavale Resources,.015,-,-,.015,.017,-,,-,-,-,-.58,-,,
.115,.035,.043,.04,ADN,Adelaide Res,.04,-.3,1756,.04,.042,-,,-,-,-,-3.84,-,,
.80,.385,.48,.455,ABY,Aditya Birla,.46,-2,4407,.455,.475,5.00,,.27,1.61,10.87,1.34,34.3,,
.052,.031,.033,.033,ADY,Admiralty Res,.033,-.1,285,.033,.035,-,,-,-,-,-2.52,-,,
.007,.001,.001,.001,AVD,Advance Energy,.001,-,433,.001,.002,-,,-,-,-,-.60,-,,
.099,.014,.02,.019,ADX,ADX Energy,.02,+.2,3100,.019,.02,-,,-,-,-,-3.10,-,,
.335,.06,.29,.27,AQR,AEON Metals,.28,+2,5441,.27,.28,-,,-,-,-,-1.36,-,,
.315,.095,.13,.125,AFR,African Energy Res cdi,.13,-,3195,.125,.13,-,,-,-,-,-2.89,-,,
.48,.12,.13,.12,AGR,Aguia Res,.12,-1,140,.12,.15,-,,-,-,-,-11.68,-,,
8.49,3.10,3.50,3.40,AQG,Alacer Gold cdi,3.46,-14,5283,3.44,3.46,-,,-,-,-,69.16,5.0,,
.42,.11,.135,.135,AUQ,Alara Res,.135,-.5,8,.135,.145,-,,-,-,-,-1.50,-,,
.175,.07,.115,.11,ALY,Alchemy Resources,.115,-.5,1235,.105,.115,-,,-,-,-,-.39,-,,
.081,.023,-,-,AYN,Alcyone Res,.026,-,-,-,-,-,,-,-,-,-.24,-,,
.03,.007,-,-,AYNO,  opt may15,.01,-,-,-,-,-,,-,-,-,-,-,,
.26,.20,-,-,AQI,Alicanto Min,.21,-,-,.20,.23,-,,-,-,-,-1.50,-,,
1.615,.55,.575,.55,ALK,Alkane Res,.55,-1.5,7948,.55,.57,-,,-,-,-,-.52,-,,
.19,.05,.05,.05,AHQ,Allegiance Coal,.05,-.5,500,.05,.055,-,,-,-,-,-.29,-,,
.025,.005,-,-,AHQO,  opt mar14,.005,-,-,.003,.01,-,,-,-,-,-,-,,
