ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4900.1 at 16:35 13/1/2010  Report at 19:05 Wednesday 13/1/2010. Processed 19:52 Wednesday 13/1/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.36,0.33,TDO,3D Oil Ltd,0.355,1.5,1370,0.35,0.36,-,,-,-,-,-0.46,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.022,,-,0.02,0.025,-,,-,-,-,-4.66,-
0.12,0.018,-,-,AAO,A'asia Gold,0.075,,-,0.067,0.075,-,,-,-,-,-5.03,-
0.70,0.29,0.51,0.50,ARH,A'asian Resour,0.51,,840,0.50,0.515,-,,-,-,-,-2.85,-
0.42,0.076,0.365,0.35,AAM,A1 Min Ltd,0.36,-0.5,4037,0.36,0.365,-,,-,-,-,-3.99,-
0.07,0.006,0.037,0.036,ABU,ABM Res NL,0.036,,13980,0.036,0.037,-,,-,-,-,-0.65,-
0.25,0.13,0.19,0.18,AII,Abra Min Ltd,0.18,-2,300,0.18,0.20,-,,-,-,-,-1.39,-
0.60,0.105,0.38,0.365,ACB,A-Cap Res,0.38,1.5,672,0.365,0.38,-,,-,-,-,-2.93,-
0.27,0.055,0.21,0.205,ACS,Accent Res NL,0.21,,1456,0.205,0.21,-,,-,-,-,-1.37,-
0.008,0.003,0.006,0.005,AEX,Acclaim Explore,0.005,,11667,0.005,0.006,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.12,0.032,-,-,AIV,Activex Ltd,0.091,,-,0.091,0.093,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.025,,-,0.023,0.035,-,,-,-,-,-,-
0.53,0.165,0.475,0.46,ADU,Adamus Res,0.46,-2,2295,0.46,0.47,-,,-,-,-,-10.25,-
0.065,0.014,0.039,0.036,ADD,Adavale Resource,0.036,-0.3,3039,0.037,0.04,-,,-,0.03,-,-0.3,-
0.16,0.037,0.14,0.135,ADE,Adelaide Energy,0.14,,1627,0.135,0.14,-,,-,-,-,1.39,10.1
0.395,0.046,0.26,0.245,ADN,Adelaide Res,0.245,-1.5,4394,0.24,0.245,-,,-,-,-,4.86,5.0
0.185,0.045,-,-,ADI,Adelphi Energy,0.17,,-,0.16,0.175,-,,-,-,-,-5.87,-
1.65,0.096,1.385,1.33,ABY,Aditya Birla,1.36,-3.5,3955,1.345,1.36,-,,-,1.42,-,-17.34,-
0.037,0.011,0.018,0.017,ADY,Admiralty Res,0.017,-0.1,50180,0.017,0.018,-,,-,-,-,-2.73,-
0.125,0.029,-,-,AVD,Advance Energy,0.06,,-,0.057,0.065,-,,-,0.04,-,-1.06,-
1.24,0.50,0.69,0.66,AED,AED Oil Ltd,0.68,-1.5,3552,0.68,0.695,-,,-,-,-,-66.9,-
0.24,0.018,0.135,0.125,AFR,African Energy Res cdi,0.125,-1.5,1730,0.13,0.14,-,,-,-,-,-1.5,-
0.23,0.14,-,-,ALG,Alamar Res Ltd,0.185,,-,0.185,0.24,-,,-,-,-,-1.12,-
0.25,0.035,0.145,0.145,AUQ,Alara Res Ltd,0.145,,748,0.15,0.16,-,,-,-,-,-11.01,-
1.27,0.04,0.72,0.705,ALY,Alchemy Resource,0.72,,892,0.71,0.72,-,,-,-,-,-3.27,-
0.96,0.001,-,-,ALYO,  opt aug10,0.47,,-,0.42,0.50,-,,-,-,-,-,-
0.06,0.037,0.038,0.037,AYN,Alcyone Res Ltd,0.037,-0.3,17482,0.036,0.037,-,,-,-,-,-8.29,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,0.001,-,-,,-,-,-,-,-
0.49,0.155,0.375,0.365,ALK,Alkane Res Ltd,0.375,,1700,0.375,0.38,-,,-,-,-,-0.25,-
0.98,0.363,0.63,0.605,AGS,Alliance Res,0.625,1.5,2432,0.625,0.635,-,,-,-,-,-8.3,-
0.57,0.29,0.32,0.295,ALD,Allied Gold Ltd,0.30,-2,22509,0.295,0.30,-,,-,0.29,-,-1.92,-
0.045,0.011,0.035,0.035,AYR,Alloy Res,0.035,,1000,0.031,0.035,-,,-,-,-,-0.82,-
0.37,0.065,0.28,0.26,AJM,Altura Min Ltd,0.26,-2,136,0.26,0.28,-,,-,-,-,-4.6,-
0.08,0.01,-,-,AJMO,  opt may10,0.04,,-,0.03,0.06,-,,-,-,-,-,-
2.06,0.683,1.915,1.865,AWC,Alumina Ltd,1.90,-6,171081,1.89,1.90,-,,-,1.30,-,9.42,20.2
0.43,0.205,0.265,0.265,AMU,Amadeus Energy,0.265,-0.5,2301,0.265,0.27,-,,-,0.48,-,3.5,7.6
0.25,0.08,0.17,0.17,AXZ,Amex Res,0.17,-3,1000,0.17,0.20,-,,-,-,-,-5.32,-
0.69,0.068,0.67,0.645,AMX,Ampella Min,0.645,-2.5,3595,0.64,0.65,-,,-,-,-,-6.37,-
0.50,0.03,0.47,0.47,AMXO,  opt jul10,0.47,,639,0.445,0.47,-,,-,-,-,-,-
0.193,0.032,0.18,0.175,AHR,Anchor Res,0.175,-0.5,976,0.175,0.18,-,,-,-,-,-1.57,-
0.03,0.001,-,-,AHRO,  opt mar10,0.007,,-,0.002,0.01,-,,-,-,-,-,-
2.72,0.78,2.69,2.57,AND,Andean Res Ltd,2.66,1,2706,2.64,2.69,-,,-,-,-,-1.8,-
1.50,0.97,-,-,ATM,Aneka Tambang cdi 1:5,1.06,,-,1.15,-,2.94,,0.12,-,2.77,0.36,294.4
0.044,0.02,0.03,0.029,AAR,Anglo Aust,0.029,-0.3,4134,0.029,0.033,-,,-,-,-,-0.16,-
3.50,2.581,-,-,AGP,Anglo Pacific Grp,2.75,,-,2.75,-,15.87,,2.85,-,5.77,45.18,6.1
11.50,7.00,9.30,9.00,AGG,Anglogold Ashanti cdi 5:1,9.30,-50,91,9.00,9.95,3.33,,-,-,0.36,-71.44,-
0.77,0.035,0.71,0.67,AZZ,Antares Energy,0.69,-2.5,8395,0.69,0.70,-,,-,-,-,0.26,265.4
3.68,1.19,3.59,3.47,AVM,Anvil Min cdi,3.50,-17,242,3.37,3.50,-,,-,-,-,-370.7,-
0.115,0.04,-,-,AAL,Apac Coal,0.045,,-,0.045,0.059,-,,-,-,-,-0.75,-
0.361,0.029,0.04,0.038,AXM,Apex Min NL,0.039,-0.1,74245,0.038,0.039,-,,-,-,-,-31.41,-
0.025,0.01,0.012,0.011,AXMO,  opt nov12,0.012,,15576,0.011,0.012,-,,-,-,-,-,-
0.76,0.35,0.68,0.615,AZO,Apollo Gas Ltd,0.63,-5,3306,0.625,0.63,-,,-,-,-,-,-
0.40,0.135,0.215,0.205,AON,Apollo Min Ltd,0.215,1,1250,0.21,0.215,-,,-,-,-,-8.92,-
7.95,3.002,7.50,7.37,AQP,Aquarius Platinum,7.45,-19,10193,7.41,7.45,-,,-,-,-,-16.39,-
11.38,1.727,11.09,10.85,AQA,Aquila Res,11.00,-13,3871,10.99,11.00,-,,-,-,-,-10.5,-
1.285,0.245,0.885,0.865,ARU,Arafura Resource,0.88,-0.5,3742,0.88,0.885,-,,-,-,-,-7.7,-
