ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4679.5 at 16:38 13/5/2010  Report at 19:05 Thursday 13/5/2010. Processed 20:05 Thursday 13/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.086,0.18,0.17,TDO,3D Oil Ltd,0.17,-1,90,0.175,0.18,-,,-,-,-,-0.27,-
0.026,0.009,0.021,0.021,DDD,3D Res Ltd,0.021,0.1,3500,0.02,0.022,-,,-,-,-,-1.9,-
0.109,0.024,0.064,0.064,AAO,A'asia Gold,0.064,0.4,146,0.064,0.072,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.02,,-,0.016,0.02,-,,-,-,-,-,-
0.70,0.33,0.35,0.33,ARH,A'asian Resour,0.34,1,335,0.34,0.35,-,,-,-,-,-1.4,-
0.42,0.13,0.225,0.215,AAM,A1 Min Ltd,0.22,1,10641,0.215,0.22,-,,-,-,-,-3.56,-
0.07,0.012,0.028,0.023,ABU,ABM Res NL,0.023,-0.1,459320,0.023,0.024,-,,-,-,-,-4.09,-
0.25,0.11,-,-,AII,Abra Min Ltd,0.11,,-,0.12,0.185,-,,-,-,-,-1.94,-
0.60,0.30,0.35,0.34,ACB,A-Cap Res,0.345,0.5,1795,0.345,0.35,-,,-,0.14,-,-0.91,-
0.27,0.10,0.18,0.18,ACS,Accent Res NL,0.18,0.5,495,0.18,0.19,-,,-,-,-,-1.53,-
0.029,0.004,0.017,0.017,AEX,Acclaim Explore,0.017,,10350,0.016,0.018,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,0.02,-,,-,-,-,-,-
-,-,-,-,AEXO,  opt jun10,-,,-,-,0.001,-,,-,-,-,-,-
0.14,0.05,-,-,AIV,Activex Ltd,0.10,,-,0.10,0.11,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,0.015,0.032,-,,-,-,-,-,-
0.53,0.303,0.53,0.485,ADU,Adamus Res,0.505,3.5,38265,0.505,0.515,-,,-,-,-,-12.87,-
0.065,0.019,-,-,ADD,Adavale Resource,0.031,,-,0.032,0.037,-,,-,0.02,-,-0.96,-
0.215,0.105,0.16,0.15,ADE,Adelaide Energy,0.15,,1757,0.15,0.155,-,,-,-,-,0.97,15.5
-,-,-,-,ADEN,  def,-,,-,-,-,-,,-,-,-,-,-
0.395,0.068,0.175,0.17,ADN,Adelaide Res,0.175,1,692,0.17,0.175,-,,-,-,-,-0.56,-
0.385,0.058,0.28,0.27,ADI,Adelphi Energy,0.28,2,14794,0.275,0.285,-,,-,-,-,-4.27,-
1.65,0.485,0.97,0.94,ABY,Aditya Birla,0.96,3,4399,0.96,0.965,-,,-,1.51,-,19.61,4.9
0.033,0.009,0.011,0.01,ADY,Admiralty Res,0.01,,192382,0.009,0.011,-,,-,-,-,0.09,11.1
0.125,0.036,-,-,AVD,Advance Energy,0.037,,-,0.02,0.03,-,,-,-,-,-3.1,-
1.04,0.50,0.61,0.56,AED,AED Oil Ltd,0.57,1,4691,0.57,0.595,-,,-,1.03,-,-48.17,-
0.24,0.05,0.085,0.085,AFR,African Energy Res cdi,0.085,0.6,640,0.085,0.089,-,,-,-,-,-1.13,-
0.027,0.009,-,-,AAE,Agri Energy Ltd,0.011,,-,0.011,0.012,-,,-,-,-,15.8,0.1
0.245,0.14,0.19,0.19,ALG,Alamar Res Ltd,0.19,1,300,0.18,0.21,-,,-,-,-,-1.34,-
-,-,-,-,ALGO,  opt mar13,-,,-,0.022,0.08,-,,-,-,-,-,-
0.25,0.048,0.10,0.10,AUQ,Alara Res Ltd,0.10,,120,0.094,0.11,-,,-,-,-,-1.9,-
1.27,0.069,0.57,0.525,ALY,Alchemy Resource,0.55,3,9620,0.545,0.55,-,,-,-,-,-3.2,-
0.96,0.002,0.315,0.29,ALYO,  opt aug10,0.30,8,472,0.30,0.31,-,,-,-,-,-,-
0.06,0.023,0.029,0.026,AYN,Alcyone Res Ltd,0.029,0.4,30800,0.027,0.029,-,,-,-,-,-6.05,-
