ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4887.9 at 16:40 23/3/2010  Report at 19:06 Tuesday 23/3/2010. Processed 19:22 Tuesday 23/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.25,0.25,TDO,3D Oil Ltd,0.25,,120,0.245,0.25,-,,-,-,-,-0.27,-
0.026,0.007,0.02,0.02,DDD,3D Res Ltd,0.02,,76,0.019,0.022,-,,-,-,-,-1.9,-
0.109,0.023,-,-,AAO,A'asia Gold,0.065,,-,0.055,0.08,-,,-,-,-,-1.28,-
0.70,0.295,0.46,0.45,ARH,A'asian Resour,0.46,0.5,515,0.45,0.465,-,,-,-,-,-1.4,-
0.42,0.11,0.27,0.255,AAM,A1 Min Ltd,0.255,-1,9711,0.255,0.26,-,,-,-,-,-3.56,-
0.07,0.006,0.025,0.024,ABU,ABM Res NL,0.024,-0.2,95727,0.024,0.025,-,,-,-,-,-4.09,-
0.25,0.15,-,-,AII,Abra Min Ltd,0.165,,-,0.13,0.15,-,,-,-,-,-1.39,-
0.60,0.15,0.47,0.44,ACB,A-Cap Res,0.45,1.5,9777,0.44,0.45,-,,-,0.14,-,-0.91,-
0.27,0.075,0.21,0.205,ACS,Accent Res NL,0.21,0.5,4187,0.21,0.215,-,,-,-,-,-1.53,-
0.029,0.003,0.02,0.02,AEX,Acclaim Explore,0.02,,12388,0.02,0.021,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.025,-,,-,-,-,-,-
0.12,0.046,0.086,0.086,AIV,Activex Ltd,0.086,,400,0.082,0.092,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.012,,-,0.012,0.04,-,,-,-,-,-,-
0.517,0.303,0.435,0.42,ADU,Adamus Res,0.42,-1,2688,0.41,0.425,-,,-,-,-,-12.87,-
-,-,-,-,ADUR,  rts06aprd,-,,-,0.027,0.035,-,,-,-,-,-,-
0.065,0.016,0.031,0.03,ADD,Adavale Resource,0.031,0.2,5767,0.03,0.034,-,,-,0.02,-,-0.96,-
0.16,0.056,0.16,0.15,ADE,Adelaide Energy,0.16,0.5,5258,0.155,0.16,-,,-,-,-,0.97,16.5
0.395,0.049,0.20,0.20,ADN,Adelaide Res,0.20,,655,0.20,0.205,-,,-,-,-,-0.56,-
0.385,0.045,0.265,0.255,ADI,Adelphi Energy,0.265,,1774,0.26,0.265,-,,-,-,-,-4.27,-
1.65,0.13,1.005,0.98,ABY,Aditya Birla,1.005,3,2122,0.985,1.01,-,,-,1.42,-,-17.34,-
0.037,0.009,0.011,0.01,ADY,Admiralty Res,0.011,,41308,0.01,0.011,-,,-,-,-,0.09,12.2
0.125,0.03,-,-,AVD,Advance Energy,0.05,,-,0.036,0.05,-,,-,-,-,-3.1,-
1.24,0.50,0.665,0.64,AED,AED Oil Ltd,0.65,2.5,6552,0.645,0.65,-,,-,1.03,-,-48.17,-
0.24,0.021,0.086,0.085,AFR,African Energy Res cdi,0.086,0.2,1577,0.086,0.092,-,,-,-,-,-1.13,-
0.027,0.009,-,-,AAE,Agri Energy Ltd,0.01,,-,0.01,0.011,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.165,,-,0.165,0.18,-,,-,-,-,-1.34,-
-,-,-,-,ALGO,  opt mar13,-,,-,0.015,0.08,-,,-,-,-,-,-
0.25,0.035,0.11,0.11,AUQ,Alara Res Ltd,0.11,-2.5,16,0.11,0.135,-,,-,-,-,-1.9,-
1.27,0.042,-,-,ALY,Alchemy Resource,0.73,,-,0.74,0.72,-,,-,-,-,-3.2,-
0.96,0.002,-,-,ALYO,  opt aug10,0.48,,-,0.45,0.49,-,,-,-,-,-,-
0.06,0.029,0.034,0.033,AYN,Alcyone Res Ltd,0.034,0.1,14250,0.033,0.034,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.225,0.31,0.305,ALK,Alkane Res Ltd,0.31,1,685,0.305,0.31,-,,-,-,-,-0.25,-
0.98,0.44,0.455,0.44,AGS,Alliance Res,0.445,,4716,0.44,0.455,-,,-,-,-,-1.97,-
0.55,0.25,0.33,0.32,ALD,Allied Gold Ltd,0.33,1.5,6456,0.32,0.33,-,,-,0.26,-,-3.42,-
0.042,0.013,-,-,AYR,Alloy Res,0.027,,-,0.025,0.027,-,,-,-,-,-0.62,-
0.37,0.067,0.215,0.205,AJM,Altura Min Ltd,0.205,-0.5,570,0.205,0.22,-,,-,-,-,-5.11,-
0.08,0.005,-,-,AJMO,  opt may10,0.01,,-,0.008,0.01,-,,-,-,-,-,-
2.06,1.046,1.735,1.70,AWC,Alumina Ltd,1.71,1.5,151480,1.705,1.715,2,f,-,1.21,1.17,-1.2,-
0.43,0.205,0.215,0.21,AMU,Amadeus Energy,0.21,-0.5,6473,0.205,0.21,-,,-,0.34,-,-10.17,-
0.25,0.085,0.15,0.145,AXZ,Amex Res,0.15,,313,0.12,0.16,-,,-,-,-,-2.85,-
1.39,0.15,1.35,1.23,AMX,Ampella Min,1.28,-2,35103,1.21,1.28,-,,-,-,-,-7,-
1.15,0.04,1.15,1.08,AMXO,  opt jul10,1.08,-7,160,1.05,1.10,-,,-,-,-,-,-
0.28,0.032,0.25,0.235,AHR,Anchor Res,0.25,,1358,0.235,0.25,-,,-,-,-,-2.05,-
0.03,0.001,0.003,0.003,AHRO,  opt mar10,0.003,-0.1,2000,-,0.003,-,,-,-,-,-,-
2.90,1.31,2.70,2.65,AND,Andean Res Ltd,2.70,,1988,2.69,2.70,-,,-,-,-,-4.64,-
1.14,0.97,-,-,ATM,Aneka Tambang cdi  1:5,1.14,,-,-,1.30,2.94,,0.24,0.10,2.58,0.7,162.9
0.044,0.021,0.027,0.026,AAR,Anglo Aust,0.027,,2420,0.025,0.027,-,,-,-,-,-0.14,-
3.50,2.581,-,-,AGP,Anglo Pacific Grp,2.91,,-,2.91,-,15.87,,2.17,-,5.45,34.4,8.5
11.00,7.65,8.40,8.13,AGG,Anglogold Ashanti  5:1,8.40,17,4,8.15,8.40,3.87,,-,-,0.46,-71.44,-
0.885,0.04,0.885,0.78,AZZ,Antares Energy,0.88,5.5,32053,0.88,0.885,-,,-,-,-,0.26,338.5
4.43,1.24,4.24,4.19,AVM,Anvil Min cdi,4.19,-7,77,4.10,4.38,-,,-,-,-,-370.7,-
0.115,0.036,-,-,AAL,Apac Coal,0.045,,-,0.035,0.045,-,,-,-,-,1.53,2.9
0.276,0.022,0.028,0.027,AXM,Apex Min NL,0.027,-0.1,157909,0.027,0.028,-,,-,-,-,-26.39,-
0.025,0.007,0.009,0.008,AXMO,  opt nov12,0.008,,13295,0.008,0.009,-,,-,-,-,-,-
0.76,0.35,0.535,0.445,AZO,Apollo Gas Ltd,0.515,6.5,7017,0.48,0.52,-,,-,-,-,-,-
0.40,0.135,0.175,0.175,AON,Apollo Min Ltd,0.175,1,650,0.175,0.185,-,,-,-,-,-6.59,-
0.012,0.012,-,-,AONO,  opt nov11,0.012,,-,0.016,0.03,-,,-,-,-,-,-
7.95,3.469,6.90,6.65,AQP,Aquarius Platinum,6.85,,19176,6.80,6.90,2.26,,9.20,-,0.33,20.79,32.9
11.38,2.345,10.81,10.62,AQA,Aquila Res,10.65,-16,5716,10.63,10.72,-,,-,-,-,-14.8,-
1.285,0.30,0.61,0.60,ARU,Arafura Resource,0.605,-0.5,2354,0.60,0.61,-,,-,-,-,-5.1,-
-,-,-,-,ARUN,  def,-,,-,-,-,-,,-,-,-,-,-
0.27,0.072,0.13,0.13,AAG,Aragon Res,0.13,,1500,0.13,0.135,-,,-,-,-,-3.87,-
0.05,0.002,-,-,AAGO,  opt sep10,0.015,,-,0.005,0.015,-,,-,-,-,-,-
0.065,0.009,0.048,0.043,ARX,ARC Explore Ltd,0.043,-0.2,9150,0.043,0.048,-,,-,-,-,16.13,0.3
0.016,0.001,0.003,0.003,ARXO,  opt jun12,0.003,-0.1,3000,0.003,0.01,-,,-,-,-,-,-
0.026,0.009,0.015,0.015,ARXOA,  opt jan11,0.015,,178,0.01,0.015,-,,-,-,-,-,-
0.21,0.052,-,-,AXE,Archer Explore,0.155,,-,0.155,0.18,-,,-,-,-,-1.93,-
0.23,0.046,0.215,0.195,ARD,Argent Min,0.205,-2.5,3620,0.195,0.205,-,,-,-,-,-3.42,-
0.06,0.01,0.05,0.04,ARDO,  opt jun11,0.04,0.5,3250,0.035,0.049,-,,-,-,-,-,-
0.115,0.03,0.068,0.065,AXT,Argo Explore,0.068,0.3,3360,0.068,0.07,-,,-,-,-,0.76,8.9
0.105,0.048,0.077,0.077,ARE,Argonaut Res,0.077,0.2,600,0.077,0.082,-,,-,-,-,0.61,12.6
0.13,0.031,-,-,AGY,Argosy Min cdi,0.045,,-,0.045,0.05,-,,-,-,-,-1.41,-
5.31,2.62,5.09,4.99,AOE,Arrow Energy,4.99,-11,310157,4.99,5.00,-,,-,2.13,-,15.38,32.4
0.199,0.029,0.069,0.068,ARV,Artemis Res,0.068,-0.1,365,0.068,0.071,-,,-,-,-,0.31,21.9
0.058,0.019,0.032,0.032,ARVOB,  opt jun11,0.032,-0.3,390,0.032,0.033,-,,-,-,-,-,-
0.099,0.004,0.023,0.022,ATN,Ashburton Min,0.022,0.1,18413,0.021,0.022,-,,-,-,-,-0.83,-
-,-,-,-,ATNNA,  def x opt,-,,-,-,-,-,,-,-,-,-,-
0.115,0.012,0.115,0.105,AKM,Aspire Min Ltd,0.11,,9234,0.11,0.115,-,,-,-,-,-7.45,-
0.016,0.002,0.014,0.012,ARO,Astro Res NL,0.014,0.3,1256327,0.013,0.014,-,,-,-,-,-0.2,-
0.006,0.001,0.005,0.005,AROOB,  opt nov12,0.005,,57630,0.005,0.006,-,,-,-,-,-,-
