ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4781.0 at 2013-07-04T16:45:05. Report at Thursday, July 4, 2013. Processed Friday at 2013-07-05T01:00:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,-,-,TDO,3D Oil,.09,-,-,.09,.10,-,,-,-,-,-3.61,-,,
.045,.014,-,-,DDD,3D Res,.03,-,-,.015,.029,-,,-,-,-,-.10,-,,
.14,.021,-,-,ARH,A'asian Resources,.029,-,-,.032,.04,-,,-,-,-,-2.33,-,,
.30,.125,-,-,AYC,A1 Gold,.14,-,-,.15,.16,-,,-,-,-,-.47,-,,
.065,.021,.029,.026,ABU,ABM Res,.029,+.2,20183,.028,.029,-,,-,-,-,-.43,-,,
.03,.007,-,-,AJC,Acacia Coal,.008,-,-,.008,.009,-,,-,-,-,-.42,-,,
.175,.045,.045,.045,ACB,A-Cap Res,.045,-,49,.045,.048,-,,-,-,-,-1.08,-,,
.335,.15,-,-,ACS,Accent Res,.20,-,-,.20,.25,-,,-,-,-,-.86,-,,
.022,.010,.017,.017,AIV,ActiveX,.017,-,1117,.017,.02,-,,-,-,-,-.48,-,,
.021,.002,-,-,ADD,Adavale Resources,.002,-,-,.002,.004,-,,-,-,-,-1.58,-,,
.25,.035,.099,.095,ADN,Adelaide Res,.099,+.4,755,.095,.099,-,,-,-,-,-3.84,-,,
.60,.335,.395,.38,ABY,Aditya Birla,.38,-.5,959,.38,.39,5.00,,-,1.63,13.16,-2.66,-,,
.052,.018,.019,.019,ADY,Admiralty Res,.019,+.1,9035,.019,.02,-,,-,-,-,-2.52,-,,
.007,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.30,-,,
.04,.012,.013,.013,ADX,ADX Energy,.013,-,400,.013,.014,-,,-,-,-,-3.10,-,,
.335,.06,.22,.20,AQR,AEON Metals,.21,+1,1324,.20,.21,-,,-,-,-,-.13,-,,
.21,.063,.078,.069,AFR,African Energy Res cdi,.078,+.9,421,.073,.083,-,,-,-,-,-3.36,-,,
.215,.045,.051,.047,AGR,Aguia Res,.051,+.6,1200,.051,.054,-,,-,-,-,-11.68,-,,
6.860,1.94,2.71,2.57,AQG,Alacer Gold cdi,2.60,+15,4128,2.59,2.61,-,,-,-,-,-130.01,-,,
.335,.04,.043,.042,AUQ,Alara Res,.042,-.1,7950,.042,.044,-,,-,-,-,-2.58,-,,
.16,.028,-,-,ALY,Alchemy Resources,.039,-,-,.036,.037,-,,-,-,-,-.39,-,,
.018,.004,.005,.005,AWD,Aleator Energy,.005,-,46500,.005,.006,-,,-,-,-,-.32,-,,
.005,.001,-,-,AWDO,  opt jan15,.002,-,-,.001,.002,-,,-,-,-,-,-,,
.26,.15,-,-,AQI,Alicanto Min,.15,-,-,.10,.18,-,,-,-,-,-1.50,-,,
1.19,.245,.395,.37,ALK,Alkane Res,.375,+1.5,3072,.37,.375,-,,-,-,-,19.00,2.0,,
.095,.012,-,-,AHQ,Allegiance Coal,.012,-,-,.012,.014,-,,-,-,-,-.29,-,,
.02,.001,-,-,AHQO,  opt mar14,.001,-,-,-,.001,-,,-,-,-,-,-,,
.355,.093,.11,.105,AGS,Alliance Res,.105,-,3323,.105,.12,-,,-,-,-,-1.25,-,,
.125,.025,-,-,AGE,Alligator Energy,.033,-,-,.029,.033,-,,-,-,-,-.64,-,,
