ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4909.0 at 2011-01-25T16:38:48. Report at Tuesday, January 25, 2011. Processed Thursday at 2011-01-27T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.33,.14,.245,.24,TDO,3D Oil,.245,-,793,.23,.25,-,,-,-,-,-.42,-,,
.049,.018,-,-,DDD,3D Res,.045,-,-,.044,.047,-,,-,-,-,-1.15,-,,
.295,.044,.235,.23,AAO,A'asia Consolidated,.235,-,1854,.235,.24,-,,-,-,-,-.37,-,,
.16,.011,.12,.12,AAOO,  opt apr13,.12,-,94,.12,.135,-,,-,-,-,-,-,,
.63,.20,.485,.48,ARH,A'asian Resources,.485,+1,78,.475,.49,-,,-,-,-,-.09,-,,
.375,.093,.097,.093,AAM,A1 Minerals,.094,-.2,7270,.094,.095,-,,-,-,-,-3.50,-,,
.043,.016,.027,.024,ABU,ABM Res,.025,-.2,134924,.025,.026,-,,-,-,-,-2.62,-,,
.32,.086,-,-,AII,Abra Min,.32,-,-,.20,.30,-,,-,-,-,-1.98,-,,
.76,.28,.71,.685,ACB,A-Cap Res,.71,-,8216,.71,.735,-,,-,-,-,-1.05,-,,
.46,.13,.37,.345,ACS,Accent Res,.345,-1.5,439,.34,.345,-,,-,-,-,-1.06,-,,
.029,.004,.017,.016,AEX,Acclaim Explore,.017,+.1,30894,.016,.017,-,,-,-,-,-.21,-,,
.003,.003,-,-,AEXCD,  ctg,.003,-,-,-,.025,-,,-,-,-,-,-,,
.14,.05,.06,.06,AIV,Activex,.06,+.1,1000,.059,.062,-,,-,-,-,-1.13,-,,
.895,.344,.785,.715,ADU,Adamus Res,.775,+4,17978,.765,.775,-,,-,-,-,-28.16,-,,
.046,.015,.038,.034,ADD,Adavale Resources,.038,+.2,21473,.035,.038,-,,-,.02,-,-1.13,-,,
.197,.06,.11,.105,ADE,Adelaide Energy,.11,-,6091,.105,.11,-,,-,-,-,-1.14,-,,
.30,.125,.19,.18,ADN,Adelaide Res,.18,-1,1191,.18,.19,-,,-,-,-,-.63,-,,
1.42,.62,1.30,1.27,ABY,Aditya Birla,1.28,-1,1970,1.28,1.30,-,,-,1.61,-,18.71,6.8,,
.085,.023,.036,.034,ADY,Admiralty Res,.034,-.1,16292,.034,.035,-,,-,-,-,-.09,-,,
.06,.007,.011,.011,AVD,Advance Energy,.011,+.1,18908,.01,.011,-,,-,.03,-,-2.40,-,,
.003,.002,.003,.003,AVDOA,  opt aug12,.003,+.1,48290,.002,.003,-,,-,-,-,-,-,,
.265,.081,.105,.097,ADX,ADX Energy,.098,-.2,18217,.098,.10,-,,-,-,-,-.77,-,,
.09,.005,-,-,ADXO,  opt mar11,.006,-,-,.006,.01,-,,-,-,-,-,-,,
.70,.37,.44,.435,AED,AED Oil,.435,-.5,685,.435,.445,-,,-,-,-,-6.90,-,,
.785,.064,.745,.72,AFR,African Energy Res cdi,.72,-2,13086,.715,.735,-,,-,-,-,-.76,-,,
.45,.086,.375,.35,AKI,African Iron,.365,+1.5,27061,.365,.37,-,,-,-,-,2.26,16.2,,
.25,.015,.20,.19,AKIOA,  opt dec13,.20,-,937,.19,.20,-,,-,-,-,-,-,,
.033,.009,.016,.015,AAE,Agri Energy,.015,-.1,18675,.015,.016,-,,-,-,-,3.80,.4,,
.70,.15,.70,.67,AGR,Aguia Res,.67,+12,1142,.63,.67,-,,-,-,-,-4.62,-,,
.50,.15,.47,.47,ALG,Alamar Res,.47,-2,50,.40,.47,-,,-,-,-,-1.31,-,,
.21,.03,-,-,ALGO,  opt mar13,.11,-,-,.20,.27,-,,-,-,-,-,-,,
.51,.08,.425,.385,AUQ,Alara Res,.385,-2,1890,.385,.40,-,,-,-,-,-2.24,-,,
.30,.039,.145,.14,ALB,Albidon cdi,.145,-,3260,.135,.145,-,,-,-,-,-86.56,-,,
.875,.33,.57,.55,ALY,Alchemy Resources,.555,-2.5,3608,.55,.56,-,,-,-,-,-2.42,-,,
.056,.019,.041,.039,AYN,Alcyone Res,.04,-.2,69091,.039,.04,-,,-,-,-,1.29,3.1,,
.039,.021,-,-,AYNOB,  opt sep11,.039,-,-,-,.039,-,,-,-,-,-,-,,
1.25,.23,1.155,1.105,ALK,Alkane Res,1.105,-1.5,8081,1.105,1.115,-,,-,-,-,4.80,23.0,,
.615,.28,.46,.42,AGS,Alliance Res,.425,-3.5,7328,.425,.43,-,,-,-,-,-1.42,-,,
.70,.25,.62,.60,ALD,Allied Gold,.61,+.5,4630,.59,.615,-,,-,.33,-,1.31,46.6,,
.067,.018,.049,.042,AYR,Alloy Res,.045,-.5,27153,.045,.048,-,,-,-,-,-.50,-,,
.48,.089,.42,.40,AOH,Altona Min,.415,+2.5,5677,.405,.42,-,,-,-,-,2.46,16.9,,
.33,.115,.175,.175,AJM,Altura Min,.175,+.5,550,.17,.175,-,,-,-,-,-.54,-,,
.065,.03,-,-,AJMOA,  opt aug11,.041,-,-,.039,.044,-,,-,-,-,-,-,,
2.67,1.45,2.48,2.43,AWC,Alumina,2.45,+3,87763,2.45,2.46,4.23,f,.14,1.22,1.73,.59,415.3,,
.27,.175,-,-,AMU,Amadeus Energy,.22,-,-,.28,.235,-,,-,.38,-,-.14,-,,
