ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4996.6 at 2013-08-07T16:58:06. Report at Wednesday, August 7, 2013. Processed Friday at 2013-08-09T11:04:50+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,.092,.08,TDO,3D Oil,.08,-1,3440,.07,.11,-,,-,-,-,-3.61,-,,
.045,.014,-,-,DDD,3D Res,.027,-,-,.015,.028,-,,-,-,-,-.10,-,,
.12,.021,.032,.032,ARH,A'asian Resources,.032,+.4,1038,.032,.036,-,,-,-,-,-2.33,-,,
.30,.125,-,-,AYC,A1 Gold,.135,-,-,.145,.20,-,,-,-,-,-.47,-,,
.065,.021,.034,.032,ABU,ABM Res,.033,-.2,37280,.033,.034,-,,-,-,-,-.43,-,,
.024,.007,-,-,AJC,Acacia Coal,.013,-,-,.011,.013,-,,-,-,-,-.42,-,,
.155,.045,.086,.081,ACB,A-Cap Res,.086,+.2,1400,.086,.087,-,,-,-,-,-1.08,-,,
.275,.15,-,-,ACS,Accent Res,.19,-,-,.18,.19,-,,-,-,-,-.86,-,,
.022,.010,-,-,AIV,ActiveX,.019,-,-,.013,.018,-,,-,-,-,-.48,-,,
.021,.002,.008,.008,ADD,Adavale Resources,.008,-,3114,.008,.01,-,,-,-,-,-1.58,-,,
.25,.035,.079,.077,ADN,Adelaide Res,.078,-.1,2605,.078,.082,-,,-,-,-,-3.84,-,,
.60,.335,.39,.365,ABY,Aditya Birla,.385,+.5,4164,.365,.385,5.00,,-,1.63,12.99,-2.66,-,,
.05,.018,-,-,ADY,Admiralty Res,.019,-,-,.019,.02,-,,-,-,-,-2.52,-,,
.007,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.30,-,,
.04,.012,.015,.015,ADX,ADX Energy,.015,-,7000,.017,.018,-,,-,-,-,-3.10,-,,
.335,.06,.20,.20,AQR,AEON Metals,.20,+2,710,.20,.22,-,,-,-,-,-.13,-,,
.205,.063,-,-,AFR,African Energy Res cdi,.095,-,-,.092,.095,-,,-,-,-,-3.36,-,,
.215,.045,.052,.051,AGR,Aguia Res,.051,+.1,384,.052,.054,-,,-,-,-,-11.68,-,,
6.860,1.94,2.39,2.32,AQG,Alacer Gold cdi,2.35,-5,7780,2.35,2.36,-,,-,-,-,-130.01,-,,
.315,.038,.04,.04,AUQ,Alara Res,.04,-,27138,.038,.10,-,,-,-,-,-2.58,-,,
.16,.028,-,-,ALY,Alchemy Resources,.083,-,-,.077,.082,-,,-,-,-,-.39,-,,
.017,.004,.007,.006,AWD,Aleator Energy,.006,-,88250,.006,.007,-,,-,-,-,-.32,-,,
.005,.001,-,-,AWDO,  opt jan15,.001,-,-,.001,.002,-,,-,-,-,-,-,,
.26,.145,-,-,AQI,Alicanto Min,.155,-,-,.10,.16,-,,-,-,-,-1.50,-,,
1.19,.245,.375,.36,ALK,Alkane Res,.36,-,2090,.36,.37,-,,-,-,-,19.00,1.9,,
.08,.012,-,-,AHQ,Allegiance Coal,.018,-,-,.018,.019,-,,-,-,-,-.29,-,,
.015,.001,-,-,AHQO,  opt mar14,-,-,-,-,.001,-,,-,-,-,-,-,,
