ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5133.5 at 2015-09-08T16:37:05. Report at Tuesday, September 8, 2015. Processed Wednesday at 2015-09-09T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
5.69,.013,4.59,4.31,1PG,1-Page,4.50,-,3000,4.50,4.52,-,,-,.03,-,-8.67,-,,
.096,.044,.048,.048,TDO,3D Oil,.048,+.3,500,.045,.049,-,,-,-,-,.90,5.3,,
.012,.004,-,-,DDD,3D Res,.004,-,-,.003,.004,-,,-,-,-,.28,1.4,,
.038,.006,.013,.011,88E,88 Energy,.012,-,905442,.012,.013,-,,-,-,-,-10.79,-,,
.006,.002,.005,.005,88EO,  opt mar18,.005,+.1,64492,.005,.006,-,,-,-,-,-,-,,
.024,.004,-,-,ARH,A'asian Resources,.006,-,-,.006,.008,-,,-,-,-,-3.90,-,,
.054,.025,-,-,AYC,A1 Gold,.043,-,-,.036,.04,-,,-,-,-,-6.91,-,,
.03,.004,-,-,AYCO,  opt nov19,.025,-,-,.012,.022,-,,-,-,-,-,-,,
.04,.001,-,-,ABL,Abilene Oil & Gas,.024,-,-,.015,.022,-,,-,-,-,-6.27,-,,
.389,.195,.21,.20,ABU,ABM Res,.20,-,3170,.20,.21,-,,-,-,-,-3.81,-,,
.007,.001,-,-,AJC,Acacia Coal,.002,-,-,.002,.003,-,,-,-,-,-.02,-,,
.069,.019,-,-,ACB,A-Cap Res,.02,-,-,.018,.02,-,,-,-,-,-.72,-,,
.36,.10,-,-,ACS,Accent Resources,.10,-,-,.10,.145,-,,-,-,-,-7.57,-,,
