ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4799.4 at 16:36 15/3/2010  Report at 19:06 Monday 15/3/2010. Processed 19:17 Monday 15/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.26,0.25,TDO,3D Oil Ltd,0.25,-1,2096,0.245,0.25,-,,-,-,-,-0.46,-
0.026,0.007,0.02,0.02,DDD,3D Res Ltd,0.02,,2200,0.02,0.022,-,,-,-,-,-4.66,-
0.12,0.018,0.079,0.072,AAO,A'asia Gold,0.079,0.7,1743,0.077,0.079,-,,-,-,-,-1.28,-
0.70,0.29,0.46,0.44,ARH,A'asian Resour,0.45,-1,947,0.45,0.46,-,,-,-,-,-2.85,-
0.42,0.11,0.28,0.265,AAM,A1 Min Ltd,0.265,-2,4994,0.265,0.27,-,,-,-,-,-3.99,-
0.07,0.006,0.026,0.025,ABU,ABM Res NL,0.025,-0.1,28515,0.025,0.026,-,,-,-,-,-0.65,-
0.25,0.15,-,-,AII,Abra Min Ltd,0.165,,-,0.125,0.16,-,,-,-,-,-1.39,-
0.60,0.13,0.37,0.36,ACB,A-Cap Res,0.36,-1,1812,0.355,0.36,-,,-,-,-,-2.93,-
0.27,0.075,0.19,0.185,ACS,Accent Res NL,0.19,-0.5,1181,0.185,0.19,-,,-,-,-,-1.37,-
0.029,0.003,0.023,0.019,AEX,Acclaim Explore,0.021,-0.3,104132,0.02,0.021,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.025,-,,-,-,-,-,-
0.12,0.046,0.08,0.078,AIV,Activex Ltd,0.08,,2700,0.078,0.08,-,,-,-,-,-1.49,-
0.06,0.001,0.013,0.013,AIVO,  opt jul10,0.013,0.1,1000,0.013,0.06,-,,-,-,-,-,-
0.53,0.31,0.405,0.395,ADU,Adamus Res,0.405,0.5,22775,0.405,0.41,-,,-,-,-,-12.87,-
0.065,0.016,-,-,ADD,Adavale Resource,0.027,,-,0.027,0.035,-,,-,0.02,-,-0.96,-
0.16,0.048,0.155,0.15,ADE,Adelaide Energy,0.15,1,3064,0.15,0.155,-,,-,-,-,1.39,10.8
0.395,0.049,0.21,0.205,ADN,Adelaide Res,0.21,0.5,1102,0.205,0.21,-,,-,-,-,-0.56,-
0.385,0.045,0.30,0.285,ADI,Adelphi Energy,0.285,-1.5,500,0.285,0.30,-,,-,-,-,-5.87,-
1.65,0.115,0.985,0.86,ABY,Aditya Birla,0.925,-4,19386,0.925,0.94,-,,-,1.42,-,-17.34,-
0.037,0.009,0.011,0.009,ADY,Admiralty Res,0.01,-0.1,810673,0.01,0.011,-,,-,-,-,-2.73,-
0.125,0.03,-,-,AVD,Advance Energy,0.06,,-,0.04,0.05,-,,-,-,-,-3.1,-
1.24,0.50,0.70,0.62,AED,AED Oil Ltd,0.66,5.5,12097,0.65,0.66,-,,-,-,-,-66.9,-
0.24,0.021,0.092,0.089,AFR,African Energy Res cdi,0.089,-0.6,847,0.089,0.091,-,,-,-,-,-1.13,-
0.027,0.009,0.01,0.009,AAE,Agri Energy Ltd,0.01,0.1,5196,0.009,0.01,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.165,,-,0.165,0.18,-,,-,-,-,-1.34,-
-,-,-,-,ALGO,  optmar13d,-,,-,0.015,-,-,,-,-,-,-,-
0.25,0.035,0.13,0.125,AUQ,Alara Res Ltd,0.125,0.5,79,0.125,0.13,-,,-,-,-,-11.01,-
1.27,0.042,0.735,0.72,ALY,Alchemy Resource,0.72,,1211,0.72,0.725,-,,-,-,-,-3.27,-
0.96,0.002,0.465,0.45,ALYO,  opt aug10,0.46,1,156,0.45,0.46,-,,-,-,-,-,-
0.06,0.029,0.031,0.03,AYN,Alcyone Res Ltd,0.03,,9951,0.03,0.033,-,,-,-,-,-8.29,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.18,0.33,0.32,ALK,Alkane Res Ltd,0.325,-0.5,1968,0.30,0.325,-,,-,-,-,-0.25,-
0.98,0.417,0.485,0.465,AGS,Alliance Res,0.47,,3760,0.47,0.485,-,,-,-,-,-1.97,-
0.55,0.25,0.325,0.30,ALD,Allied Gold Ltd,0.31,-0.5,9915,0.305,0.32,-,,-,0.26,-,-3.42,-
0.042,0.013,0.025,0.025,AYR,Alloy Res,0.025,-0.5,217,0.025,0.027,-,,-,-,-,-0.82,-
0.37,0.067,-,-,AJM,Altura Min Ltd,0.24,,-,0.215,0.235,-,,-,-,-,-5.11,-
0.08,0.005,-,-,AJMO,  opt may10,0.014,,-,0.005,0.01,-,,-,-,-,-,-
2.06,0.873,1.71,1.66,AWC,Alumina Ltd,1.67,-0.5,136987,1.66,1.67,2,f,-,1.21,1.20,-1.2,-
0.43,0.205,0.225,0.215,AMU,Amadeus Energy,0.22,-0.5,4104,0.215,0.22,-,,-,0.34,-,-10.17,-
0.25,0.085,-,-,AXZ,Amex Res,0.15,,-,0.15,0.16,-,,-,-,-,-2.85,-
1.04,0.10,0.97,0.92,AMX,Ampella Min,0.945,-4.5,6148,0.94,0.95,-,,-,-,-,-6.37,-
0.82,0.03,-,-,AMXO,  opt jul10,0.78,,-,0.735,0.795,-,,-,-,-,-,-
0.28,0.032,0.20,0.20,AHR,Anchor Res,0.20,-1,100,0.195,0.205,-,,-,-,-,-1.57,-
0.03,0.001,-,-,AHRO,  opt mar10,0.001,,-,-,0.007,-,,-,-,-,-,-
2.87,1.31,2.87,2.79,AND,Andean Res Ltd,2.84,8,4857,2.80,2.85,-,,-,-,-,-1.8,-
1.14,0.97,-,-,ATM,Aneka Tambang cdi  1:5,1.14,,-,0.80,1.30,2.94,,0.24,0.10,2.58,0.7,162.9
0.044,0.021,0.029,0.025,AAR,Anglo Aust,0.029,0.1,5780,0.027,0.029,-,,-,-,-,-0.16,-
3.50,2.581,-,-,AGP,Anglo Pacific Grp,2.91,,-,2.91,-,15.87,,2.17,-,5.45,34.4,8.5
11.50,7.65,8.15,8.04,AGG,Anglogold Ashanti  5:1,8.15,19,21,8.03,8.20,3.87,,-,-,0.47,-71.44,-
0.77,0.039,0.73,0.705,AZZ,Antares Energy,0.72,-1,9709,0.72,0.725,-,,-,-,-,0.26,276.9
4.43,1.205,4.33,4.28,AVM,Anvil Min cdi,4.28,-4,30,4.20,4.30,-,,-,-,-,-370.7,-
0.115,0.036,0.038,0.038,AAL,Apac Coal,0.038,0.2,300,0.038,0.045,-,,-,-,-,-0.75,-
0.276,0.022,0.025,0.023,AXM,Apex Min NL,0.023,-0.2,123819,0.023,0.024,-,,-,-,-,-31.41,-
0.025,0.007,0.007,0.007,AXMO,  opt nov12,0.007,-0.1,9890,0.007,0.008,-,,-,-,-,-,-
0.76,0.35,0.48,0.46,AZO,Apollo Gas Ltd,0.46,-3,426,0.46,0.50,-,,-,-,-,-,-
0.40,0.135,0.16,0.16,AON,Apollo Min Ltd,0.16,-1,62,0.16,0.17,-,,-,-,-,-8.92,-
0.012,0.012,-,-,AONO,  opt nov11,0.012,,-,0.016,0.03,-,,-,-,-,-,-
7.95,3.088,6.50,6.32,AQP,Aquarius Platinum,6.42,,10336,6.30,6.50,2.26,,9.20,-,0.35,20.79,30.9
11.38,2.291,10.80,10.57,AQA,Aquila Res,10.78,31,12950,10.76,10.79,-,,-,-,-,-14.8,-
1.285,0.29,0.615,0.60,ARU,Arafura Resource,0.615,1,8479,0.60,0.615,-,,-,-,-,-7.7,-
0.013,0.001,0.001,0.001,ARUR,  rts 16mar,0.001,,700,0.001,0.001,-,,-,-,-,-,-
0.27,0.072,0.13,0.13,AAG,Aragon Res,0.13,,4320,0.125,0.13,-,,-,-,-,-3.87,-
0.05,0.002,-,-,AAGO,  opt sep10,0.01,,-,0.005,-,-,,-,-,-,-,-
0.065,0.007,0.046,0.039,ARX,ARC Explore Ltd,0.04,-0.6,46315,0.04,0.044,-,,-,-,-,16.13,0.2
0.016,0.001,-,-,ARXO,  opt jun12,0.005,,-,0.005,0.009,-,,-,-,-,-,-
0.026,0.009,0.017,0.016,ARXOA,  opt jan11,0.016,-0.1,4178,0.014,0.017,-,,-,-,-,-,-
0.21,0.052,0.15,0.15,AXE,Archer Explore,0.15,-0.5,1143,0.14,0.15,-,,-,-,-,-1.93,-
