ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4832.6 at 16:47 26/10/2009  Report at 19:05 Monday 26/10/2009. Processed 20:33 Monday 26/10/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.325,0.048,0.305,0.28,TDO,3D Oil Ltd,0.285,-1.5,3148,0.285,0.29,-,,-,-,-,-0.46,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.024,,-,0.023,0.026,-,,-,-,-,-4.66,-
0.12,0.014,0.12,0.10,AAO,A'asia Gold,0.11,1.5,7952,0.105,0.125,-,,-,-,-,-5.03,-
0.70,0.26,0.515,0.50,ARH,A'asian Resour,0.515,1,259,0.51,0.515,-,,-,-,-,-2.85,-
0.245,0.06,0.245,0.245,AAM,A1 Min Ltd,0.245,0.5,5991,0.24,0.245,-,,-,-,-,-3.99,-
0.07,0.006,0.038,0.037,ABU,ABM Res NL,0.038,0.1,6739,0.036,0.038,-,,-,-,-,-0.65,-
0.33,0.13,-,-,AII,Abra Min Ltd,0.25,,-,0.25,0.28,-,,-,-,-,-1.39,-
0.60,0.08,0.425,0.41,ACB,A-Cap Res,0.41,-1.5,3657,0.405,0.42,-,,-,-,-,-2.93,-
0.27,0.055,0.17,0.16,ACS,Accent Res NL,0.17,1,4585,0.17,0.175,-,,-,-,-,-1.37,-
0.008,0.003,0.008,0.007,AEX,Acclaim Explore,0.007,,217786,0.006,0.007,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,-,-,,-,-,-,-,-
0.105,0.028,0.10,0.095,AIV,Activex Ltd,0.10,,8749,0.09,0.10,-,,-,-,-,-1.66,-
