ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4924.9 at 2011-02-25T16:36:42. Report at Friday, February 25, 2011. Processed Saturday at 2011-02-26T01:00:08+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.29,.14,.235,.22,TDO,3D Oil,.22,-1,1074,.215,.235,-,,-,-,-,-.42,-,,
.049,.018,.049,.045,DDD,3D Res,.049,+.4,1973,.047,.049,-,,-,-,-,-1.15,-,,
.295,.044,.20,.20,AAO,A'asia Consolidated,.20,-,248,.17,.20,-,,-,-,-,-.37,-,,
.16,.011,-,-,AAOO,  opt apr13,.08,-,-,.085,.105,-,,-,-,-,-,-,,
.63,.20,.37,.35,ARH,A'asian Resources,.35,-3,454,.35,.365,-,,-,-,-,-.09,-,,
.35,.063,.08,.079,AAM,A1 Minerals,.079,-.1,304,.077,.079,-,,-,-,-,-3.50,-,,
.043,.016,.035,.033,ABU,ABM Res,.035,+.1,76087,.034,.035,-,,-,-,-,-2.62,-,,
.32,.086,-,-,AII,Abra Min,.25,-,-,.22,.275,-,,-,-,-,-1.98,-,,
.76,.28,.665,.615,ACB,A-Cap Res,.64,-2.5,8452,.64,.65,-,,-,-,-,-1.05,-,,
.46,.13,.32,.305,ACS,Accent Res,.32,+2,1867,.30,.33,-,,-,-,-,-1.06,-,,
.029,.009,.011,.01,AEX,Acclaim Explore,.01,+.1,62000,.01,.011,-,,-,-,-,-.21,-,,
.004,.003,-,-,AEXCD,  ctg,.004,-,-,.001,.02,-,,-,-,-,-,-,,
.14,.05,.075,.073,AIV,Activex,.074,+.2,2692,.072,.074,-,,-,-,-,-1.13,-,,
.895,.344,.77,.74,ADU,Adamus Res,.765,-.5,7425,.75,.765,-,,-,-,-,-28.16,-,,
.046,.015,.035,.034,ADD,Adavale Resources,.035,-,700,.034,.035,-,,-,.02,-,-1.13,-,,
.197,.06,.145,.135,ADE,Adelaide Energy,.14,-,7420,.14,.145,-,,-,-,-,-1.14,-,,
.27,.125,.17,.165,ADN,Adelaide Res,.17,-.5,1560,.165,.17,-,,-,-,-,-.58,-,,
1.47,.62,1.35,1.31,ABY,Aditya Birla,1.34,+3,3143,1.33,1.34,-,,-,1.61,-,18.71,7.2,,
.07,.023,.035,.034,ADY,Admiralty Res,.035,+.2,8348,.034,.035,-,,-,-,-,-.09,-,,
.06,.007,.023,.022,AVD,Advance Energy,.023,-,8660,.023,.026,-,,-,.03,-,-2.40,-,,
.01,.002,.005,.005,AVDOA,  opt aug12,.005,-,1005,.005,.006,-,,-,-,-,-,-,,
.265,.085,.115,.11,ADX,ADX Energy,.115,-,11850,.11,.115,-,,-,-,-,-.77,-,,
.09,.002,.002,.002,ADXO,  opt mar11,.002,-.1,9100,.001,.002,-,,-,-,-,-,-,,
.70,.315,.34,.315,AED,AED Oil,.32,-2,6532,.32,.325,-,,-,-,-,-6.90,-,,
1.045,.064,.93,.88,AFR,African Energy Res cdi,.92,+2.5,15815,.915,.93,-,,-,-,-,-.76,-,,
.45,.086,.34,.32,AKI,African Iron,.33,+1,4145,.325,.33,-,,-,-,-,2.26,14.6,,
.25,.015,-,-,AKIOA,  opt dec13,.14,-,-,.12,.14,-,,-,-,-,-,-,,
.033,.009,.015,.015,AAE,Agri Energy,.015,-,9830,.015,.016,-,,-,-,-,-15.73,-,,
1.20,.24,1.20,1.00,AGR,Aguia Res,1.07,+14,1705,1.07,1.15,-,,-,-,-,-4.62,-,,
9.10,7.61,8.99,8.90,AQG,Alacer Gold Corp cdi,8.92,+2,5116,8.85,8.97,-,,-,-,-,-,-,,
.56,.15,-,-,ALG,Alamar Res,.54,-,-,.52,.54,-,,-,-,-,-1.31,-,,
.28,.03,-,-,ALGO,  opt mar13,.225,-,-,.225,.34,-,,-,-,-,-,-,,
.51,.08,.35,.34,AUQ,Alara Res,.345,-.5,3481,.34,.36,-,,-,-,-,-2.24,-,,
.30,.039,.15,.14,ALB,Albidon cdi,.145,+.5,8259,.145,.15,-,,-,-,-,-86.56,-,,
.815,.33,.425,.41,ALY,Alchemy Resources,.41,-1,1316,.415,.42,-,,-,-,-,-2.42,-,,
.068,.019,.068,.061,AYN,Alcyone Res,.063,-.3,642844,.063,.064,-,,-,-,-,1.29,4.9,,
.039,.021,-,-,AYNOB,  opt sep11,.039,-,-,-,.033,-,,-,-,-,-,-,,
1.315,.23,1.175,1.11,ALK,Alkane Res,1.165,+5.5,8559,1.16,1.165,-,,-,-,-,4.80,24.3,,
.55,.28,.41,.40,AGS,Alliance Res,.40,-1,4601,.40,.405,-,,-,-,-,-1.42,-,,
.70,.27,.65,.63,ALD,Allied Gold,.65,+2,17833,.635,.65,-,,-,.35,-,6.45,10.1,,
.245,.21,.22,.215,AGE,Alligator Energy,.215,+.5,4969,.215,.22,-,,-,-,-,-,-,,
.067,.018,.038,.037,AYR,Alloy Res,.037,-.1,1000,.037,.04,-,,-,-,-,-.50,-,,
.452,.084,.32,.295,AOH,Altona Min,.31,+1,14432,.31,.315,-,,-,-,-,2.46,12.6,,
.33,.115,.18,.17,AJM,Altura Min,.175,-,2115,.175,.18,-,,-,-,-,-.54,-,,
.065,.03,.048,.046,AJMOA,  opt aug11,.046,-.3,1500,.045,.048,-,,-,-,-,-,-,,
