AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4084.0 at 2012-06-27T16:48:36. Report at Wednesday, June 27, 2012. Processed Thursday at 2012-06-28T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.17,.06,-,-,TDO,3D Oil,.06,-,-,.065,.07,-,,-,-,-,-.62,-,,
.055,.029,-,-,DDD,3D Res,.03,-,-,-,-,-,,-,-,-,-.44,-,,
.335,.11,.12,.11,ARH,A'asian Resources,.11,-1,1066,.11,.12,-,,-,-,-,.47,23.4,,
.295,.20,.26,.25,AYC,A1 Gold,.25,-,641,.23,.28,-,,-,-,-,-,-,,
.082,.035,.039,.038,ABU,ABM Res,.038,-.1,4606,.037,.038,-,,-,-,-,-.43,-,,
.11,.023,.025,.024,AJC,Acacia Coal,.024,-.1,15301,.024,.025,-,,-,-,-,-1.14,-,,
.45,.115,.12,.115,ACB,A-Cap Res,.115,-1,5453,.115,.12,-,,-,-,-,-2.06,-,,
.405,.215,.215,.215,ACS,Accent Res,.215,-.5,109,.21,.245,-,,-,-,-,-.42,-,,
.245,.105,.135,.125,ACN,Acer Energy,.125,-.5,17058,.125,.13,-,,-,-,-,-4.59,-,,
.055,.016,-,-,AIV,ActiveX,.02,-,-,-,-,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.033,.01,.014,.014,ADD,Adavale Resources,.014,-,106,.014,.016,-,,-,.01,-,-.51,-,,
.13,.051,.052,.051,ADN,Adelaide Res,.052,-,2303,.052,.062,-,,-,-,-,-.95,-,,
.784,.093,.095,.095,AAO,Adept Solutions,.095,-,120,.075,.195,-,,-,.10,-,-9.92,-,,
.066,.066,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
.005,.005,-,-,AAOR,  rts11juld,.005,-,-,.002,.005,-,,-,-,-,-,-,,
1.655,.42,.455,.44,ABY,Aditya Birla,.445,-,2756,.44,.45,5.00,,1.70,-,11.24,8.48,5.2,,
.071,.043,.044,.044,ADY,Admiralty Res,.044,-.1,12875,.044,.045,-,,-,-,-,-.44,-,,
.012,.003,-,-,AVD,Advance Energy,.004,-,-,-,-,-,,-,-,-,-.73,-,,
.002,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.021,.026,.023,ADX,ADX Energy,.025,-.1,67386,.024,.026,-,,-,-,-,-1.93,-,,
.65,.16,.175,.17,AFR,African Energy Res cdi,.175,-,22278,.175,.18,-,,-,-,-,-1.92,-,,
