ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4453.6 at 16:34 31/5/2010  Report at 19:05 Monday 31/5/2010. Processed 19:16 Monday 31/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,0.20,0.20,TDO,3D Oil Ltd,0.20,,75,0.185,0.195,-,,-,-,-,-0.27,-
0.026,0.009,0.02,0.019,DDD,3D Res Ltd,0.02,,651,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.025,0.065,0.065,AAO,A'asia Gold,0.065,,1250,0.06,0.065,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.014,0.024,-,,-,-,-,-,-
0.70,0.215,0.26,0.24,ARH,A'asian Resour,0.24,-2,344,0.24,0.26,-,,-,-,-,-1.4,-
0.42,0.13,0.235,0.225,AAM,A1 Min Ltd,0.23,,3534,0.23,0.235,-,,-,-,-,-3.56,-
0.07,0.016,0.02,0.019,ABU,ABM Res NL,0.019,,23950,0.018,0.02,-,,-,-,-,-4.09,-
0.25,0.11,-,-,AII,Abra Min Ltd,0.135,,-,0.12,0.16,-,,-,-,-,-1.94,-
0.60,0.30,0.33,0.32,ACB,A-Cap Res,0.32,-1.5,2150,0.31,0.32,-,,-,0.14,-,-0.91,-
0.27,0.13,-,-,ACS,Accent Res NL,0.17,,-,0.165,0.175,-,,-,-,-,-1.53,-
0.029,0.004,0.014,0.014,AEX,Acclaim Explore,0.014,,2667,0.014,0.015,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.025,-,,-,-,-,-,-
0.14,0.05,-,-,AIV,Activex Ltd,0.075,,-,0.075,0.082,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,0.005,0.02,-,,-,-,-,-,-
0.58,0.303,0.50,0.455,ADU,Adamus Res,0.455,-1.5,12077,0.455,0.465,-,,-,-,-,-12.87,-
0.065,0.019,0.031,0.031,ADD,Adavale Resource,0.031,,-,0.031,0.035,-,,-,0.02,-,-0.96,-
0.215,0.105,0.135,0.135,ADE,Adelaide Energy,0.135,-1,500,0.13,0.145,-,,-,-,-,0.97,13.9
0.395,0.089,-,-,ADN,Adelaide Res,0.16,,-,0.145,0.16,-,,-,-,-,-0.56,-
0.42,0.059,0.415,0.41,ADI,Adelphi Energy,0.41,-0.5,6384,0.415,0.415,-,,-,-,-,-4.27,-
1.65,0.50,0.765,0.735,ABY,Aditya Birla,0.755,-1.5,4777,0.755,0.765,-,,-,1.51,-,19.61,3.9
0.032,0.009,0.01,0.009,ADY,Admiralty Res,0.009,-0.1,19600,0.009,0.01,-,,-,-,-,0.09,10.0
0.125,0.025,-,-,AVD,Advance Energy,0.025,,-,0.02,0.024,-,,-,-,-,-3.1,-
1.04,0.485,0.51,0.49,AED,AED Oil Ltd,0.50,-0.5,1901,0.495,0.505,-,,-,1.03,-,-48.17,-
0.24,0.05,0.079,0.075,AFR,African Energy Res cdi,0.075,-0.6,10232,0.075,0.076,-,,-,-,-,-1.13,-
0.027,0.009,0.01,0.009,AAE,Agri Energy Ltd,0.01,,1174,0.01,0.013,-,,-,-,-,15.8,0.1
0.245,0.14,0.175,0.175,ALG,Alamar Res Ltd,0.175,-0.5,1000,0.17,0.21,-,,-,-,-,-1.34,-
0.25,0.048,0.092,0.091,AUQ,Alara Res Ltd,0.091,0.9,2386,0.091,0.10,-,,-,-,-,-1.9,-
1.27,0.105,0.455,0.44,ALY,Alchemy Resource,0.45,-1,1170,0.45,0.465,-,,-,-,-,-3.2,-
0.96,0.004,0.20,0.20,ALYO,  opt aug10,0.20,-3,500,0.18,0.26,-,,-,-,-,-,-
0.06,0.022,0.024,0.024,AYN,Alcyone Res Ltd,0.024,-0.1,4007,0.024,0.025,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.25,0.295,0.275,ALK,Alkane Res Ltd,0.295,1,2754,0.27,0.295,-,,-,-,-,0.93,31.7
0.98,0.33,0.37,0.355,AGS,Alliance Res,0.365,-0.5,1364,0.355,0.375,-,,-,-,-,-1.97,-
0.55,0.25,0.40,0.37,ALD,Allied Gold Ltd,0.40,3,6618,0.37,0.40,-,,-,0.26,-,-3.42,-
0.042,0.019,-,-,AYR,Alloy Res,0.026,,-,0.022,0.028,-,,-,-,-,-0.62,-
0.37,0.067,0.19,0.18,AJM,Altura Min Ltd,0.18,-0.5,1910,0.18,0.205,-,,-,-,-,-5.11,-
2.06,1.285,1.695,1.66,AWC,Alumina Ltd,1.68,,111039,1.675,1.685,2,f,-,1.21,1.19,-1.2,-
0.43,0.175,0.185,0.175,AMU,Amadeus Energy,0.175,-1.5,6231,0.175,0.185,-,,-,0.34,-,-10.17,-
