ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4750.2 at 16:47 17/11/2009  Report at 19:05 Tuesday 17/11/2009. Processed 19:35 Tuesday 17/11/2009.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.325,0.05,0.27,0.265,TDO,3D Oil Ltd,0.265,-0.5,2018,0.265,0.28,-,,-,-,-,-0.46,-
0.026,0.007,0.02,0.02,DDD,3D Res Ltd,0.02,0.1,80,0.02,0.025,-,,-,-,-,-4.66,-
0.12,0.014,-,-,AAO,A'asia Gold,0.095,,-,0.085,0.095,-,,-,-,-,-5.03,-
0.70,0.29,0.485,0.465,ARH,A'asian Resour,0.465,-0.5,2330,0.465,0.48,-,,-,-,-,-2.85,-
0.34,0.062,0.34,0.32,AAM,A1 Min Ltd,0.32,,8019,0.32,0.33,-,,-,-,-,-3.99,-
0.07,0.006,0.035,0.033,ABU,ABM Res NL,0.035,,11010,0.034,0.035,-,,-,-,-,-0.65,-
0.31,0.13,-,-,AII,Abra Min Ltd,0.225,,-,0.215,0.225,-,,-,-,-,-1.39,-
0.60,0.08,0.40,0.39,ACB,A-Cap Res,0.395,-0.5,5253,0.39,0.395,-,,-,-,-,-2.93,-
0.27,0.055,0.15,0.145,ACS,Accent Res NL,0.15,-0.5,832,0.15,0.16,-,,-,-,-,-1.37,-
0.008,0.003,0.006,0.006,AEX,Acclaim Explore,0.006,,26399,0.005,0.006,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,-,-,,-,-,-,-,-
0.12,0.028,-,-,AIV,Activex Ltd,0.091,,-,0.085,0.09,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.045,,-,0.045,0.055,-,,-,-,-,-,-
0.53,0.10,0.49,0.44,ADU,Adamus Res,0.445,-3.5,12080,0.44,0.445,-,,-,-,-,-10.25,-
0.065,0.01,0.05,0.048,ADD,Adavale Resource,0.048,-0.2,1200,0.048,0.05,-,,-,0.03,-,-0.3,-
0.16,0.035,-,-,ADE,Adelaide Energy,0.13,,-,0.12,0.13,-,,-,-,-,1.39,9.4
0.37,0.04,0.325,0.295,ADN,Adelaide Res,0.305,1.5,19713,0.30,0.305,-,,-,-,-,4.86,6.3
0.19,0.045,0.15,0.145,ADI,Adelphi Energy,0.145,-0.5,664,0.145,0.15,-,,-,-,-,-5.87,-
1.65,0.096,1.49,1.385,ABY,Aditya Birla,1.395,-2.5,16353,1.385,1.40,-,,-,1.42,-,-17.34,-
0.054,0.008,0.018,0.017,ADY,Admiralty Res,0.017,,117135,0.017,0.018,-,,-,-,-,-2.73,-
0.125,0.025,0.085,0.08,AVD,Advance Energy,0.085,-1,2080,0.065,0.085,-,,-,0.04,-,-1.06,-
1.305,0.50,0.595,0.57,AED,AED Oil Ltd,0.57,,1768,0.57,0.575,-,,-,-,-,-66.9,-
0.24,0.01,0.22,0.17,AFR,African Energy Res cdi,0.18,-3.5,15498,0.18,0.185,-,,-,-,-,-1.5,-
0.23,0.14,0.20,0.19,ALG,Alamar Res Ltd,0.19,-1,39,0.19,0.22,-,,-,-,-,-1.12,-
0.245,0.026,0.19,0.17,AUQ,Alara Res Ltd,0.19,2,1956,0.175,0.20,-,,-,-,-,-11.01,-
1.27,0.035,1.135,1.015,ALY,Alchemy Resource,1.015,-10.5,22343,1.015,1.025,-,,-,-,-,-3.27,-
0.96,0.001,0.86,0.75,ALYO,  opt aug10,0.75,-7,1987,0.75,0.795,-,,-,-,-,-,-
0.49,0.10,0.425,0.415,ALK,Alkane Res Ltd,0.425,,2988,0.415,0.425,-,,-,-,-,-0.25,-
0.98,0.333,0.63,0.615,AGS,Alliance Res,0.615,-1.5,14200,0.615,0.63,-,,-,-,-,-8.3,-
0.57,0.215,0.40,0.395,ALD,Allied Gold Ltd,0.40,,3620,0.395,0.40,-,,-,0.29,-,-1.92,-
0.045,0.011,0.029,0.027,AYR,Alloy Res,0.027,,14370,0.027,0.028,-,,-,-,-,-0.82,-
2.00,0.683,1.71,1.655,AWC,Alumina Ltd,1.685,5.5,175443,1.68,1.685,12,,0.79,1.30,7.12,9.42,17.9
0.43,0.205,0.285,0.275,AMU,Amadeus Energy,0.285,0.5,8785,0.28,0.285,-,,-,0.48,-,3.5,8.1
0.25,0.08,0.19,0.19,AXZ,Amex Res,0.19,1,500,0.18,0.20,-,,-,-,-,-5.32,-
