ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5511.3 at 2015-06-04T16:38:06. Report at Thursday, June 4, 2015. Processed Friday at 2015-06-05T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
2.29,.01,1.48,1.405,1PG,1-Page,1.48,+6,3226,1.47,1.48,-,,-,.03,-,-8.67,-,,
.096,.044,.066,.065,TDO,3D Oil,.065,-.3,5400,.065,.07,-,,-,-,-,.90,7.2,,
.016,.004,.007,.007,DDD,3D Res,.007,-.1,5250,.007,.008,-,,-,-,-,.28,2.5,,
.31,.006,.015,.014,88E,88 Energy,.015,-.1,79200,.015,.016,-,,-,-,-,-10.79,-,,
.006,.002,.006,.005,88EO,  opt mar18,.005,-,28500,.005,.006,-,,-,-,-,-,-,,
.03,.005,-,-,ARH,A'asian Resources,.006,-,-,.008,.016,-,,-,-,-,-3.90,-,,
.054,.025,-,-,AYC,A1 Gold,.041,-,-,.041,.045,-,,-,-,-,-6.91,-,,
.03,.004,.023,.023,AYCO,  opt nov19,.023,-,300,.023,.032,-,,-,-,-,-,-,,
.043,.001,.022,.022,ABL,Abilene Oil & Gas,.022,-,16,.022,.03,-,,-,-,-,-6.27,-,,
.449,.209,.26,.255,ABU,ABM Res,.255,-.5,3579,.25,.265,-,,-,-,-,-55.10,-,,
.008,.002,-,-,AJC,Acacia Coal,.002,-,-,.002,.003,-,,-,-,-,-.02,-,,
.07,.03,.03,.03,ACB,A-Cap Res,.03,-,126,.029,.03,-,,-,-,-,-.72,-,,
.36,.13,-,-,ACS,Accent Resources,.31,-,-,.19,.285,-,,-,-,-,-7.57,-,,
.033,.013,.031,.03,AIV,ActiveX,.031,-,6000,.016,.031,-,,-,-,-,-.16,-,,
.08,.002,.02,.02,ADD,Adavale Resources,.02,+.2,125,.018,.05,-,,-,-,-,-5.05,-,,
.050,.021,.026,.026,ADN,Adelaide Resources,.026,-,3300,.026,.027,-,,-,-,-,-3.07,-,,
.009,.004,-,-,ADNO,  opt sep16,.004,-,-,.004,.007,-,,-,-,-,-,-,,
.295,.175,.22,.22,ABY,Aditya Birla,.22,-,25,.22,.225,-,,-,.91,-,-70.11,-,,
.037,.012,.021,.021,ADY,Admiralty Res,.021,+.1,400,.019,.022,-,,-,-,-,-.42,-,,
