AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4375.9 at 2012-05-08T16:42:25. Report at Tuesday, May 8, 2012. Processed Wednesday at 2012-05-09T01:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.20,.069,.095,.095,TDO,3D Oil,.095,-.4,5071,.075,.095,-,,-,-,-,-.62,-,,
.06,.035,-,-,DDD,3D Res,.035,-,-,-,-,-,,-,-,-,-.44,-,,
.37,.135,.165,.15,ARH,A'asian Resources,.16,+2,1352,.16,.165,-,,-,-,-,.47,34.0,,
.082,.033,.044,.043,ABU,ABM Res,.044,+.1,52552,.043,.044,-,,-,-,-,-.43,-,,
.14,.034,.04,.038,AJC,Acacia Coal,.04,+.1,14120,.037,.04,-,,-,-,-,-1.14,-,,
.45,.165,.21,.20,ACB,A-Cap Res,.20,+1.5,1649,.195,.20,-,,-,-,-,-2.06,-,,
.405,.22,-,-,ACS,Accent Res,.265,-,-,.265,.27,-,,-,-,-,-.42,-,,
.245,.105,.175,.17,ACN,Acer Energy,.175,-.5,6033,.17,.18,-,,-,-,-,-4.59,-,,
.055,.019,-,-,AIV,ActiveX,.02,-,-,-,-,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.037,.01,-,-,ADD,Adavale Resources,.016,-,-,-,-,-,,-,.01,-,-.51,-,,
.14,.055,.074,.072,ADN,Adelaide Res,.072,-.5,4010,.072,.074,-,,-,-,-,-.95,-,,
.80,.135,-,-,AAO,Adept Solutions,.205,-,-,-,-,-,,-,.10,-,-9.92,-,,
.075,.051,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
1.875,.59,.625,.59,ABY,Aditya Birla,.595,-.5,6288,.595,.605,9.00,,.94,-,15.13,8.48,7.0,,
.096,.043,.044,.044,ADY,Admiralty Res,.044,-,25,.044,.045,-,,-,-,-,-.44,-,,
.016,.003,-,-,AVD,Advance Energy,.004,-,-,-,-,-,,-,-,-,-.73,-,,
.005,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.062,.085,.083,ADX,ADX Energy,.083,-,4245,.083,.085,-,,-,-,-,-1.93,-,,
.915,.22,.24,.225,AFR,African Energy Res cdi,.225,-,12039,.225,.23,-,,-,-,-,-1.92,-,,
.013,.004,.008,.008,AAE,Agri Energy,.008,-,10000,.008,.009,-,,-,-,-,-.23,-,,
.88,.235,.245,.235,AGR,Aguia Res,.235,-.5,2200,.235,.245,-,,-,-,-,-9.22,-,,
12.30,6.95,7.20,7.12,AQG,Alacer Gold cdi,7.12,-18,4283,7.12,7.20,-,,-,-,-,28.59,24.9,,
.42,.23,.37,.35,AUQ,Alara Res,.355,-3,7678,.355,.37,-,,-,-,-,-2.59,-,,
.258,.114,.125,.125,ALY,Alchemy Resources,.125,-,553,.125,.13,-,,-,-,-,-1.68,-,,
.13,.051,.054,.051,AYN,Alcyone Res,.051,-.2,62605,.051,.052,-,,-,-,-,-.52,-,,
2.547,.882,1.19,1.115,ALK,Alkane Res,1.165,+5,15773,1.15,1.18,-,,-,-,-,-1.00,-,,
.615,.115,.285,.265,AGS,Alliance Res,.285,+2,4797,.28,.285,-,,-,-,-,-1.77,-,,
4.00,.45,2.01,1.95,ALD,Allied Gold cdi,1.99,+1,371,1.90,2.02,-,,-,2.99,-,-3.03,-,,
.195,.076,.14,.14,AGE,Alligator Energy,.14,-1,500,.135,.14,-,,-,-,-,-.36,-,,
.076,.015,-,-,AYR,Alloy Res,.015,-,-,-,-,-,,-,-,-,-.33,-,,
.15,.06,-,-,AYM,Altuis Mining,.069,-,-,-,-,-,,-,.08,-,-.65,-,,
.375,.19,.275,.275,AOH,Altona Min,.275,-,3608,.27,.275,-,,-,-,-,-4.72,-,,
.23,.14,.195,.18,AJM,Altura Min,.18,-1,7370,.17,.18,-,,-,-,-,-.39,-,,
2.38,1.00,1.05,1.00,AWC,Alumina,1.00,-3,164976,1.00,1.005,5.68,f,.90,1.04,5.68,5.12,19.5,,
.25,.19,.22,.22,AMU,Amadeus Energy,.22,-.5,2450,.22,.225,-,,-,.30,-,.35,62.9,,
.245,.17,.19,.19,AQO,Ambassador Oil & Gas,.19,+1,677,.175,.19,-,,-,-,-,-1.20,-,,
.052,.036,.036,.036,AQOO,  opt oct13,.036,-.4,1667,.036,.05,-,,-,-,-,-,-,,
1.50,.68,1.01,1.00,AXZ,Amex Res,1.00,-,28,1.00,1.02,-,,-,-,-,-3.46,-,,
2.46,.93,1.03,.975,AMX,Ampella Min,.98,-4,12605,.98,.985,-,,-,-,-,-12.25,-,,
.20,.075,-,-,AEK,Anatolia Energy,.085,-,-,.075,.09,-,,-,-,-,-2.18,-,,
.305,.15,-,-,AHR,Anchor Res,.20,-,-,-,-,-,,-,-,-,-4.79,-,,
