ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4422.4 at 16:37 12/8/2010  Report at 19:05 Thursday 12/8/2010. Processed 19:18 Thursday 12/8/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.095,-,-,TDO,3D Oil Ltd,0.165,,-,0.165,0.17,-,,-,-,-,-0.27,-
0.03,0.014,0.027,0.027,DDD,3D Res Ltd,0.027,-0.3,1000,0.028,0.03,-,,-,-,-,-1.9,-
0.109,0.037,0.05,0.05,AAO,A'asia Cons Ltd,0.05,-1,250,0.048,0.06,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,0.053,-,,-,-,-,-,-
0.67,0.21,0.255,0.245,ARH,A'asian Resour,0.245,-1,486,0.24,0.245,-,,-,-,-,-1.4,-
0.42,0.115,0.125,0.115,AAM,A1 Min Ltd,0.125,-0.5,15761,0.12,0.125,-,,-,-,-,-3.56,-
0.07,0.016,0.027,0.026,ABU,ABM Res NL,0.027,-0.1,35096,0.026,0.028,-,,-,-,-,-4.09,-
0.25,0.086,-,-,AII,Abra Min Ltd,0.10,,-,0.10,0.135,-,,-,-,-,-1.94,-
0.60,0.28,0.36,0.34,ACB,A-Cap Res,0.355,-1,2533,0.35,0.355,-,,-,0.14,-,-0.91,-
0.27,0.13,0.235,0.235,ACS,Accent Res NL,0.235,-0.5,525,0.23,0.235,-,,-,-,-,-1.53,-
0.029,0.004,0.018,0.017,AEX,Acclaim Explore,0.018,,26556,0.018,0.019,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.003,0.025,-,,-,-,-,-,-
0.14,0.05,0.089,0.089,AIV,Activex Ltd,0.089,,460,0.076,0.089,-,,-,-,-,-1.49,-
0.595,0.303,0.54,0.50,ADU,Adamus Res,0.52,-2,2706,0.515,0.53,-,,-,-,-,-12.87,-
0.065,0.024,0.024,0.024,ADD,Adavale Resource,0.024,,2106,0.021,0.024,-,,-,0.02,-,-0.96,-
