ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5254.3 at 2014-01-24T16:41:36. Report at Friday, January 24, 2014. Processed Tuesday at 2014-01-28T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.075,.12,.11,TDO,3D Oil,.11,+.5,450,.11,.12,-,,-,-,-,-.92,-,,
.039,.012,-,-,DDD,3D Res,.025,-,-,.02,.029,-,,-,-,-,-.12,-,,
.16,.021,.054,.054,ARH,A'asian Resources,.054,+.8,200,.045,.056,-,,-,-,-,-4.70,-,,
.274,.10,-,-,AYC,A1 Gold,.11,-,-,.08,.11,-,,-,-,-,-.89,-,,
.047,.021,.028,.027,ABU,ABM Res,.028,+.2,58060,.027,.029,-,,-,-,-,-.46,-,,
.022,.007,.01,.01,AJC,Acacia Coal,.01,-,1059,.009,.01,-,,-,-,-,-.08,-,,
.13,.042,.055,.055,ACB,A-Cap Res,.055,-,373,.055,.06,-,,-,-,-,-.93,-,,
.24,.14,-,-,ACS,Accent Res,.18,-,-,.18,.21,-,,-,-,-,-.40,-,,
.021,.009,.012,.011,AIV,ActiveX,.011,-.3,108,.011,.014,-,,-,-,-,-1.33,-,,
.021,.002,-,-,ADD,Adavale Resources,.005,-,-,.004,.006,-,,-,-,-,-1.38,-,,
.25,.036,.066,.066,ADN,Adelaide Res,.066,+.2,19,.063,.066,-,,-,-,-,-3.63,-,,
.60,.315,.347,.34,ABY,Aditya Birla,.345,-,1580,.34,.35,-,,-,1.59,-,-.21,-,,
.045,.013,-,-,ADY,Admiralty Res,.013,-,-,.013,.016,-,,-,-,-,-2.90,-,,
.002,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.13,-,,
.04,.012,-,-,ADX,ADX Energy,.016,-,-,.016,.018,-,,-,-,-,-3.21,-,,
.335,.11,-,-,AQR,AEON Metals,.145,-,-,.125,.145,-,,-,-,-,-.04,-,,
.175,.063,.12,.11,AFR,African Energy Res cdi,.11,-1,9417,.11,.12,-,,-,-,-,-3.86,-,,
.165,.045,.062,.062,AGR,Aguia Res,.062,+.5,1353,.052,.063,-,,-,-,-,-2.01,-,,
4.401,1.94,2.70,2.56,AQG,Alacer Gold cdi,2.60,+6,4803,2.50,2.66,-,,-,-,-,-318.93,-,,
.205,.035,.07,.061,AUQ,Alara Res,.07,+.6,1694,.07,.074,-,,-,-,-,-2.84,-,,
.146,.023,.025,.024,ALY,Alchemy Resources,.024,-.1,125,.024,.026,-,,-,-,-,-1.36,-,,
.026,.001,.002,.002,AYN,Alcyone Res,.002,-,16890,.001,.002,-,,-,-,-,-.68,-,,
.02,.001,-,-,AYNO,  opt may15,.001,-,-,-,.001,-,,-,-,-,-,-,,
.002,.001,-,-,AYNOA,  opt jul15,.001,-,-,-,.001,-,,-,-,-,-,-,,
.26,.145,.26,.26,AQI,Alicanto Min,.26,+2,200,.215,.26,-,,-,-,-,-4.80,-,,
.825,.245,.43,.42,ALK,Alkane Res,.42,-.5,1356,.42,.425,-,,-,-,-,19.00,2.2,,
.06,.012,-,-,AHQ,Allegiance Coal,.015,-,-,.015,.03,-,,-,-,-,-.88,-,,
.01,.001,-,-,AHQO,  opt mar14,-,-,-,-,.001,-,,-,-,-,-,-,,
.21,.093,.175,.155,AGS,Alliance Res,.165,+1,11228,.16,.165,-,,-,-,-,-2.14,-,,
.085,.023,.063,.063,AGE,Alligator Energy,.063,-,375,.063,.067,-,,-,-,-,-.93,-,,
.013,.003,-,-,AYR,Alloy Res,.007,-,-,.006,.007,-,,-,-,-,-.42,-,,
.019,.005,-,-,AYM,Altuis Mining,.009,-,-,.004,.018,-,,-,-,-,-.52,-,,
.25,.115,.18,.17,AOH,Altona Min,.18,+1.5,13012,.17,.185,-,,-,-,-,2.40,7.5,,
.19,.076,.165,.165,AJM,Altura Min,.165,-,222,.16,.165,-,,-,-,-,-.22,-,,
1.405,.89,1.29,1.255,AWC,Alumina,1.27,-1.5,105467,1.27,1.275,-,,-,1.01,-,-1.92,-,,
.275,.13,.185,.17,AQO,Ambassador Oil & Gas,.185,+1.5,7474,.18,.185,-,,-,-,-,-3.78,-,,
1.60,.92,1.30,1.30,AXZ,Amex Res,1.30,-,150,1.295,1.32,-,,-,-,-,-4.51,-,,
.395,.075,.155,.15,AMX,Ampella Min,.15,-,29462,.15,.155,-,,-,-,-,-10.56,-,,
