ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4370.6 at 2012-11-15T16:42:06. Report at Thursday, November 15, 2012. Processed Friday at 2012-11-16T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,.09,.09,TDO,3D Oil,.09,-,28,.085,.09,-,,-,-,-,-3.38,-,,
.049,.023,-,-,DDD,3D Res,.026,-,-,.026,.032,-,,-,-,-,-.34,-,,
.23,.066,.07,.07,ARH,A'asian Resources,.07,+.4,100,.067,.07,-,,-,-,-,-1.26,-,,
.30,.20,.28,.28,AYC,A1 Gold,.28,-1,2450,.25,.28,-,,-,-,-,-,-,,
.081,.035,.047,.045,ABU,ABM Res,.047,+.1,444889,.046,.047,-,,-,-,-,-.41,-,,
.061,.015,.017,.015,AJC,Acacia Coal,.016,+.1,20050,.015,.017,-,,-,-,-,-.29,-,,
.325,.11,.115,.115,ACB,A-Cap Res,.115,+.5,1153,.115,.12,-,,-,-,-,-2.00,-,,
.40,.20,-,-,ACS,Accent Res,.20,-,-,.205,.30,-,,-,-,-,-.91,-,,
.295,.105,.285,.285,ACN,Acer Energy,.285,-,30701,.285,.29,-,,-,-,-,-.90,-,,
.03,.013,-,-,AIV,ActiveX,.014,-,-,.014,.017,-,,-,-,-,-.59,-,,
.02,.01,-,-,ADD,Adavale Resources,.015,-,-,.013,.017,-,,-,-,-,-.58,-,,
.115,.035,.06,.06,ADN,Adelaide Res,.06,-,177,.06,.065,-,,-,-,-,-.68,-,,
.372,.05,-,-,AAO,Adept Solutions,.15,-,-,.13,.15,-,,-,.04,-,-16.11,-,,
.066,.066,-,-,AAOO,  opt apr13,-,-,-,-,.05,-,,-,-,-,-,-,,
.935,.395,.425,.395,ABY,Aditya Birla,.425,-,16041,.425,.44,5.00,,.27,1.61,11.76,1.34,31.7,,
.071,.031,.036,.033,ADY,Admiralty Res,.033,-.2,5588,.033,.035,-,,-,-,-,-2.45,-,,
.008,.002,-,-,AVD,Advance Energy,.003,-,-,.002,.003,-,,-,-,-,-.60,-,,
.099,.016,.016,.016,ADX,ADX Energy,.016,-,6560,.015,.016,-,,-,-,-,-3.10,-,,
.225,.06,-,-,AQR,AEON Metals,.08,-,-,.066,.079,-,,-,-,-,-1.36,-,,
.465,.135,.14,.135,AFR,African Energy Res cdi,.14,-,2890,.135,.14,-,,-,-,-,-2.89,-,,
.012,.002,.009,.009,AAE,Agri Energy,.009,-,4000,.009,.01,-,,-,-,-,-.18,-,,
.74,.12,.16,.16,AGR,Aguia Res,.16,-,330,.16,.18,-,,-,-,-,-17.92,-,,
11.79,4.46,4.80,4.46,AQG,Alacer Gold cdi,4.65,-26,23523,4.63,4.66,-,,-,-,-,28.59,16.3,,
.42,.22,.235,.22,AUQ,Alara Res,.22,-.5,14929,.205,.225,-,,-,-,-,-1.50,-,,
.185,.072,-,-,ALY,Alchemy Resources,.091,-,-,.088,.095,-,,-,-,-,-1.19,-,,
.095,.031,.047,.045,AYN,Alcyone Res,.046,-.1,15060,.045,.046,-,,-,-,-,-.24,-,,
.03,.008,.02,.019,AYNO,  opt may15,.019,-.1,10298,.019,.024,-,,-,-,-,-,-,,
.26,.20,-,-,AQI,Alicanto Min,.24,-,-,.23,.24,-,,-,-,-,-,-,,
1.615,.73,.76,.73,ALK,Alkane Res,.735,-4,11642,.735,.745,-,,-,-,-,-.52,-,,
.19,.06,-,-,AHQ,Allegiance Coal,.07,-,-,.051,.07,-,,-,-,-,-,-,,
.025,.008,-,-,AHQO,  opt mar14,.008,-,-,-,.02,-,,-,-,-,-,-,,
.615,.13,.235,.22,AGS,Alliance Res,.23,+.5,2408,.225,.23,-,,-,-,-,-1.12,-,,
.195,.08,.083,.08,AGE,Alligator Energy,.081,-.4,1650,.08,.085,-,,-,-,-,-.50,-,,
.028,.008,.009,.009,AYR,Alloy Res,.009,-,8835,.009,.01,-,,-,-,-,-.39,-,,
.081,.015,-,-,AYM,Altuis Mining,.021,-,-,.016,.038,-,,-,-,-,-1.31,-,,
.33,.19,.28,.265,AOH,Altona Min,.275,+.5,14253,.265,.275,-,,-,-,-,-4.82,-,,
.23,.125,.18,.175,AJM,Altura Min,.18,-,300,.175,.18,-,,-,-,-,-.45,-,,
1.455,.625,.84,.815,AWC,Alumina,.825,-2,115045,.82,.825,2.80,,.69,.96,3.39,1.92,43.0,,
.255,.185,.205,.20,AMU,Amadeus Energy,.20,-.5,2224,.20,.21,-,,-,.32,-,1.44,13.9,,
.245,.075,.165,.16,AQO,Ambassador Oil & Gas,.16,-1.5,610,.165,.175,-,,-,-,-,-2.20,-,,
.052,.006,-,-,AQOO,  opt oct13,.02,-,-,.02,.026,-,,-,-,-,-,-,,
1.25,.73,.92,.90,AXZ,Amex Res,.90,-5,57,.90,.95,-,,-,-,-,-1.44,-,,
1.96,.345,.37,.345,AMX,Ampella Min,.35,-3,25463,.35,.36,-,,-,-,-,-16.83,-,,
.15,.041,-,-,AEK,Anatolia Energy,.05,-,-,.05,.055,-,,-,-,-,-1.20,-,,
.24,.12,-,-,AHR,Anchor Res,.18,-,-,.15,.19,-,,-,-,-,-4.01,-,,
1.25,1.209,-,-,ATM,Aneka Tambang cdi,1.25,-,-,-,1.25,4.05,,-,-,3.24,-1.07,-,,
.015,.005,.007,.007,AAR,Anglo Aust Res,.007,+.1,2500,.006,.007,-,,-,-,-,-1.15,-,,
9.48,5.70,6.15,6.11,AGG,Anglogold Ashanti cdi,6.11,-29,21,6.06,6.11,11.18,,177.02,14.62,1.83,1979.13,.3,,
.60,.355,.525,.50,AZZ,Antares Energy,.525,-.5,5229,.515,.525,-,,-,-,-,-2.20,-,,
.217,.037,.04,.04,AZY,Antipa Min,.04,+.3,500,.036,.04,-,,-,-,-,-1.52,-,,
.087,.005,-,-,AZYO,  opt mar13,.005,-,-,.001,.01,-,,-,-,-,-,-,,
.01,.01,-,-,AZYOA,  opt dec14,.01,-,-,.01,-,-,,-,-,-,-,-,,
.018,.005,-,-,AAL,APAC Coal,.005,-,-,.001,.005,-,,-,-,-,-.12,-,,
.781,.072,.079,.078,AXM,Apex Minerals,.078,-.2,10726,.077,.078,-,,-,-,-,-66.10,-,,
.084,.033,.047,.041,AQQ,Aphrodite Gold,.044,-.4,10320,.043,.048,-,,-,-,-,-.40,-,,
.02,.002,-,-,AQQO,  opt dec13,.004,-,-,.003,.004,-,,-,-,-,-,-,,
.295,.002,.125,.125,AOP,Apollo Cons,.125,-,569,.11,.125,-,,-,-,-,-9.17,-,,
.065,.026,-,-,AON,Apollo Minerals,.039,-,-,.035,.039,-,,-,-,-,-1.35,-,,
2.88,.475,.565,.55,AQP,Aquarius Platinum,.555,-2.5,7029,.55,.59,3.76,,-,-,6.77,-33.14,-,,
