AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4209.9 at 2012-07-05T16:40:07. Report at Thursday, July 5, 2012. Processed Friday at 2012-07-06T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.17,.06,.068,.068,TDO,3D Oil,.068,+.3,200,.066,.068,-,,-,-,-,-.62,-,,
.055,.025,-,-,DDD,3D Res,.028,-,-,-,-,-,,-,-,-,-.44,-,,
.335,.105,.125,.125,ARH,A'asian Resources,.125,-,232,.12,.125,-,,-,-,-,.47,26.6,,
.295,.20,-,-,AYC,A1 Gold,.235,-,-,.24,.28,-,,-,-,-,-,-,,
.082,.035,.043,.041,ABU,ABM Res,.042,+.1,63213,.041,.042,-,,-,-,-,-.43,-,,
.11,.023,.031,.031,AJC,Acacia Coal,.031,-.1,25,.03,.035,-,,-,-,-,-1.14,-,,
.45,.115,.145,.14,ACB,A-Cap Res,.14,-,1226,.14,.145,-,,-,-,-,-2.06,-,,
.405,.215,-,-,ACS,Accent Res,.27,-,-,-,-,-,,-,-,-,-.42,-,,
.245,.105,.125,.125,ACN,Acer Energy,.125,-.5,467,.125,.13,-,,-,-,-,-4.59,-,,
.055,.016,-,-,AIV,ActiveX,.02,-,-,-,-,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.033,.01,-,-,ADD,Adavale Resources,.014,-,-,-,-,-,,-,.01,-,-.51,-,,
.13,.049,.056,.051,ADN,Adelaide Res,.051,-.1,2048,.051,.054,-,,-,-,-,-.95,-,,
.784,.093,-,-,AAO,Adept Solutions,.11,-,-,.09,.10,-,,-,.10,-,-9.92,-,,
.066,.066,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
