ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5249.6 at 2013-12-03T16:45:35. Report at Tuesday, December 3, 2013. Processed Wednesday at 2013-12-04T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.075,.085,.085,TDO,3D Oil,.085,+.5,200,.08,.09,-,,-,-,-,-.92,-,,
.042,.012,.014,.014,DDD,3D Res,.014,-,2454,.014,.016,-,,-,-,-,-.12,-,,
.16,.021,-,-,ARH,A'asian Resources,.056,-,-,.056,.065,-,,-,-,-,-4.70,-,,
.274,.122,-,-,AYC,A1 Gold,.16,-,-,.10,.15,-,,-,-,-,-.89,-,,
.048,.021,.025,.025,ABU,ABM Res,.025,-.1,23570,.024,.025,-,,-,-,-,-.46,-,,
.023,.007,.013,.012,AJC,Acacia Coal,.013,+.1,3949,.011,.013,-,,-,-,-,-.08,-,,
.13,.042,.048,.047,ACB,A-Cap Res,.047,+.2,2232,.046,.047,-,,-,-,-,-.93,-,,
.24,.15,-,-,ACS,Accent Res,.20,-,-,.20,.22,-,,-,-,-,-.40,-,,
.022,.010,-,-,AIV,ActiveX,.015,-,-,.014,.015,-,,-,-,-,-1.33,-,,
.021,.002,-,-,ADD,Adavale Resources,.006,-,-,.004,.011,-,,-,-,-,-1.38,-,,
.25,.036,.052,.05,ADN,Adelaide Res,.052,-,2573,.051,.052,-,,-,-,-,-3.63,-,,
.60,.335,.335,.335,ABY,Aditya Birla,.335,-.5,238,.335,.34,-,,-,1.59,-,-.21,-,,
.045,.017,.017,.017,ADY,Admiralty Res,.017,-,274,.017,.018,-,,-,-,-,-2.90,-,,
.003,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.13,-,,
.04,.012,-,-,ADX,ADX Energy,.015,-,-,.015,.016,-,,-,-,-,-3.21,-,,
.335,.06,-,-,AQR,AEON Metals,.14,-,-,.14,.165,-,,-,-,-,-.04,-,,
.19,.063,.12,.115,AFR,African Energy Res cdi,.12,+1,714,.12,.125,-,,-,-,-,-3.86,-,,
.19,.045,.05,.05,AGR,Aguia Res,.05,-.2,2500,.05,.052,-,,-,-,-,-2.01,-,,
