ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4479.0 at 16:37 28/5/2010  Report at 19:05 Friday 28/5/2010. Processed 07:24 Saturday 29/5/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,0.20,0.20,TDO,3D Oil Ltd,0.20,,1141,0.19,0.20,-,,-,-,-,-0.27,-
0.026,0.009,0.02,0.02,DDD,3D Res Ltd,0.02,0.1,600,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.025,0.065,0.065,AAO,A'asia Gold,0.065,,154,0.06,0.065,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.016,0.024,-,,-,-,-,-,-
0.70,0.215,0.26,0.245,ARH,A'asian Resour,0.26,2.5,409,0.25,0.265,-,,-,-,-,-1.4,-
0.42,0.13,0.235,0.23,AAM,A1 Min Ltd,0.23,-0.5,3394,0.23,0.235,-,,-,-,-,-3.56,-
0.07,0.016,0.019,0.017,ABU,ABM Res NL,0.019,0.2,47228,0.018,0.019,-,,-,-,-,-4.09,-
0.25,0.11,-,-,AII,Abra Min Ltd,0.135,,-,0.12,0.16,-,,-,-,-,-1.94,-
0.60,0.30,0.35,0.33,ACB,A-Cap Res,0.335,1,1340,0.33,0.345,-,,-,0.14,-,-0.91,-
0.27,0.13,0.17,0.17,ACS,Accent Res NL,0.17,0.5,120,0.165,0.175,-,,-,-,-,-1.53,-
0.029,0.004,0.015,0.014,AEX,Acclaim Explore,0.014,,27750,0.014,0.015,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.025,-,,-,-,-,-,-
0.14,0.05,-,-,AIV,Activex Ltd,0.075,,-,0.066,0.089,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,0.006,0.02,-,,-,-,-,-,-
0.58,0.303,0.505,0.47,ADU,Adamus Res,0.47,-1.5,14460,0.47,0.475,-,,-,-,-,-12.87,-
0.065,0.019,0.031,0.031,ADD,Adavale Resource,0.031,,504,0.031,0.035,-,,-,0.02,-,-0.96,-
0.215,0.105,0.145,0.14,ADE,Adelaide Energy,0.145,1,3070,0.135,0.145,-,,-,-,-,0.97,14.9
0.395,0.084,0.16,0.155,ADN,Adelaide Res,0.16,2,550,0.145,0.16,-,,-,-,-,-0.56,-
0.42,0.059,0.42,0.415,ADI,Adelphi Energy,0.415,0.5,4139,0.41,0.42,-,,-,-,-,-4.27,-
1.65,0.50,0.78,0.755,ABY,Aditya Birla,0.77,4.5,10807,0.76,0.77,-,,-,1.51,-,19.61,3.9
0.032,0.009,0.011,0.01,ADY,Admiralty Res,0.01,0.1,304084,0.009,0.01,-,,-,-,-,0.09,11.1
0.125,0.025,-,-,AVD,Advance Energy,0.025,,-,0.019,0.024,-,,-,-,-,-3.1,-
1.04,0.485,0.525,0.49,AED,AED Oil Ltd,0.505,1,5518,0.50,0.51,-,,-,1.03,-,-48.17,-
0.24,0.05,0.084,0.081,AFR,African Energy Res cdi,0.081,-0.2,1346,0.081,0.083,-,,-,-,-,-1.13,-
0.027,0.009,0.01,0.01,AAE,Agri Energy Ltd,0.01,,92,0.009,0.01,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.18,,-,0.175,0.21,-,,-,-,-,-1.34,-
0.25,0.048,-,-,AUQ,Alara Res Ltd,0.082,,-,0.092,0.10,-,,-,-,-,-1.9,-
1.27,0.10,0.50,0.46,ALY,Alchemy Resource,0.46,0.5,4485,0.45,0.48,-,,-,-,-,-3.2,-
0.96,0.004,0.23,0.20,ALYO,  opt aug10,0.23,2,1147,0.20,0.27,-,,-,-,-,-,-
0.06,0.022,0.025,0.025,AYN,Alcyone Res Ltd,0.025,0.1,1350,0.024,0.025,-,,-,-,-,-6.05,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,-,-,,-,-,-,-,-
0.49,0.25,0.30,0.275,ALK,Alkane Res Ltd,0.285,2.5,2520,0.275,0.28,-,,-,-,-,0.93,30.6
0.98,0.33,0.37,0.345,AGS,Alliance Res,0.37,3,3673,0.35,0.37,-,,-,-,-,-1.97,-
0.55,0.25,0.395,0.365,ALD,Allied Gold Ltd,0.37,-2.5,3948,0.365,0.385,-,,-,0.26,-,-3.42,-
0.042,0.019,-,-,AYR,Alloy Res,0.026,,-,0.021,0.028,-,,-,-,-,-0.62,-
0.37,0.067,0.185,0.18,AJM,Altura Min Ltd,0.185,0.5,2039,0.18,0.19,-,,-,-,-,-5.11,-
2.06,1.285,1.72,1.655,AWC,Alumina Ltd,1.68,-1,179891,1.67,1.685,2,f,-,1.21,1.19,-1.2,-
0.43,0.175,0.195,0.185,AMU,Amadeus Energy,0.19,1,3830,0.185,0.19,-,,-,0.34,-,-10.17,-
0.25,0.085,-,-,AXZ,Amex Res,0.155,,-,0.135,0.155,-,,-,-,-,-2.85,-
1.94,0.275,1.50,1.43,AMX,Ampella Min,1.45,2,3325,1.40,1.48,-,,-,-,-,-7,-
1.755,0.13,1.305,1.305,AMXO,  opt jul10,1.305,11.5,7,1.20,1.395,-,,-,-,-,-,-
0.28,0.043,0.16,0.145,AHR,Anchor Res,0.145,-1.5,2750,0.145,0.17,-,,-,-,-,-2.05,-
3.58,1.68,3.30,3.23,AND,Andean Res Ltd,3.24,-6,1681,3.15,3.27,-,,-,-,-,-4.64,-
1.30,0.97,-,-,ATM,Aneka Tambang cdi,1.20,,-,1.20,-,2.94,,0.24,0.10,2.45,0.7,171.4
0.044,0.018,0.025,0.024,AAR,Anglo Aust,0.024,0.2,2330,0.024,0.026,-,,-,-,-,-0.14,-
3.50,2.581,-,-,AGP,Anglo Pacific Grp,3.06,,-,2.81,-,14.64,,2.35,-,4.78,34.4,8.9
11.00,7.65,9.93,9.81,AGG,Anglogold Ashanti,9.92,-21,37,9.40,10.14,3.87,,-,8.69,0.39,-99.23,-
0.885,0.19,0.62,0.595,AZZ,Antares Energy,0.62,4,11050,0.615,0.62,-,,-,-,-,-1.6,-
4.56,1.50,3.70,3.60,AVM,Anvil Min cdi,3.60,-6,156,3.60,3.70,-,,-,-,-,-23.97,-
0.08,0.035,-,-,AAL,Apac Coal,0.041,,-,0.039,0.051,-,,-,-,-,1.53,2.7
0.187,0.014,0.019,0.018,AXM,Apex Min NL,0.019,0.1,16904,0.018,0.019,-,,-,-,-,-26.39,-
0.025,0.005,0.006,0.005,AXMO,  opt nov12,0.005,,4930,0.005,0.006,-,,-,-,-,-,-
0.87,0.35,0.60,0.56,AZO,Apollo Gas Ltd,0.60,5,803,0.56,0.59,-,,-,-,-,-,-
0.40,0.10,-,-,AON,Apollo Min Ltd,0.10,,-,0.105,0.12,-,,-,-,-,-6.59,-
0.025,0.012,-,-,AONO,  opt nov11,0.02,,-,0.008,-,-,,-,-,-,-,-
7.95,3.74,6.71,6.51,AQP,Aquarius Platinum,6.60,13,16013,6.49,6.61,2.26,,9.20,-,0.34,20.79,31.7
11.38,4.036,9.40,8.80,AQA,Aquila Res,9.00,40,7918,8.82,9.12,-,,-,-,-,-14.8,-
1.285,0.38,0.46,0.415,ARU,Arafura Resource,0.445,2,6255,0.44,0.445,-,,-,-,-,-5.1,-
0.27,0.072,0.215,0.21,AAG,Aragon Res,0.215,1.5,1320,0.205,0.22,-,,-,-,-,-3.87,-
0.05,0.003,-,-,AAGO,  opt sep10,0.022,,-,0.022,0.03,-,,-,-,-,-,-
0.065,0.009,0.035,0.029,ARX,ARC Explore Ltd,0.029,-0.2,1933,0.03,0.035,-,,-,-,-,8.42,0.3
0.016,0.001,-,-,ARXO,  opt jun12,0.002,,-,0.002,0.012,-,,-,-,-,-,-
0.026,0.005,0.006,0.006,ARXOA,  opt jan11,0.006,,4999,0.006,0.007,-,,-,-,-,-,-
0.21,0.056,-,-,AXE,Archer Explore,0.11,,-,0.11,0.13,-,,-,-,-,-1.93,-
0.23,0.10,0.175,0.175,ARD,Argent Min,0.175,2.5,51,0.15,0.175,-,,-,-,-,-3.42,-
0.06,0.015,-,-,ARDO,  opt jun11,0.032,,-,0.025,0.035,-,,-,-,-,-,-
0.115,0.03,0.043,0.04,AXT,Argo Explore,0.04,-0.3,1620,0.04,0.043,-,,-,-,-,0.76,5.3
0.105,0.048,-,-,ARE,Argonaut Res,0.066,,-,0.063,0.064,-,,-,-,-,0.61,10.8
0.13,0.03,0.031,0.031,AGY,Argosy Min cdi,0.031,0.1,2500,0.027,0.031,-,,-,-,-,-0.53,-
5.31,3.04,4.89,4.83,AOE,Arrow Energy,4.83,2,39855,4.82,4.83,-,,-,2.13,-,15.38,31.4
0.199,0.037,0.047,0.047,ARV,Artemis Res,0.047,,2000,0.047,0.05,-,,-,-,-,0.31,15.2
0.058,0.01,-,-,ARVOB,  opt jun11,0.016,,-,0.016,0.02,-,,-,-,-,-,-
0.099,0.008,0.021,0.021,ATN,Ashburton Min,0.021,0.1,500,0.02,0.023,-,,-,-,-,-0.83,-
0.18,0.013,0.115,0.10,AKM,Aspire Min Ltd,0.105,0.6,7430,0.10,0.105,-,,-,-,-,-7.45,-
0.016,0.005,0.007,0.006,ARO,Astro Res NL,0.007,0.1,45603,0.006,0.007,-,,-,-,-,-0.2,-
0.007,0.002,-,-,AROOB,  opt nov12,0.002,,-,0.002,0.003,-,,-,-,-,-,-
0.12,0.032,-,-,AHN,Athena Res,0.065,,-,0.051,0.065,-,,-,-,-,-0.62,-
0.031,0.017,-,-,AHNOA,  opt apr12,0.031,,-,0.012,0.035,-,,-,-,-,-,-
0.10,0.04,0.044,0.043,ATV,Atlantic Gold NL,0.043,0.1,2497,0.044,0.047,-,,-,-,-,-0.25,-
0.03,0.011,-,-,ATVCD,  ctg,0.012,,-,0.001,0.03,-,,-,-,-,-,-
0.045,0.008,-,-,ATVOA,  opt jan11,0.008,,-,0.008,0.01,-,,-,-,-,-,-
3.05,1.475,2.15,2.03,AGO,Atlas Iron Ltd,2.08,4,74838,2.06,2.09,-,,-,-,-,-15.5,-
0.125,0.034,0.045,0.042,AXY,Atom Energy Ltd,0.042,-0.3,3420,0.042,0.045,-,,-,-,-,-0.88,-
0.01,0.001,-,-,AXYO,  opt oct10,0.001,,-,0.001,0.002,-,,-,-,-,-,-
0.185,0.092,0.14,0.135,ATQ,Atomic Res,0.135,-0.5,6179,0.135,0.14,-,,-,-,-,-6.9,-
0.04,0.001,-,-,ATQO,  opt aug11,0.035,,-,0.015,0.045,-,,-,-,-,-,-
0.26,0.12,-,-,ACZ,Atticus Resource,0.19,,-,0.12,0.19,-,,-,-,-,-0.49,-
0.09,0.03,-,-,ACZO,  opt sep12,0.03,,-,0.03,0.05,-,,-,-,-,-,-
0.212,0.081,0.19,0.16,ADX,Audax Res,0.165,-1,48210,0.16,0.165,-,,-,-,-,-0.89,-
0.25,0.016,-,-,AUK,Augur Res Ltd,0.15,,-,0.15,0.18,-,,-,-,-,-0.82,-
0.045,0.009,-,-,AUKO,  opt jun10,0.03,,-,0.005,0.02,-,,-,-,-,-,-
0.47,0.10,0.25,0.235,AUJ,Augustus Min,0.25,,775,0.235,0.27,-,,-,-,-,-0.66,-
0.215,0.024,0.03,0.03,AUJO,  opt jul10,0.03,0.6,1400,0.025,0.04,-,,-,-,-,-,-
0.33,0.105,0.17,0.16,AEE,Aura Energy,0.17,1.5,1136,0.16,0.18,-,,-,-,-,-3.57,-
