ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4779.5 at 2010-11-10T16:38:18. Report at Wednesday, November 10, 2010. Processed Thursday at 2010-11-11T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.39,.14,-,-,TDO,3D Oil,.185,-,-,.19,.20,-,,-,-,-,-.42,-,,
.049,.016,.036,.034,DDD,3D Res,.036,-.1,6250,.036,.037,-,,-,-,-,-1.15,-,,
.25,.044,.215,.205,AAO,A'asia Gold,.215,+1,940,.21,.215,-,,-,-,-,-.37,-,,
.15,.011,-,-,AAOO,  opt apr13,.10,-,-,.075,.10,-,,-,-,-,-,-,,
.57,.20,.225,.22,ARH,A'asian Resources,.22,-.5,226,.22,.23,-,,-,-,-,-.09,-,,
.42,.10,.125,.115,AAM,A1 Min,.12,+.5,12384,.12,.125,-,,-,-,-,-3.50,-,,
.05,.016,.037,.036,ABU,ABM Res,.036,-.1,58807,.036,.037,-,,-,-,-,-2.62,-,,
.25,.086,-,-,AII,Abra Min,.22,-,-,.185,.24,-,,-,-,-,-1.98,-,,
.48,.28,.465,.45,ACB,A-Cap Res,.45,-1.5,6453,.45,.46,-,,-,-,-,-1.05,-,,
.285,.13,.265,.245,ACS,Accent Res,.26,+1.5,5163,.26,.265,-,,-,-,-,-1.06,-,,
.029,.004,.023,.02,AEX,Acclaim Explore,.021,+.2,65450,.02,.021,-,,-,-,-,-.21,-,,
.003,.003,-,-,AEXCD,  ctg,.003,-,-,.003,.01,-,,-,-,-,-,-,,
.14,.05,.068,.067,AIV,Activex,.068,+.1,2800,.067,.068,-,,-,-,-,-1.13,-,,
.76,.344,.74,.72,ADU,Adamus Res,.725,-2,22097,.725,.73,-,,-,-,-,-28.16,-,,
.052,.015,.021,.02,ADD,Adavale Resources,.021,-,5018,.021,.022,-,,-,.02,-,-1.13,-,,
.197,.065,.073,.069,ADE,Adelaide Energy,.069,-,9068,.069,.071,-,,-,-,-,-1.14,-,,
.395,.125,.22,.22,ADN,Adelaide Res,.22,-,512,.22,.235,-,,-,-,-,-.63,-,,
1.49,.62,1.37,1.30,ABY,Aditya Birla,1.33,-2.5,6489,1.315,1.34,-,,-,1.61,-,18.71,7.1,,
.02,.005,.008,.007,ADY,Admiralty Res,.007,-,62943,.007,.008,-,,-,-,-,-.09,-,,
.095,.007,-,-,AVD,Advance Energy,.015,-,-,.015,.016,-,,-,.03,-,-2.40,-,,
