ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4689.7 at 2013-07-01T16:45:05. Report at Monday, July 1, 2013. Processed Tuesday at 2013-07-02T01:00:11+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.06,.085,.083,TDO,3D Oil,.083,-.4,10000,.083,.09,-,,-,-,-,-3.61,-,,
.045,.014,-,-,DDD,3D Res,.03,-,-,.015,.03,-,,-,-,-,-.10,-,,
.14,.021,.028,.028,ARH,A'asian Resources,.028,-,2,.028,.04,-,,-,-,-,-2.33,-,,
.30,.125,.15,.14,AYC,A1 Gold,.14,+1.5,40,.14,.16,-,,-,-,-,-.47,-,,
.065,.021,.025,.023,ABU,ABM Res,.023,-.1,31078,.023,.025,-,,-,-,-,-.43,-,,
.032,.007,.008,.008,AJC,Acacia Coal,.008,-.1,3450,.007,.008,-,,-,-,-,-.42,-,,
.175,.045,.046,.046,ACB,A-Cap Res,.046,-,4107,.045,.046,-,,-,-,-,-1.08,-,,
.335,.15,-,-,ACS,Accent Res,.225,-,-,.20,.25,-,,-,-,-,-.86,-,,
.022,.010,.016,.015,AIV,ActiveX,.016,+.1,216,.016,.017,-,,-,-,-,-.48,-,,
.021,.002,-,-,ADD,Adavale Resources,.002,-,-,.002,.004,-,,-,-,-,-1.58,-,,
.25,.035,.097,.093,ADN,Adelaide Res,.097,+.1,513,.093,.097,-,,-,-,-,-3.84,-,,
.60,.335,.39,.38,ABY,Aditya Birla,.39,+.5,507,.38,.39,5.00,,-,1.63,12.82,-2.66,-,,
.052,.018,-,-,ADY,Admiralty Res,.019,-,-,.018,.02,-,,-,-,-,-2.52,-,,
.007,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.30,-,,
.04,.012,.014,.014,ADX,ADX Energy,.014,+.2,2310,.012,.014,-,,-,-,-,-3.10,-,,
.335,.06,-,-,AQR,AEON Metals,.21,-,-,.21,.22,-,,-,-,-,-.13,-,,
.215,.063,.067,.067,AFR,African Energy Res cdi,.067,-.2,61,.068,.073,-,,-,-,-,-3.36,-,,
.215,.045,-,-,AGR,Aguia Res,.055,-,-,-,-,-,,-,-,-,-11.68,-,,
6.860,1.94,2.30,2.22,AQG,Alacer Gold cdi,2.24,+21,4286,2.24,2.26,-,,-,-,-,-130.01,-,,
.34,.04,-,-,AUQ,Alara Res,.045,-,-,.043,.046,-,,-,-,-,-2.58,-,,
.16,.028,-,-,ALY,Alchemy Resources,.035,-,-,.035,.045,-,,-,-,-,-.39,-,,
.018,.005,.006,.005,AWD,Aleator Energy,-,-,23643,.005,.006,-,,-,-,-,-.32,-,,
.005,.001,-,-,AWDO,  opt jan15,.001,-,-,.001,.002,-,,-,-,-,-,-,,
.26,.15,-,-,AQI,Alicanto Min,.15,-,-,.10,.18,-,,-,-,-,-1.50,-,,
1.19,.245,.325,.305,ALK,Alkane Res,.31,+.5,3691,.305,.315,-,,-,-,-,19.00,1.6,,
.095,.012,-,-,AHQ,Allegiance Coal,.012,-,-,.012,.014,-,,-,-,-,-.29,-,,
.02,.001,-,-,AHQO,  opt mar14,.001,-,-,-,.001,-,,-,-,-,-,-,,
.355,.093,.105,.10,AGS,Alliance Res,.10,-,1205,.10,.11,-,,-,-,-,-1.25,-,,
.125,.025,-,-,AGE,Alligator Energy,.026,-,-,.027,.033,-,,-,-,-,-.64,-,,
.022,.003,.003,.003,AYR,Alloy Res,.003,-,1500,.003,.004,-,,-,-,-,-.34,-,,
.05,.005,-,-,AYM,Altuis Mining,.008,-,-,.009,.014,-,,-,.04,-,-1.04,-,,
.33,.115,.135,.12,AOH,Altona Min,.135,-,1408,.13,.135,-,,-,-,-,.90,15.0,,
.22,.076,.091,.091,AJM,Altura Min,.091,+.1,48,.091,.10,-,,-,-,-,-.72,-,,
1.405,.625,1.015,.975,AWC,Alumina,.98,-.5,92676,.975,.985,2.80,,-,.93,2.86,-2.41,-,,
