ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4250.6 at 16:35 5/7/2010  Report at 19:05 Monday 5/7/2010. Processed 11:34 Tuesday 6/7/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.088,0.195,0.195,TDO,3D Oil Ltd,0.195,1,50,0.185,0.20,-,,-,-,-,-0.27,-
0.026,0.01,-,-,DDD,3D Res Ltd,0.02,,-,0.02,0.025,-,,-,-,-,-1.9,-
0.109,0.029,-,-,AAO,A'asia Gold,0.045,,-,0.046,0.05,-,,-,-,-,-1.28,-
0.02,0.012,-,-,AAOO,  opt apr13,0.016,,-,0.011,-,-,,-,-,-,-,-
0.67,0.21,0.24,0.23,ARH,A'asian Resour,0.23,-1,743,0.225,0.23,-,,-,-,-,-1.4,-
0.42,0.13,0.22,0.215,AAM,A1 Min Ltd,0.215,,2533,0.215,0.22,-,,-,-,-,-3.56,-
0.07,0.016,0.02,0.019,ABU,ABM Res NL,0.02,,4579,0.019,0.02,-,,-,-,-,-4.09,-
0.25,0.095,0.095,0.095,AII,Abra Min Ltd,0.095,,1648,0.08,0.13,-,,-,-,-,-1.94,-
0.60,0.28,0.33,0.33,ACB,A-Cap Res,0.33,2,450,0.31,0.32,-,,-,0.14,-,-0.91,-
0.27,0.13,-,-,ACS,Accent Res NL,0.145,,-,0.145,0.15,-,,-,-,-,-1.53,-
0.029,0.004,0.014,0.013,AEX,Acclaim Explore,0.013,-0.1,1903,0.013,0.015,-,,-,-,-,-0.38,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,0.025,-,,-,-,-,-,-
0.14,0.055,0.07,0.066,AIV,Activex Ltd,0.07,0.7,3108,0.066,0.07,-,,-,-,-,-1.49,-
0.06,0.001,-,-,AIVO,  opt jul10,0.01,,-,-,0.01,-,,-,-,-,-,-
0.595,0.303,0.51,0.49,ADU,Adamus Res,0.50,-1,6012,0.485,0.50,-,,-,-,-,-12.87,-
0.065,0.019,0.029,0.029,ADD,Adavale Resource,0.029,0.1,1998,0.029,0.034,-,,-,0.02,-,-0.96,-
0.215,0.085,0.09,0.09,ADE,Adelaide Energy,0.09,-0.4,54,0.089,0.09,-,,-,-,-,0.97,9.3
0.395,0.089,0.145,0.14,ADN,Adelaide Res,0.145,1,114,0.145,0.15,-,,-,-,-,-0.56,-
0.425,0.06,0.42,0.42,ADI,Adelphi Energy,0.42,,27474,0.42,0.425,-,,-,-,-,-4.27,-
1.65,0.50,0.68,0.66,ABY,Aditya Birla,0.66,2,1934,0.655,0.67,-,,-,1.51,-,19.61,3.4
0.025,0.005,0.007,0.006,ADY,Admiralty Res,0.006,-0.1,49396,0.006,0.007,-,,-,-,-,0.09,6.7
0.125,0.007,0.01,0.01,AVD,Advance Energy,0.01,,1800,0.01,0.012,-,,-,-,-,-3.1,-
