ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5362.1 at 2014-03-24T16:46:36. Report at Monday, March 24, 2014. Processed Tuesday at 2014-03-25T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.14,.075,.091,.091,TDO,3D Oil,.091,-.1,782,.09,.091,-,,-,-,-,-.56,-,,
.036,.012,-,-,DDD,3D Res,.02,-,-,.02,.022,-,,-,-,-,-.24,-,,
.16,.021,.03,.03,ARH,A'asian Resources,.03,-,37,.029,.03,-,,-,-,-,-4.20,-,,
.215,.085,-,-,AYC,A1 Gold,.12,-,-,.097,.12,-,,-,-,-,-.82,-,,
.044,.021,.027,.026,ABU,ABM Res,.026,-,11852,.026,.027,-,,-,-,-,-.22,-,,
.017,.007,.011,.011,AJC,Acacia Coal,.011,-,2860,.011,.012,-,,-,-,-,-.19,-,,
.097,.042,.062,.062,ACB,A-Cap Res,.062,-.2,1703,.062,.066,-,,-,-,-,-1.33,-,,
.23,.14,.195,.195,ACS,Accent Res,.195,-1.5,400,.195,.23,-,,-,-,-,-1.44,-,,
.021,.01,.016,.016,AIV,ActiveX,.016,-,5000,.016,.017,-,,-,-,-,-1.23,-,,
.011,.002,-,-,ADD,Adavale Resources,.004,-,-,.003,.006,-,,-,-,-,-.26,-,,
.25,.036,.06,.056,ADN,Adelaide Res,.056,-.3,1887,.056,.06,-,,-,-,-,-.49,-,,
.46,.295,-,-,ABY,Aditya Birla,.295,-,-,.295,.26,-,,-,1.59,-,-.21,-,,
.035,.013,.014,.014,ADY,Admiralty Res,.014,-,10290,.014,.015,-,,-,-,-,-2.92,-,,
.001,.001,-,-,AVD,Advance Energy,.001,-,-,-,.001,-,,-,-,-,-.13,-,,
.022,.012,-,-,ADX,ADX Energy,.013,-,-,.013,.014,-,,-,-,-,-3.21,-,,
.295,.105,-,-,AQR,AEON Metals,.15,-,-,.125,.15,-,,-,-,-,-.80,-,,
