ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4364.7 at 2012-03-16T16:41:23. Report at Friday, March 16, 2012. Processed Saturday at 2012-03-17T01:00:07+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div c per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share c,P/E Ratio,
.23,.069,.075,.075,TDO,3D Oil,.075,-.4,130,.07,.075,-,,-,-,-,-.62,-,,
.06,.035,-,-,DDD,3D Res,.043,-,-,-,-,-,,-,-,-,-.33,-,,
.41,.15,.195,.17,ARH,A'asian Resources,.17,-1.5,11133,.17,.20,-,,-,-,-,-.07,-,,
.082,.033,.05,.048,ABU,ABM Res,.05,+.2,692700,.049,.051,-,,-,-,-,-.43,-,,
.185,.038,.054,.049,AJC,Acacia Coal,.052,+.3,46031,.052,.053,-,,-,-,-,-1.14,-,,
.45,.165,.23,.225,ACB,A-Cap Res,.225,+.5,1203,.225,.245,-,,-,-,-,-2.30,-,,
.405,.205,-,-,ACS,Accent Res,.30,-,-,.255,.30,-,,-,-,-,-.54,-,,
.245,.105,.20,.195,ACN,Acer Energy,.20,-,2310,.195,.205,-,,-,-,-,-4.59,-,,
.065,.019,.022,.02,AIV,ActiveX,.022,+.2,1194,.02,.025,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.037,.01,.013,.013,ADD,Adavale Resources,.013,-.2,167,.014,.015,-,,-,.01,-,-.51,-,,
.175,.055,.075,.07,ADN,Adelaide Res,.075,+.1,4686,.074,.076,-,,-,-,-,-.95,-,,
.80,.135,.185,.18,AAO,Adept Solutions,.18,-1,88,.17,.23,-,,-,.10,-,-9.92,-,,
.11,.051,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
1.95,.68,.79,.76,ABY,Aditya Birla,.775,+.5,5287,.77,.79,9.00,,1.41,1.67,11.61,12.66,6.1,,
.097,.034,.05,.048,ADY,Admiralty Res,.05,+.2,18135,.048,.05,-,,-,-,-,-.44,-,,
.02,.004,.004,.004,AVD,Advance Energy,.004,-,686,.004,.005,-,,-,-.03,-,-4.44,-,,
.005,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.062,.083,.082,ADX,ADX Energy,.082,-.2,5952,.081,.084,-,,-,-,-,-1.57,-,,
.915,.225,.30,.28,AFR,African Energy Res cdi,.295,-.5,5293,.295,.30,-,,-,-,-,-1.58,-,,
.57,.175,-,-,AKI,African Iron,.56,-,-,-,-,-,,-,-,-,-2.70,-,,
.385,.055,-,-,AKIOA,  opt dec13,.36,-,-,-,-,-,,-,-,-,-,-,,
.024,.004,-,-,AAE,Agri Energy,.009,-,-,-,-,-,,-,-,-,-.23,-,,
1.24,.405,.48,.48,AGR,Aguia Res,.48,+.5,200,.475,.49,-,,-,-,-,-9.22,-,,
12.30,7.60,8.25,8.11,AQG,Alacer Gold cdi,8.19,-16,5579,8.15,8.24,-,,-,-,-,-12.11,-,,
.42,.23,.35,.33,AUQ,Alara Res,.35,+3,1028,.335,.345,-,,-,-,-,-3.84,-,,
.376,.114,.17,.165,ALY,Alchemy Resources,.17,-.5,1750,.165,.17,-,,-,-,-,-1.58,-,,
.145,.067,.08,.078,AYN,Alcyone Res,.078,-,45323,.078,.079,-,,-,-,-,-.52,-,,
2.706,.882,1.40,1.285,ALK,Alkane Res,1.365,+6.5,20753,1.355,1.40,-,,-,-,-,-1.22,-,,
.615,.115,.37,.35,AGS,Alliance Res,.365,+1,3447,.36,.37,-,,-,-,-,-2.53,-,,
4.00,.45,1.90,1.87,ALD,Allied Gold cdi,1.87,-1,1027,1.84,1.89,-,,-,2.99,-,-3.03,-,,
.19,.076,.185,.18,AGE,Alligator Energy,.185,+1,2700,.18,.185,-,,-,-,-,-,-,,
.076,.015,-,-,AYR,Alloy Res,.015,-,-,.015,.018,-,,-,-,-,-.30,-,,
.15,.06,.084,.08,AYM,Altuis Mining,.08,-.4,2550,.08,.097,-,,-,.08,-,-.65,-,,
.39,.19,.31,.295,AOH,Altona Min,.30,-,15695,.295,.30,-,,-,-,-,-3.83,-,,
.225,.13,.17,.17,AJM,Altura Min,.17,-,2295,.17,.175,-,,-,-,-,-.59,-,,
2.72,1.085,1.23,1.19,AWC,Alumina,1.205,-2,218925,1.20,1.21,5.68,f,.90,1.04,4.71,5.12,23.5,,
.315,.19,.22,.22,AMU,Amadeus Energy,.22,+.5,2094,.215,.225,-,,-,.30,-,.35,62.9,,
.245,.175,.21,.195,AQO,Ambassador Oil & Gas,.21,+2,11071,.20,.21,-,,-,-,-,-1.20,-,,
1.50,.435,1.25,1.20,AXZ,Amex Res,1.23,+3,337,1.18,1.23,-,,-,-,-,-3.46,-,,
3.05,1.12,1.19,1.12,AMX,Ampella Min,1.135,-2.5,5191,1.115,1.14,-,,-,-,-,-12.25,-,,
.20,.09,-,-,AEK,Anatolia Energy,.15,-,-,-,-,-,,-,-,-,-1.78,-,,
.34,.15,-,-,AHR,Anchor Res,.20,-,-,-,-,-,,-,-,-,-2.96,-,,
1.25,1.217,-,-,ATM,Aneka Tambang cdi,1.25,-,-,-,-,3.28,,.66,-,2.62,2.16,57.9,,
.027,.008,.01,.009,AAR,Anglo Aust Res,.01,-,5200,.009,.01,-,,-,-,-,-.13,-,,
9.70,6.50,7.43,7.41,AGG,Anglogold Ashanti cdi,7.43,+5,4,7.10,7.98,9.51,,5.87,2.60,1.28,55.83,13.3,,
.56,.35,.43,.41,AZZ,Antares Energy,.425,-,2798,.415,.43,-,,-,-,-,26.90,1.6,,
.31,.076,-,-,AZY,Antipa Min,.085,-,-,-,-,-,,-,-,-,-.84,-,,
.13,.02,-,-,AZYO,  opt mar13,.02,-,-,-,-,-,,-,-,-,-,-,,
7.68,5.24,-,-,AVM,Anvil Min cdi,7.45,-,-,-,-,-,,-,-,-,-23.97,-,,
.022,.009,-,-,AAL,APAC Coal,.012,-,-,-,-,-,,-,-,-,-.07,-,,
.013,.001,.002,.002,AXM,Apex Minerals,.002,-,844996,.001,.002,-,,-,-,-,.49,.4,,
.004,.001,-,-,AXMO,  opt nov12,.002,-,-,-,-,-,,-,-,-,-,-,,
.128,.052,.055,.054,AQQ,Aphrodite Gold,.054,-.1,868,.054,.055,-,,-,-,-,-.60,-,,
.036,.01,-,-,AQQO,  opt dec13,.015,-,-,-,-,-,,-,-,-,-,-,,
.10,.045,.05,.05,AON,Apollo Minerals,.05,-,1600,.045,.05,-,,-,-,-,-1.80,-,,
5.89,1.955,2.32,2.26,AQP,Aquarius Platinum,2.28,-4,7434,2.26,2.36,3.76,,-,-,1.65,-46.14,-,,
9.236,3.927,5.11,5.00,AQA,Aquila Res,5.02,-1,5400,5.01,5.07,-,,-,-,-,-20.60,-,,
1.465,.30,.345,.32,ARU,Arafura Resources,.325,-2,33754,.325,.33,-,,-,-,-,-2.20,-,,
.039,.005,.008,.008,ARX,ARC Explore,.008,-.1,10000,.008,.009,-,,-,-,-,-.44,-,,
.006,.001,-,-,ARXO,  opt jun12,.002,-,-,-,-,-,,-,-,-,-,-,,
.36,.11,.345,.31,AXE,Archer Explore,.32,+1,44262,.315,.32,-,,-,-,-,-1.60,-,,
.29,.109,.13,.13,ARD,Argent Minerals,.13,-.5,1152,.13,.135,-,,-,-,-,-5.10,-,,
.30,.075,.09,.08,AVK,Argentina Min,.08,-1.6,1139,.08,.096,-,,-,-,-,-,-,,
.135,.012,.025,.025,AVKO,  opt mar15,.025,+.4,250,.025,.03,-,,-,-,-,-,-,,
.165,.029,-,-,AXT,Argo Explore,.04,-,-,.037,.04,-,,-,-,-,-2.33,-,,
.11,.039,.063,.062,ARE,Argonaut Res,.063,+.1,129,.063,.064,-,,-,-,-,-1.75,-,,
.275,.062,-,-,AGY,Argosy Minerals,.073,-,-,.055,.075,-,,-,-,-,-1.12,-,,
.425,.14,-,-,AHK,Ark Mines,.20,-,-,.20,.225,-,,-,-,-,-,-,,
.057,.012,.027,.025,ARV,Artemis Res,.025,-.3,7000,.024,.026,-,,-,-,-,-1.70,-,,
.135,.06,.07,.07,AAJ,Aruma Res,.07,-,5000,.05,.07,-,,-,-,-,-,-,,
.071,.005,-,-,ATN,Ashburton Min,.007,-,3030,.006,.008,-,,-,-,-,-.22,-,,
1.14,.275,.355,.345,AKM,Aspire Min,.35,-.5,5273,.34,.35,-,,-,-,-,-.93,-,,
12.22,8.17,9.54,9.19,AZT,Aston Res,9.19,-20,2859,8.29,9.54,-,,-,-,-,80.00,11.5,,
.007,.002,.003,.002,ARO,Astro Res,.002,-.1,101602,.002,.003,-,,-,-,-,-.06,-,,
.003,.001,-,-,AROOB,  opt nov12,.001,-,-,-,-,-,,-,-,-,-,-,,
.148,.072,-,-,AHN,Athena Res,.084,-,-,-,-,-,,-,-,-,-1.44,-,,
.065,.005,-,-,AHNOA,  opt apr12,.005,-,-,-,-,-,,-,-,-,-,-,,
