ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4686.8 at 16:34 17/2/2010  Report at 19:06 Wednesday 17/2/2010. Processed 19:28 Wednesday 17/2/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.28,0.275,TDO,3D Oil Ltd,0.28,2,1186,0.26,0.28,-,,-,-,-,-0.46,-
0.026,0.007,0.02,0.02,DDD,3D Res Ltd,0.02,-0.1,1000,0.02,0.021,-,,-,-,-,-4.66,-
0.12,0.018,0.06,0.06,AAO,A'asia Gold,0.06,-0.5,200,0.06,0.065,-,,-,-,-,-5.03,-
0.70,0.29,0.485,0.475,ARH,A'asian Resour,0.475,-0.5,443,0.475,0.485,-,,-,-,-,-2.85,-
0.42,0.11,0.33,0.31,AAM,A1 Min Ltd,0.32,,3992,0.315,0.325,-,,-,-,-,-3.99,-
0.07,0.006,-,-,ABU,ABM Res NL,0.028,,-,0.029,0.029,-,,-,-,-,-0.65,-
0.25,0.13,0.16,0.16,AII,Abra Min Ltd,0.16,-2,3,0.16,0.19,-,,-,-,-,-1.39,-
0.60,0.105,0.36,0.35,ACB,A-Cap Res,0.35,-1,492,0.355,0.36,-,,-,-,-,-2.93,-
0.27,0.071,0.20,0.20,ACS,Accent Res NL,0.20,,1944,0.19,0.20,-,,-,-,-,-1.37,-
0.008,0.003,0.006,0.005,AEX,Acclaim Explore,0.005,0.1,35570,0.005,0.006,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,-,0.02,-,,-,-,-,-,-
0.12,0.032,-,-,AIV,Activex Ltd,0.08,,-,0.08,0.087,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.015,,-,0.012,0.02,-,,-,-,-,-,-
0.53,0.28,0.42,0.41,ADU,Adamus Res,0.41,0.5,8563,0.405,0.415,-,,-,-,-,-10.25,-
0.065,0.016,0.031,0.026,ADD,Adavale Resource,0.031,0.1,3022,0.028,0.039,-,,-,0.03,-,-0.3,-
0.16,0.04,0.14,0.125,ADE,Adelaide Energy,0.125,0.5,764,0.125,0.14,-,,-,-,-,1.39,9.0
0.395,0.046,0.22,0.205,ADN,Adelaide Res,0.22,1.5,2232,0.21,0.22,-,,-,-,-,4.86,4.5
0.27,0.045,0.27,0.255,ADI,Adelphi Energy,0.265,2,7047,0.26,0.265,-,,-,-,-,-5.87,-
1.65,0.096,1.115,1.06,ABY,Aditya Birla,1.10,9,15713,1.095,1.12,-,,-,1.42,-,-17.34,-
0.037,0.011,0.013,0.012,ADY,Admiralty Res,0.012,,111146,0.012,0.013,-,,-,-,-,-2.73,-
0.125,0.03,-,-,AVD,Advance Energy,0.06,,-,0.044,0.055,-,,-,0.04,-,-1.06,-
1.24,0.50,0.59,0.565,AED,AED Oil Ltd,0.565,,1713,0.56,0.585,-,,-,-,-,-66.9,-
0.24,0.02,-,-,AFR,African Energy Res cdi,0.095,,-,0.089,0.094,-,,-,-,-,-1.5,-
0.027,0.009,0.011,0.01,AAE,Agri Energy Ltd,0.01,,8332,0.01,0.011,-,,-,0.19,-,-10.8,-
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.185,,-,0.18,0.24,-,,-,-,-,-1.12,-
0.25,0.035,0.135,0.135,AUQ,Alara Res Ltd,0.135,,18,0.135,0.15,-,,-,-,-,-11.01,-
1.27,0.042,0.855,0.815,ALY,Alchemy Resource,0.815,,7156,0.805,0.83,-,,-,-,-,-3.27,-
0.96,0.001,0.59,0.585,ALYO,  opt aug10,0.585,3.5,870,0.52,0.585,-,,-,-,-,-,-
0.06,0.031,0.033,0.032,AYN,Alcyone Res Ltd,0.032,,5938,0.03,0.033,-,,-,-,-,-8.29,-
0.021,0.021,-,-,AYNOB,  opt sep11,-,,-,-,0.001,-,,-,-,-,-,-
0.49,0.18,0.335,0.33,ALK,Alkane Res Ltd,0.33,2.5,1300,0.325,0.33,-,,-,-,-,-0.25,-
0.98,0.363,0.54,0.525,AGS,Alliance Res,0.53,-0.5,1558,0.525,0.54,-,,-,-,-,-8.3,-
0.57,0.25,0.295,0.28,ALD,Allied Gold Ltd,0.285,-0.5,19681,0.27,0.29,-,,-,0.26,-,-3.42,-
0.045,0.011,0.028,0.028,AYR,Alloy Res,0.028,,3250,0.025,0.028,-,,-,-,-,-0.82,-
0.37,0.065,0.195,0.195,AJM,Altura Min Ltd,0.195,,682,0.195,0.20,-,,-,-,-,-4.6,-
