.024,.004,.009,.009,AAE,Agri Energy,20c,,.009,,19905,.009,.01,,,,,,-.17,,,
1.56,.405,.52,.48,AGR,Aguia Res,,,.51,+3,1328,.51,.54,,,,,,-4.62,,,
12.30,7.60,9.23,9.02,AQG,Alacer Gold cdi,,,9.03,-8,9882,9.01,9.12,,,,,,-12.11,,,
.44,.23,.32,.30,AUQ,Alara Res,,,.32,+2.5,4013,.315,.32,,,,,,-3.84,,,
.466,.114,.135,.135,ALY,Alchemy Resources,,,.135,-.5,306,.135,.14,,,,,,-1.58,,,
.145,.04,.095,.09,AYN,Alcyone Res,,,.094,+.5,189946,.094,.095,,,,,,-.39,,,
2.73,.89,1.235,1.17,ALK,Alkane Res,,4027,1.23,+5.5,15973,1.23,1.235,,,,,,-1.22,,,
.43,.115,.345,.33,AGS,Alliance Res,,4020,.33,,5193,.325,.34,,,,,,-2.53,,,
4.00,.45,2.07,2.02,ALD,Allied Gold cdi,,,2.03,-5,332,2.02,2.05,,,,,,-.64,,,
.245,.076,.115,.115,AGE,Alligator Energy,,,.115,,250,.115,.12,,,,,,,,,
.076,.02,.022,.02,AYR,Alloy Res,,,.02,-.3,2247,.02,.023,,,,,,-.30,,,
.15,.06,.105,.10,AYM,Altuis Mining,,,.10,-.5,9650,.095,.10,,,,,,,,,
.39,.19,.26,.26,AOH,Altona Min,,,.26,,970,.26,.265,,,,,,-3.83,,,
.225,.13,.17,.17,AJM,Altura Min,20c,,.17,,2020,.17,.175,,,,,,-.59,,,
2.72,1.085,1.30,1.255,AWC,Alumina,,4012,1.285,-1.5,154248,1.28,1.285,6.83,f,.28,1.14,5.32,1.88,68.4,,
.315,.19,.215,.21,AMU,Amadeus Energy,20c,5288,.215,,1771,.21,.215,,,,.27,,-2.23,,,
.245,.175,.215,.21,AQO,Ambassador Oil & Gas,,,.21,-.5,3000,.21,.215,,,,,,,,,
1.50,.40,,,AXZ,Amex Res,,,1.085,,,,,,,,,,-3.29,,,
3.13,1.325,1.45,1.42,AMX,Ampella Min,,,1.42,-.5,2770,1.42,1.435,,,,,,-12.25,,,
.34,.15,,,AHR,Anchor Res,,,.22,,,.13,.25,,,,,,-2.96,,,
1.365,1.217,,,ATM,Aneka Tambang cdi,,4521,1.25,,,,,3.28,,.79,,2.62,2.60,48.1,,
.031,.008,.01,.009,AAR,Anglo Aust Res,,4001,.01,,725,.009,.01,,,,,,-.13,,,
9.80,6.50,,,AGG,Anglogold Ashanti cdi,,5894,8.65,,,7.60,8.65,6.82,,8.19,2.60,.79,55.83,15.5,,
.56,.35,.38,.37,AZZ,Antares Energy,20c,,.375,-.5,4317,.375,.38,,,,,,26.90,1.4,,
.31,.077,.082,.082,AZY,Antipa Min,,,.082,,608,.07,.082,,,,,,,,,
.13,.025,,,AZYO,  opt mar13,,,.025,,,,,,,,,,,,,
7.68,5.10,7.29,7.17,AVM,Anvil Min cdi,,,7.29,+15,258,7.25,7.29,,,,,,-23.97,,,
.033,.009,,,AAL,APAC Coal,,,.018,,,,,,,,,,-.32,,,
.018,.004,,,AXM,Apex Minerals,20c,4288,.006,,,,,,,,,,.49,1.2,,
.004,.001,,,AXMO,  opt nov12,,,.002,,,,,,,,,,,,,
.128,.052,.059,.056,AQQ,Aphrodite Gold,,,.059,+.3,775,.058,.059,,,,,,-.60,,,
.036,.01,.018,.018,AQQO,  opt dec13,,,.018,+.2,900,.013,.018,,,,,,,,,
.10,.045,.06,.058,AON,Apollo Minerals,,,.058,+.4,400,.057,.065,,,,,,-1.80,,,
6.81,2.18,2.52,2.48,AQP,Aquarius Platinum,15c,4675,2.50,-5,8720,2.49,2.52,7.71,,,,3.08,-2.10,,,
9.236,3.927,6.05,5.93,AQA,Aquila Res,20c,8222,5.97,,2589,5.92,6.11,,,,,,-17.70,,,
1.465,.34,.48,.46,ARU,Arafura Resources,,5057,.47,,8124,.47,.48,,,,,,-2.20,,,
.045,.005,.007,.007,ARX,ARC Explore,20c,5733,.007,+.1,81670,.006,.007,,,,,,-.44,,,
.008,.001,,,ARXO,  opt jun12,,,.002,,,,,,,,,,,,,
.32,.11,.165,.165,AXE,Archer Explore,,,.165,,70,.165,.18,,,,,,-1.50,,,
.29,.073,.145,.145,ARD,Argent Minerals,,,.145,,550,.145,.15,,,,,,-8.40,,,
.375,.08,.08,.08,AVK,Argentina Min,,,.08,,800,.083,.087,,,,,,,,,
.22,.017,.017,.017,AVKO,  opt mar15,,,.017,,200,.017,.027,,,,,,,,,
.165,.029,,,AXT,Argo Explore,,,.049,,,,,,,,,,-1.51,,,
.115,.039,.05,.044,ARE,Argonaut Res,,4686,.05,+.6,6758,.048,.05,,,,,,-1.75,,,
.365,.062,.091,.09,AGY,Argosy Minerals,,2069,.09,,1000,.09,.105,,,,,,-1.12,,,
.425,.14,.21,.21,AHK,Ark Mines,,,.21,,115,.21,.215,,,,,,,,,
.067,.012,.018,.016,ARV,Artemis Res,,,.016,-.2,4196,.015,.018,,,,,,-1.70,,,
.14,.06,,,AAJ,Aruma Res,,,.07,,,,,,,,,,,,,
.071,.006,,,ATN,Ashburton Min,,4569,.007,,,,,,,,,,-.22,,,
1.14,.275,.435,.42,AKM,Aspire Min,,,.43,+.5,17607,.42,.43,,,,,,-.93,,,
12.22,8.17,9.37,9.16,AZT,Aston Res,,,9.33,+17,3445,9.16,9.50,,,,,,127.00,7.3,,
.007,.002,.003,.003,ARO,Astro Res,,4049,.003,,16667,.002,.003,,,,,,-.06,,,
.003,.001,,,AROOB,  opt nov12,,4339,.001,,,,,,,,,,,,,
.152,.072,,,AHN,Athena Res,,,.09,,,.089,.09,,,,,,-.79,,,
.08,.009,,,AHNOA,  opt apr12,,,.01,,,,,,,,,,,,,
2.45,.95,1.00,.985,ATI,Atlantic,20c,7010,1.00,+5,500,.95,1.00,,,,,,12.60,7.9,,
.054,.031,.032,.032,ATV,Atlantic Gold,,,.032,+.1,2000,.032,.034,,,,,,-.19,,,
.03,.001,,,ATVCD,  ctg,20c,,.003,,,,,,,,,,,,,
4.34,2.58,3.30,3.21,AGO,Atlas Iron,,,3.30,+5,60922,3.29,3.30,3.00,,8.90,1.98,.91,26.70,12.4,,
.31,.15,,,ACZ,Atticus Resources,,,.27,,,,,,,,,,.07,385.7,,
.09,.023,,,ACZO,  opt sep12,,,.047,,,,,,,,,,,,,
.598,.15,.23,.23,AYA,Attila Res,,,.23,+2,40,.21,.225,,,,,,-3.03,,,
.21,.035,,,AYAO,  opt jun14,,,.036,,,,,,,,,,,,,
.26,.10,,,ACP,Audalia Res,,,.23,,,,,,,,,,,,,
.03,.03,,,ACPO,  opt apr14,,,.03,,,,,,,,,,,,,
.48,.105,.135,.13,AUK,Augur Res,,,.135,+.5,2748,.125,.145,,,,,,-1.64,,,
.555,.135,.225,.22,AEE,Aura Energy,,,.22,+1,1723,.22,.225,,,,,,-2.10,,,
.097,.018,,,AGU,Aurium Res,,,.021,,,.021,.024,,,,,,-.31,,,
.062,.002,,,AGUOA,  opt sep12,,,.003,,,,,,,,,,,,,
.32,.099,.115,.115,ARM,Aurora Minerals,,,.115,-.5,725,.115,.12,,,,,,-6.17,,,
3.71,2.11,3.00,2.89,AUT,Aurora Oil & Gas,20c,,3.00,+8,39564,2.92,3.01,,,,,,1.73,173.4,,
.45,.045,.046,.046,AIW,Aust-American Min,,,.046,,693,.043,.046,,,,,,-2.50,,,
.036,.001,.003,.003,AIWO,  opt dec12,,,.003,,200,.001,.008,,,,,,,,,
1.81,.86,1.00,.97,AUC,Ausgold,,,.98,+2,1870,.97,.99,,,,,,-1.11,,,
1.60,.675,.85,.75,AUCO,  opt mar13,,,.85,+10,205,.80,.85,,,,,,,,,
.225,.16,,,AOA,Ausmon Resources,,,.20,,,.05,.19,,,,,,-2.23,,,
.195,.03,.03,.03,ANW,AusNiCo,,,.03,,1000,.022,.03,,,,,,-1.10,,,
.095,.028,.033,.032,AQC,Aust Pacific Coal,20c,,.033,,5425,.032,.035,,,,,,-.50,,,
.17,.052,.079,.068,AQD,AusQuest,,,.079,+1.4,2203,.073,.079,,,,,,-4.59,,,
.47,.115,.16,.16,AQR,Aussie Q Res,,,.16,,50,.15,.16,,,,,,-3.71,,,
.89,.34,.50,.465,ABZ,Aust Bauxite,,,.49,+1,1509,.485,.49,,,,,,-1.38,,,
.235,.095,.15,.15,AKA,Aust Minerals &  Min,,,.15,,1064,.15,.165,,,,,,-1.07,,,
.013,.008,.012,.01,AKAOA,  opt nov12,,,.012,+.3,5600,.011,.012,,,,,,,,,
.029,.013,.016,.016,AUZ,Aust Mines,20c,5384,.016,,13415,.016,.017,,,,,,-.73,,,
.01,.003,,,AUZO,  opt jun13,,4019,.003,,,,,,,,,,,,,
.19,.05,.06,.06,AOC,Aust Oil Co,,,.06,,200,.06,.065,,,,,,-1.20,,,
.004,.001,,,AOM,Aust Oriental Min,,,.002,,,,,,,,,,-.16,,,
.027,.013,.018,.017,ARW,Aust Renewable,,,.017,,68328,.017,.018,,,,.01,,-.48,,,
.125,.065,.10,.10,AOK,AusTex Oil,,,.10,+.5,1160,.10,.105,,,,,,-1.62,,,
.044,.022,.034,.032,AKK,Austin Explore,,,.034,+.2,120947,.033,.034,,,,,,-.21,,,
.01,.004,.007,.007,AKKOA,  opt jul13,,,.007,+.1,8772,.006,.007,,,,,,,,,
.006,.001,.002,.002,AKKOB,  opt jul12,,,.002,+.1,33890,.001,.002,,,,,,,,,
.105,.035,.044,.043,APG,Austpac Res,25c,4038,.044,,2578,.042,.044,,,,,,-.25,,,
.34,.20,.22,.22,AGD,Austral Gold,20c,,.22,,2000,.098,.22,,,,,,7.90,2.8,,
.839,.16,.215,.215,AZX,Auzex Res,,,.215,-.5,499,.18,.22,,,,,,-2.40,,,
.345,.05,,,AVI,Avalon Minerals,,,.075,,,.07,.073,,,,,,-1.10,,,
.19,.056,.105,.098,AVB,Avanco Res,,,.098,+.1,179984,.098,.099,,,,,,-.35,,,
.17,.042,.087,.083,AVBOB,  opt apr12,,,.083,+.2,5050,.082,.085,,,,,,,,,
.40,.14,.24,.24,AVY,Avenue Res,,,.24,-1,200,.24,.28,,,,,,-.99,,,
.295,.12,.125,.125,AVA,Aviva Corp,,6114,.125,,481,.125,.14,,,,,,-1.91,,,
.23,.045,.061,.06,AVZ,Avonlea Minerals,,,.061,+.4,445,.06,.061,,,,,,-2.30,,,
1.817,.872,1.645,1.62,AWE,AWE,20c,5390,1.62,+1,21926,1.61,1.635,,f,,1.66,,-22.53,,,
.024,.008,.01,.01,AXC,AXG Mining,,,.01,,4250,.01,.011,,,,,,-2.10,,,
.084,.025,.03,.028,AVQ,Axiom Min cdi,,,.03,+.2,45534,.029,.03,,,,,,-.66,,,
.25,.115,.155,.15,AZK,Aziana,,,.155,+1.5,200,.145,.17,,,,,,,,,
.04,.021,,,AZKO,  opt sep13,,,.027,,,,,,,,,,,,,
.80,.15,.80,.72,AZH,Azimuth Res,,,.785,+5,31187,.785,.795,,,,,,-1.16,,,
.745,.35,.39,.38,AZM,Azumah Res,,,.38,,5484,.375,.385,,,,,,-7.74,,,
.115,.022,.027,.025,AZS,Azure Minerals,,,.025,,2130,.025,.027,,,,,,-1.20,,,
.042,.01,.014,.013,BMB,Balamara Res,,,.014,+.2,195825,.014,.015,,,,,,-.27,,,
2.232,.46,.785,.745,BND,Bandanna Energy,,,.77,,22583,.765,.775,,,,,,-1.10,,,
.87,.195,.23,.22,BMN,Bannerman Res,,,.22,-.5,5836,.22,.23,,,,,,-5.60,,,
.03,.008,.016,.015,BKP,Baraka Energy,,,.016,+.1,28394,.016,.017,,,,,,-.04,,,
.057,.022,,,BAR,Barra Res,20c,4407,.026,,,,,,,,,,-.32,,,
.20,.11,,,BAC,Baru Resources,,,.125,,,,,,,,,,,,,
.034,.025,,,BACO,  opt dec16,,,.034,,,,,,,,,,,,,
.644,.33,.475,.465,BSE,Base Res,,,.47,,7138,.465,.47,,,,,,-2.27,,,
.465,.076,,,BSM,Bass Metals,,,.083,,,,,,,,,,-7.49,,,
.04,.025,,,BSMO,  opt sep14,,,.033,,,,,,,,,,,,,
.048,.016,.022,.021,BAS,Bass Strait Oil Co,,,.022,+.1,3500,.021,.022,,,,,,-.32,,,
.214,.04,.044,.041,BSR,Bassari Res,,,.041,-.1,8026,.041,.042,,,,,,-4.35,,,
.09,.001,,,BSRO,  opt jun12,,,.001,,,,.004,,,,,,,,,
.032,.005,,,BSROA,  opt nov12,,,.008,,565,.004,.01,,,,,,,,,
1.30,.55,.765,.725,BTU,Bathurst Res,,,.755,+.5,59894,.755,.765,,,,,,-2.76,,,
.35,.115,.14,.135,BAU,Bauxite Resources,,,.135,-.5,1773,.135,.14,,,,,,-1.51,,,
3.26,2.00,2.74,2.69,BCI,BC Iron,,,2.71,-2,539,2.70,2.74,,,,,,1.10,246.4,,
.026,.006,.007,.007,BCD,BCD Res,20c,,.007,,15812,.006,.007,,,,.03,,-3.24,,,
1.63,.79,1.61,1.565,BPT,Beach Energy,,4092,1.60,+3,31441,1.595,1.605,1.75,f,,1.15,1.09,-8.81,,,
.017,.004,.01,.009,BCN,Beacon Minerals,,,.01,,58302,.01,.011,,,,,,-.14,,,
.995,.59,.785,.755,BDR,Beadell Resources,,,.77,+3.5,60152,.76,.78,,,,,,-5.22,,,
1.69,.305,.35,.34,BKY,Berkeley Res,,4833,.34,-.5,1833,.34,.36,,,,,,-10.75,,,
.91,.065,.09,.09,BKYO,  opt may13,,5492,.09,-1,100,.072,.098,,,,,,,,,
49.81,33.68,37.75,37.48,BHP,BHP Billiton,$1,2136,37.75,-15,126982,37.75,37.80,97.94,f,4.08,9.90,2.59,399.57,9.4,,
.235,.038,.04,.04,BGS,Birimian Gold,,,.04,,500,.033,.04,,,,,,-1.43,,,
.17,.08,,,BFE,Black Fire Minerals,,,.105,,,.095,.105,,,,,,-1.60,,,
.091,.017,.031,.028,BLR,Black Range Min,50c,,.031,+.2,18070,.03,.031,,,,,,-.08,,,
.022,.005,.005,.005,BRD,Black Ridge Min,,,.005,-.1,3300,.005,.006,,,,,,-.20,,,
.004,.002,,,BRDOA,  opt dec12,,,.004,,,,,,,,,,,,,
.25,.12,.22,.20,BGG,Blackgold Int'l,,,.215,+1,1700,.215,.22,,,,.06,,2.68,8.0,,
.355,.15,.21,.20,BLK,Blackham Res,,,.21,-3,350,.20,.22,,,,,,-1.25,,,
.745,.38,.625,.61,BTR,Blackthorn Res,$2,,.62,-.5,1519,.62,.625,,,,,,1.07,57.9,,
.34,.17,.26,.24,BWD,Blackwood Corp,,,.26,+2,795,.24,.26,,,,,,-1.20,,,
.01,.001,.002,.002,BLZ,Blaze Int'l,40c,7301,.002,,14000,.001,.002,,,,,,-.10,,,
.25,.13,,,BGH,Bligh Res,,,.22,,,.20,.23,,,,,,,,,
.033,.004,.005,.005,BDI,Blina Minerals,,,.005,,7000,.005,.006,,,,,,-.29,,,
.125,.06,.08,.078,BUL,Blue Energy,$1,,.078,,4300,.077,.078,,,,,,-.77,,,
.24,.06,.095,.093,BOE,Boss Resources,,,.093,-.6,1719,.091,.098,,,,,,-.16,,,
.145,.035,,,BML,Botswana Metals,,,.04,,,.037,.04,,,,,,-1.82,,,
.068,.01,,,BMLO,  opt jun13,,,.014,,,.006,.01,,,,,,,,,
1.81,.63,.815,.76,BOC,Bougainville Copper,$1,4089,.785,+1.5,234,.765,.81,,,,.34,,-.41,,,
.12,.031,.034,.033,BGD,Boulder Steel,,4072,.033,-.1,162,.028,.033,,,,,,-.24,,,
.037,.002,.002,.002,BGDO,  opt mar12,,8252,.002,,10000,.002,.003,,,,,,,,,
.046,.016,.02,.019,BUY,Bounty Oil & Gas,,5011,.02,,6646,.02,.021,,,,,,-.03,,,
.065,.026,,,BWN,Bowen Energy,,,.032,,,,,,,,,,-1.80,,,
.298,.045,.07,.07,BMG,Brazilian Metal Grp,,,.07,,349,.07,.09,,,,,,-4.27,,,
.045,.006,.007,.006,BMGO,  opt mar14,,,.006,-.2,13701,.005,.012,,,,,,,,,
.165,.07,,,BZL,BrazIron,,,.11,,,,,,,,,,-1.04,,,
.091,.038,,,BRW,Breakaway Res,,4585,.042,,,,,,,,,,-1.33,,,
.185,.09,.115,.105,BUT,Bright Star Res,,,.115,,1565,.115,.12,,,,,,-1.49,,,
.105,.015,,,BUTO,  opt oct12,,,.034,,,,,,,,,,,,,
.315,.07,,,BTN,Brighton Min,,,.072,,,.072,.125,,,,,,-2.30,,,
6.25,1.60,2.15,2.12,BRM,Brockman Res,20c,,2.14,-3,710,2.12,2.15,,,,,,-30.10,,,
.20,.08,.10,.10,BPL,Broken Hill Prospecting,,,.10,,1470,.096,.10,,,,,,,,,
.06,.018,.02,.02,BPLOA,  opt feb14,,,.02,,500,.02,.039,,,,,,,,,
.25,.08,.095,.091,BMY,Brumby Res,,,.095,+.2,1295,.093,.095,,,,,,-3.40,,,
.13,.048,.066,.065,BCC,Buccaneer Energy,,,.066,,24541,.065,.066,,,,,,-2.55,,,
.074,.019,.024,.024,BCCO,  opt nov12,,,.024,-.5,400,.024,.026,,,,,,,,,
.20,.10,.125,.125,BNR,Bulletin Res,,,.125,,132,.125,.13,,,,,,-8.00,,,
.43,.035,.09,.083,BYR,Burey Gold,,,.084,+.2,16142,.084,.085,,,,,,-.44,,,
.07,.027,.028,.028,BUR,Burleson Energy,,,.028,,1369,.028,.029,,,,,,-1.60,,,
.023,.003,,,BUROA,  opt sep13,,,.004,,,,,,,,,,,,,
1.54,.45,1.53,1.475,BRU,Buru Energy,,,1.475,-3.5,3634,1.47,1.485,,,,,,-5.65,,,
.345,.11,,,BUX,Buxton Res,,,.16,,,,,,,,,,-4.60,,,
.105,.05,,,BUXO,  opt jan16,,,.09,,,,,,,,,,,,,
.25,.06,.076,.071,CBS,Cabral Res,20c,,.072,-.3,2764,.072,.076,,,,,,-.74,,,
.14,.03,,,CUU,Callabonna Uranium,,,.034,,,,,,,,,,-2.32,,,
.70,.285,.56,.54,CAY,Canyon Res,,,.55,+1,1714,.54,.55,,,,,,-8.44,,,
.355,.105,.11,.11,CBX,Cape Alumina,,,.11,-1,108,.11,.115,,,,,,-10.30,,,
.735,.35,.575,.555,CFE,Cape Lambert Res,20c,,.555,-1.5,7900,.555,.565,,f,,,,-1.96,,,
.075,.023,,,CMY,Capital Min,,,.023,,2000,.023,.027,,,,,,-.56,,,
3.01,1.04,1.325,1.285,CLR,Carabella Res,,,1.325,+.5,1198,1.30,1.335,,,,,,-6.38,,,
.41,.105,.13,.125,CRB,Carbine Res,,,.13,+1,18076,.125,.13,,,,,,-8.89,,,
.150,.071,.097,.095,CNQ,Carbine Tungsten,,,.095,,1061,.095,.097,,,,,,.20,47.5,,
.379,.08,.094,.089,CNX,Carbon Energy,50c,,.094,+.3,2766,.091,.094,,,,,,-2.45,,,
3.00,1.645,,,CRM,Carbon Minerals,,,1.65,,,,,,,,,,-.75,,,
.42,.24,,,CBP,Carbon Polymers,10c,,.26,,,,,,,,.05,,2.87,9.1,,
.012,.01,,,CBPO,  opt apr14,,,.01,,,,,,,,,,,,,
.435,.086,.115,.11,CVN,Carnarvon Pet,$5,4175,.115,+.5,10592,.115,.12,,,,.03,,.30,38.3,,
.14,.034,,,CAV,Carnavale Res,,,.035,,,.033,.055,,,,,,-12.26,,,
.035,.003,,,CAVO,  opt feb13,,,.003,,,,,,,,,,,,,
.03,.005,,,CPN,Carpathian Res,,4294,.01,,,.009,.01,,,,,,-2.29,,,
.68,.175,.285,.265,CAP,Carpentaria Expl,,,.265,-2.5,411,.265,.275,,,,,,-3.65,,,
.68,.30,.43,.43,CRK,Carrick Gold,,,.43,,330,.42,.45,,,,,,-1.28,,,
.018,.005,.006,.005,CIG,Caspian Oil & Gas,20c,,.005,,5625,.005,.006,,,,,,-.27,,,
.21,.17,.185,.185,CZI,Cassini Res,,,.185,,100,.185,.19,,,,,,,,,
.425,.215,.235,.23,CDT,Castle Minerals,,,.23,,90,.20,.23,,,,,,-5.20,,,
.63,.09,.105,.10,CGT,Castlemaine Gold,,,.10,-.5,803,.10,.105,,,,,,-.62,,,
.51,.21,.45,.44,CYL,Catalyst Metals,,,.45,+1,48,.435,.50,,,,,,-3.60,,,
.37,.09,.16,.16,CXU,Cauldron Energy,,,.16,+1,11,.15,.165,,,,,,-8.26,,,
.10,.005,,,CXUO,  opt oct12,,,.02,,,,,,,,,,,,,
.50,.20,.28,.28,CAZ,Cazaly Res,,,.28,-1,564,.275,.28,,,,,,1.13,24.8,,
.79,.13,,,CNL,Celamin Hldgs,,,.195,,,.185,.225,,,,,,-3.05,,,
.45,.115,,,CNLCA,  ctg,,,.12,,,.04,.16,,,,,,,,,
.39,.05,,,CNLO,  opt mar14,,,.10,,,.065,.105,,,,,,,,,
1.04,.465,.60,.59,CTM,Centaurus Metals,75c,,.59,,2418,.59,.60,,,,,,-1.56,,,
.22,.039,,,CNS,Centius Gold,,,.039,,,,,,,,,,,,,
.063,.025,,,CVR,Central Asia Res,,,.025,,,.022,.024,,,,,,-1.00,,,
.087,.038,.056,.055,CTP,Central Petroleum,,,.055,+.1,56483,.055,.056,,,,,,-3.80,,,
.037,.015,.021,.018,CTPO,  opt mar14,,,.021,,13622,.019,.021,,,,,,,,,
.14,.04,,,CWG,Central West Gold,20c,4176,.054,,,,,,,,,,-.60,,,
.465,.26,,,CXM,Centrex Metals,,,.295,,,.28,.295,,,,,,15.32,1.9,,
.38,.095,.125,.12,CJO,Cerro Res,20c,,.12,,6501,.115,.125,,,,,,-.93,,,
3.35,1.785,,,CGX,CGA Min,25c,5344,2.38,,,,,,,,.68,,18.21,13.1,,
.65,.24,.26,.255,CHN,Chalice Gold Mines,,,.26,,1670,.255,.265,,,,,,-1.80,,,
.24,.046,.055,.053,CEL,Challenger Energy,,,.053,-.5,800,.053,.056,,,,,,-3.07,,,
.094,.002,,,CELO,  opt jun12,,,.003,,,,,,,,,,,,,
.045,.012,.033,.032,CHM,Chameleon Min,,4852,.032,-.1,5328,.032,.034,,,,,,-1.48,,,
.92,.39,.455,.43,CHZ,Chesser Res,,,.43,-2.5,2303,.43,.45,,,,,,-1.28,,,
.44,.23,,,CMC,China Magnesium,,,.26,,,.27,.275,,,,.08,,-1.50,,,
.41,.155,.17,.17,CYU,Chinalco Yunnan Copper,,,.17,,56,.17,.18,,,,,,-1.68,,,
.237,.045,,,CYS,Chrysalis Res,,,.06,,,.065,.068,,,,,,-5.78,,,
.10,.012,,,CYSO,  opt jun13,,,.018,,,,,,,,,,,,,
.12,.06,.087,.084,CTO,Citigold Corp,,4006,.087,+.2,5203,.085,.088,,,,,,-.54,,,
.099,.042,.049,.049,CLY,Clancy Explore,,,.049,+.3,67,.043,.049,,,,,,-2.25,,,
.039,.007,,,CLYO,  opt jul13,,,.009,,,.003,.009,,,,,,,,,
.125,.02,,,CGV,Clean Global Energy,,,.022,,,,,,,,,,-3.97,,,
.003,.003,,,CGVOA,  opt jul13,,,.003,,,,,,,,,,,,,
.41,.24,.36,.355,CDG,Cleveland Min,,,.355,-.5,1364,.34,.355,,,,,,-2.69,,,
.088,.02,,,CES,Coal FE Resources,,,.05,,,,,,,,,,-.83,,,
1.535,.675,1.01,1.005,CZA,Coal of Africa,,,1.01,,424,.80,1.015,,,,,,-41.27,,,
.096,.035,.067,.067,CBQ,Coalbank,,,.067,+.2,154,.067,.07,,,,,,-1.30,,,
2.15,1.20,1.71,1.66,CPL,Coalspur Mines,20c,,1.70,-.5,9388,1.67,1.705,,,,,,-3.69,,,
.948,.419,.85,.80,CWK,Coalworks,,,.82,+3,4763,.815,.82,,,,,,-1.25,,,
1.18,.49,.775,.76,CCU,Cobar Cons Res,,,.775,+2.5,3755,.775,.78,,,,,,-1.60,,,
.55,.31,.435,.41,COK,Cockatoo Coal,,,.435,+2.5,24759,.43,.44,,,,,,-1.40,,,
.22,.20,.20,.20,CHK,Cohiba Min,,,.20,,175,.20,.215,,,,,,,,,
.08,.047,.07,.06,CRL,Comet Res,20c,8306,.06,-1,15087,.052,.06,,,,,,-.28,,,
.185,.10,.125,.12,COI,Comet Ridge,,,.125,,1100,.12,.125,,,,,,.40,31.3,,
.21,.08,,,CGU,Commissioners Gold,,,.08,,,.065,.075,,,,,,,,,
.22,.055,.085,.085,CDB,Condor Blanco Min,,,.085,,50,.081,.10,,,,,,,,,
.04,.012,,,CDBO,  opt apr14,,,.02,,,,,,,,,,,,,
.23,.04,.068,.068,CNK,Condor Metals,,,.068,+.3,150,.06,.07,,,,,,-.82,,,
1.25,.37,,,CPD,Condoto Platinum,,,.88,,,,,,,,,,-8.00,,,
.204,.05,.06,.06,CSD,Consolidated Tin Min,,,.06,,194,.059,.06,,,,,,-.80,,,
.10,.008,,,CSDO,  opt dec13,,,.014,,,,,,,,,,,,,
.81,.165,.24,.22,CCC,Continental Coal,40c,,.23,+1,196188,.225,.23,,,,,,-1.60,,,
