ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4866.9 at 16:34 17/3/2010  Report at 19:06 Wednesday 17/3/2010. Processed 19:28 Wednesday 17/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.25,0.25,TDO,3D Oil Ltd,0.25,,2000,0.245,0.25,-,,-,-,-,-0.27,-
0.026,0.007,-,-,DDD,3D Res Ltd,0.02,,-,0.02,0.024,-,,-,-,-,-1.9,-
0.12,0.02,0.09,0.08,AAO,A'asia Gold,0.082,-0.7,1385,0.08,0.082,-,,-,-,-,-1.28,-
0.70,0.29,0.46,0.45,ARH,A'asian Resour,0.46,2,374,0.445,0.46,-,,-,-,-,-2.85,-
0.42,0.11,0.28,0.26,AAM,A1 Min Ltd,0.27,-0.5,10492,0.265,0.27,-,,-,-,-,-3.99,-
0.07,0.006,0.028,0.027,ABU,ABM Res NL,0.027,,54880,0.027,0.028,-,,-,-,-,-4.09,-
0.25,0.15,-,-,AII,Abra Min Ltd,0.165,,-,0.125,0.16,-,,-,-,-,-1.39,-
0.60,0.15,0.42,0.36,ACB,A-Cap Res,0.42,5.5,8939,0.415,0.42,-,,-,-,-,-2.93,-
0.27,0.075,0.18,0.18,ACS,Accent Res NL,0.18,-0.5,100,0.18,0.19,-,,-,-,-,-1.37,-
0.029,0.003,0.021,0.02,AEX,Acclaim Explore,0.02,,40497,0.02,0.021,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.002,0.025,-,,-,-,-,-,-
0.12,0.046,0.08,0.055,AIV,Activex Ltd,0.075,-0.2,5353,0.075,0.082,-,,-,-,-,-1.49,-
0.06,0.001,0.013,0.012,AIVO,  opt jul10,0.012,-0.1,1300,0.012,0.04,-,,-,-,-,-,-
0.53,0.31,0.44,0.42,ADU,Adamus Res,0.42,,6489,0.42,0.425,-,,-,-,-,-12.87,-
-,-,-,-,ADUR,  rts06aprd,-,,-,0.03,-,-,,-,-,-,-,-
0.065,0.016,0.032,0.029,ADD,Adavale Resource,0.032,-0.3,848,0.03,0.035,-,,-,0.02,-,-0.96,-
0.16,0.048,0.155,0.155,ADE,Adelaide Energy,0.155,0.5,290,0.145,0.155,-,,-,-,-,1.39,11.2
0.395,0.049,0.21,0.205,ADN,Adelaide Res,0.21,,500,0.205,0.21,-,,-,-,-,-0.56,-
0.385,0.045,0.295,0.275,ADI,Adelphi Energy,0.28,0.5,1510,0.28,0.29,-,,-,-,-,-4.27,-
1.65,0.12,0.975,0.955,ABY,Aditya Birla,0.97,4,9890,0.96,0.97,-,,-,1.42,-,-17.34,-
0.037,0.009,0.011,0.01,ADY,Admiralty Res,0.011,0.1,92779,0.01,0.011,-,,-,-,-,-2.73,-
0.125,0.03,-,-,AVD,Advance Energy,0.06,,-,0.025,0.04,-,,-,-,-,-3.1,-
1.24,0.50,0.655,0.625,AED,AED Oil Ltd,0.64,-1.5,4509,0.635,0.64,-,,-,1.03,-,-48.17,-
0.24,0.021,0.091,0.086,AFR,African Energy Res cdi,0.09,0.1,2560,0.089,0.091,-,,-,-,-,-1.13,-
0.027,0.009,-,-,AAE,Agri Energy Ltd,0.01,,-,0.01,0.012,-,,-,-,-,15.8,0.1
0.245,0.14,-,-,ALG,Alamar Res Ltd,0.165,,-,0.165,0.18,-,,-,-,-,-1.34,-
-,-,-,-,ALGO,  optmar13d,-,,-,0.015,-,-,,-,-,-,-,-
0.25,0.035,-,-,AUQ,Alara Res Ltd,0.13,,-,0.125,0.135,-,,-,-,-,-1.9,-
1.27,0.042,0.725,0.72,ALY,Alchemy Resource,0.725,0.5,129,0.725,0.73,-,,-,-,-,-3.27,-
