ASX Mining & Oil Market - Daily,,,,,,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:06 Friday 5/3/2010. Processed 20:46 Friday 5/3/2010.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Day's High,Day's Low,ASX Code,Security Description,Last Sale,+ or -,Vol 100's,Quote Buy,Quote Sell,Div ¢ per share,Franked Div,Div Tms Cov,NTA,Div yld %,Earn share ¢,P/E Ratio
0.39,0.07,0.27,0.27,TDO,3D Oil Ltd,0.27,0.5,96,0.26,0.27,-,,-,-,-,-0.46,-
0.026,0.007,0.021,0.021,DDD,3D Res Ltd,0.021,0.3,1000,0.02,0.029,-,,-,-,-,-4.66,-
0.12,0.018,0.06,0.06,AAO,A'asia Gold,0.06,,100,0.038,0.065,-,,-,-,-,-5.03,-
0.70,0.29,0.465,0.455,ARH,A'asian Resour,0.455,-0.5,228,0.455,0.46,-,,-,-,-,-2.85,-
0.42,0.11,-,-,AAM,A1 Min Ltd,0.335,,-,0.50,0.34,-,,-,-,-,-3.99,-
0.07,0.006,0.025,0.024,ABU,ABM Res NL,0.025,,21706,0.025,0.026,-,,-,-,-,-0.65,-
0.25,0.15,-,-,AII,Abra Min Ltd,0.16,,-,0.165,0.18,-,,-,-,-,-1.39,-
0.60,0.11,0.385,0.375,ACB,A-Cap Res,0.375,-1,1194,0.37,0.385,-,,-,-,-,-2.93,-
0.27,0.075,0.195,0.19,ACS,Accent Res NL,0.19,-0.5,1985,0.19,0.20,-,,-,-,-,-1.37,-
0.026,0.003,-,-,AEX,Acclaim Explore,0.024,,-,0.027,0.021,-,,-,-,-,-1.52,-
0.003,0.003,-,-,AEXCD,  ctg,0.003,,-,0.001,0.02,-,,-,-,-,-,-
0.12,0.046,0.083,0.082,AIV,Activex Ltd,0.082,0.2,1400,0.08,0.082,-,,-,-,-,-1.66,-
0.06,0.001,-,-,AIVO,  opt jul10,0.012,,-,0.011,0.016,-,,-,-,-,-,-
0.53,0.31,-,-,ADU,Adamus Res,0.40,,-,0.395,0.405,-,,-,-,-,-10.25,-
0.065,0.016,0.028,0.027,ADD,Adavale Resource,0.027,-0.5,2723,0.026,0.027,-,,-,0.03,-,-0.3,-
0.16,0.048,0.16,0.15,ADE,Adelaide Energy,0.16,1,7040,0.155,0.16,-,,-,-,-,1.39,11.5
0.395,0.049,0.215,0.21,ADN,Adelaide Res,0.21,,600,0.21,0.215,-,,-,-,-,-0.56,-
0.385,0.045,0.29,0.28,ADI,Adelphi Energy,0.29,1,1504,0.29,0.295,-,,-,-,-,-5.87,-
1.65,0.10,0.99,0.96,ABY,Aditya Birla,0.96,-3,7469,0.96,0.98,-,,-,1.42,-,-17.34,-
