AFR MINOIL MARKETS excluding fixed interest,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4133.7 at 2012-06-21T16:45:06. Report at Thursday, June 21, 2012. Processed Friday at 2012-06-22T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
.17,.067,.07,.067,TDO,3D Oil,.07,+.1,150,.065,.07,-,,-,-,-,-.62,-,,
.055,.029,.031,.03,DDD,3D Res,.03,-.1,543,.026,.031,-,,-,-,-,-.44,-,,
.335,.115,.14,.135,ARH,A'asian Resources,.14,+1,1357,.14,.15,-,,-,-,-,.47,29.8,,
-,-,.295,.23,AYC,A1 Gold,.235,-,5630,.20,.24,-,,-,-,-,-,-,,
.082,.033,.043,.04,ABU,ABM Res,.04,-.2,33398,.039,.04,-,,-,-,-,-.43,-,,
.11,.024,.025,.024,AJC,Acacia Coal,.024,-,10683,.024,.025,-,,-,-,-,-1.14,-,,
.45,.12,.135,.125,ACB,A-Cap Res,.135,-,3326,.13,.135,-,,-,-,-,-2.06,-,,
.405,.22,-,-,ACS,Accent Res,.24,-,-,-,-,-,,-,-,-,-.42,-,,
.245,.105,.135,.13,ACN,Acer Energy,.135,+.5,10921,.13,.135,-,,-,-,-,-4.59,-,,
.055,.016,-,-,AIV,ActiveX,.017,-,-,-,-,-,,-,-,-,-.78,-,,
.014,.001,-,-,AIVO,  opt jul12,.001,-,-,-,-,-,,-,-,-,-,-,,
.035,.01,-,-,ADD,Adavale Resources,.014,-,-,-,-,-,,-,.01,-,-.51,-,,
.13,.054,.055,.055,ADN,Adelaide Res,.055,-,2353,.054,.055,-,,-,-,-,-.95,-,,
.80,.095,-,-,AAO,Adept Solutions,.10,-,-,.095,.19,-,,-,.10,-,-9.92,-,,
.066,.066,-,-,AAOO,  opt apr13,-,-,-,-,-,-,,-,-,-,-,-,,
1.655,.42,.485,.46,ABY,Aditya Birla,.46,-1.5,2550,.46,.475,5.00,,1.70,-,10.87,8.48,5.4,,
.071,.043,.045,.044,ADY,Admiralty Res,.044,-.1,2092,.044,.045,-,,-,-,-,-.44,-,,
.012,.003,-,-,AVD,Advance Energy,.005,-,-,-,-,-,,-,-,-,-.73,-,,
.003,.001,-,-,AVDOA,  opt aug12,.001,-,-,-,-,-,,-,-,-,-,-,,
.11,.062,.074,.07,ADX,ADX Energy,.074,+.4,7685,.069,.074,-,,-,-,-,-1.93,-,,
.65,.16,.20,.185,AFR,African Energy Res cdi,.195,+.5,37361,.19,.195,-,,-,-,-,-1.92,-,,
.01,.004,.006,.006,AAE,Agri Energy,.006,-,7,.006,.007,-,,-,-,-,-.23,-,,
.80,.16,.16,.16,AGR,Aguia Res,.16,-1,94,.16,.17,-,,-,-,-,-9.22,-,,
12.30,4.95,6.27,6.13,AQG,Alacer Gold cdi,6.15,-31,13457,6.14,6.15,-,,-,-,-,28.59,21.5,,
.42,.23,.32,.315,AUQ,Alara Res,.315,-,1580,.315,.32,-,,-,-,-,-2.59,-,,
.258,.085,-,-,ALY,Alchemy Resources,.086,-,-,-,-,-,,-,-,-,-1.68,-,,
.125,.037,.04,.039,AYN,Alcyone Res,.039,-.1,52129,.039,.04,-,,-,-,-,-.52,-,,
.023,.011,.017,.016,AWD,Aleator Energy,.016,-,23974,.016,.017,-,,-,-,-,.05,32.0,,
.013,.003,.005,.005,AWDO,  opt jan15,.005,-,39574,.004,.005,-,,-,-,-,-,-,,
2.289,.845,.885,.845,ALK,Alkane Res,.85,-2.5,5551,.84,.86,-,,-,-,-,-1.00,-,,
.19,.10,-,-,AHQ,Allegiance Coal,.10,-,-,-,-,-,,-,-,-,-,-,,
.025,.019,-,-,AHQO,  opt mar14,.019,-,-,-,-,-,,-,-,-,-,-,,
.615,.115,.20,.175,AGS,Alliance Res,.185,-1.5,7539,.175,.185,-,,-,-,-,-1.77,-,,
4.00,1.52,1.57,1.53,ALD,Allied Gold cdi,1.535,+.5,557,1.53,1.56,-,,-,2.99,-,-3.03,-,,
.195,.076,-,-,AGE,Alligator Energy,.105,-,-,-,-,-,,-,-,-,-.36,-,,
.048,.009,-,-,AYR,Alloy Res,.01,-,-,-,-,-,,-,-,-,-.33,-,,
.15,.05,-,-,AYM,Altuis Mining,.05,-,-,.035,.04,-,,-,.08,-,-.65,-,,
.36,.19,.26,.26,AOH,Altona Min,.26,-.5,900,.255,.26,-,,-,-,-,-4.72,-,,
.23,.14,.185,.185,AJM,Altura Min,.185,-,573,.185,.19,-,,-,-,-,-.39,-,,
2.29,.88,.91,.88,AWC,Alumina,.88,-4.5,333301,.88,.885,5.68,f,.90,1.04,6.45,5.12,17.2,,
.25,.19,.22,.22,AMU,Amadeus Energy,.22,-,49914,.215,.22,-,,-,.30,-,.35,62.9,,
.245,.145,.18,.175,AQO,Ambassador Oil & Gas,.18,-,1550,.17,.18,-,,-,-,-,-1.20,-,,
.052,.028,-,-,AQOO,  opt oct13,.031,-,-,.032,.06,-,,-,-,-,-,-,,
1.50,.83,-,-,AXZ,Amex Res,.98,-,-,.98,1.04,-,,-,-,-,-3.46,-,,
2.46,.51,.53,.51,AMX,Ampella Min,.515,-3.5,12640,.51,.515,-,,-,-,-,-12.25,-,,
.20,.05,.08,.075,AEK,Anatolia Energy,.075,-.4,761,.065,.075,-,,-,-,-,-2.18,-,,
.30,.15,-,-,AHR,Anchor Res,.20,-,-,-,-,-,,-,-,-,-4.79,-,,
1.25,1.217,-,-,ATM,Aneka Tambang cdi,1.25,-,-,-,-,-,,-,-,-,2.16,57.9,,
.017,.006,-,-,AAR,Anglo Aust Res,.006,-,-,-,-,-,,-,-,-,-.11,-,,
9.48,6.13,7.26,7.13,AGG,Anglogold Ashanti cdi,7.26,+13,4,6.44,7.35,11.59,,170.76,14.62,1.60,1979.13,.4,,
.56,.35,.41,.405,AZZ,Antares Energy,.405,-1.5,2480,.405,.41,-,,-,-,-,-1.40,-,,
.31,.05,.058,.053,AZY,Antipa Min,.054,-.4,1768,.053,.062,-,,-,-,-,-.84,-,,
.13,.015,-,-,AZYO,  opt mar13,.015,-,-,-,-,-,,-,-,-,-,-,,
.018,.005,.006,.005,AAL,APAC Coal,.006,-,563,.006,.015,-,,-,-,-,-.07,-,,
1.30,.10,.135,.12,AXM,Apex Minerals,.135,-,10554,.135,.14,-,,-,-,-,7.00,1.9,,
.05,.001,-,-,AXMO,  opt nov12,.05,-,-,-,-,-,,-,-,-,-,-,,
.128,.045,.047,.045,AQQ,Aphrodite Gold,.047,-.1,1494,.043,.049,-,,-,-,-,-.49,-,,
.035,.002,-,-,AQQO,  opt dec13,.004,-,-,-,-,-,,-,-,-,-,-,,
.20,.002,.13,.125,AOP,Apollo Cons,.125,-.5,847,.125,.13,-,,-,-,-,-.08,-,,
.10,.038,.038,.038,AON,Apollo Minerals,.038,-.1,600,.038,.04,-,,-,-,-,-1.11,-,,
4.88,.87,.915,.87,AQP,Aquarius Platinum,.89,+.5,47490,.885,.89,3.76,,-,-,4.22,-46.14,-,,
6.846,2.75,3.24,3.08,AQA,Aquila Res,3.11,-5,7067,3.10,3.13,-,,-,-,-,-20.60,-,,
.835,.19,.235,.21,ARU,Arafura Resources,.215,+.5,22360,.215,.22,-,,-,-,-,-1.91,-,,
.028,.004,.005,.004,ARX,ARC Explore,.005,-,2030,.004,.005,-,,-,-,-,-.41,-,,
.002,.001,-,-,ARXO,  opt jun12,.001,-,-,-,-,-,,-,-,-,-,-,,
.45,.11,.225,.215,AXE,Archer Explore,.22,-,5788,.215,.22,-,,-,-,-,-1.60,-,,
.29,.068,.07,.07,ARD,Argent Minerals,.07,+.2,140,.068,.07,-,,-,-,-,-5.10,-,,
.20,.075,-,-,AVK,Argentina Min,.093,-,-,.081,.09,-,,-,-,-,-1.34,-,,
.07,.012,-,-,AVKO,  opt mar15,.02,-,-,-,-,-,,-,-,-,-,-,,
.11,.023,.026,.026,AXT,Argo Explore,.026,-.2,820,.026,.027,-,,-,-,-,-2.33,-,,
.082,.039,.051,.05,ARE,Argonaut Res,.051,+.1,1200,.048,.051,-,,-,-,-,-1.62,-,,
.25,.048,.049,.048,AGY,Argosy Minerals,.049,-.4,1020,.044,.049,-,,-,-,-,-1.06,-,,
.425,.09,.09,.09,AHK,Ark Mines,.09,-1,774,.09,.10,-,,-,-,-,-6.16,-,,
.50,.26,.295,.26,AJQ,Armour Energy,.29,+2,3210,.28,.295,-,,-,-,-,-,-,,
.135,.08,.08,.08,AJQO,  opt aug14,.08,-.1,100,.08,.09,-,,-,-,-,-,-,,
.045,.012,-,-,ARV,Artemis Res,.013,-,-,-,-,-,,-,-,-,-.26,-,,
.10,.06,-,-,AAJ,Aruma Res,.07,-,-,-,-,-,,-,-,-,-.93,-,,
.047,.003,.005,.004,ATN,Ashburton Min,.005,-,42112,.004,.005,-,,-,-,-,-.82,-,,
.002,.002,-,-,ATNO,  opt apr14,.002,-,-,-,-,-,,-,-,-,-,-,,
.675,.125,.16,.145,AKM,Aspire Min,.145,-1.5,13974,.145,.15,-,,-,-,-,-1.03,-,,
.006,.001,.001,.001,ARO,Astro Res,.001,-,20000,.001,.002,-,,-,-,-,-.09,-,,
