100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4673.2 at 16:35 3/2/2010  Report at 19:05 Wednesday 3/2/2010. Processed 19:34 Wednesday 3/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.51,-2,2.50,2.55,14,f,1.49,1.15,5.58,12.1
15.46,12.83,AGL Energy Ltd,13.85,-13,13.81,13.86,54,f,6.63,6.00,3.90,3.9
6.35,3.50,Amcor Ltd,6.15,15,6.14,6.17,34,,0.74,1.61,5.53,24.3
6.97,3.52,AMP Ltd,6.30,9,6.29,6.34,30,p,0.99,0.67,4.76,21.3
10.98,7.51,Ansell Ltd,10.12,-13,10.06,10.18,28,,3.19,1.98,2.77,11.3
25.25,11.83,ANZ Banking Grp,21.77,-12,21.75,21.77,102,f,1.67,10.72,4.69,12.8
3.68,2.50,APA Grp stpld,3.23,4,3.23,3.26,31,,0.52,1.18,9.60,19.9
2.61,0.866,APN News & Media,2.39,3,2.31,2.40,12,,-,-1.23,5.02,-
7.05,4.52,Argo Invest,6.74,-1,6.70,6.74,25,f,-,6.56,3.71,-
5.75,3.16,Aristocrat Leisure,4.50,5,4.46,4.50,14.5,f,-,0.35,3.22,-
1.94,0.32,Asciano Grp stpld,1.75,5,1.75,1.76,-,,-,-1.41,-,-
37.90,23.52,ASX Ltd,35.21,65,35.13,35.31,164.9,f,1.11,2.66,4.68,19.2
5.41,3.45,Aust Foundation,5.25,-5,5.24,5.26,21,f,0.43,5.04,4.00,58.8
1.465,0.65,Austar United,1.29,3,1.22,1.295,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.455,-0.5,0.45,0.455,8,,-,0.92,17.58,-
6.72,2.52,AXA Asia Pacific,6.55,,6.54,6.55,18.5,p,-,0.96,2.82,-
13.49,6.228,Bank of Qld,10.86,14,10.85,10.89,52,f,1.46,6.62,4.79,14.3
10.44,5.733,Bendigo & Adelaide,10.01,-9,9.91,10.05,43,f,0.60,4.03,4.30,39.1
12.19,5.815,Billabong Intl,10.59,29,10.43,10.65,45,p,1.54,0.70,4.25,15.3
3.48,1.675,BlueScope Steel,2.70,7,2.69,2.70,5,,-,2.46,1.85,-
0.41,0.054,Boart Longyear,0.345,1,0.345,0.35,-,,-,-0.10,-,5.0
6.40,2.29,Boral Ltd,5.60,24,5.50,5.65,13,f,1.85,4.12,2.32,23.2
8.37,4.08,Brambles Ltd,6.74,14,6.60,6.74,30,p,1.34,0.58,4.45,16.8
16.80,9.02,Brickworks Ltd,12.29,11,12.28,12.40,39,f,5.89,8.27,3.17,5.3
14.00,8.01,Caltex Aust,9.15,-18,9.15,9.18,-,,-,10.60,-,58.7
32.00,8.29,Campbell Brothers,28.30,-10,28.30,28.60,95,p,1.71,2.96,3.36,17.4
2.12,1.415,CFS Retail Prop unt,1.855,,1.85,1.86,12.5,,-,2.02,6.74,-
4.50,0.865,Challenger FSG Ltd,4.07,2,4.03,4.12,12.5,,-,1.81,3.07,-
11.72,8.02,Coca-Cola Amatil,10.91,14,10.89,10.92,40.5,f,1.35,1.14,3.71,19.9
69.79,46.21,Cochlear Ltd,62.38,-12,62.31,62.65,175,f,1.34,2.78,2.81,26.7
58.65,26.43,C'wlth Bank  of Aust ,53.41,-14,53.37,53.45,228,f,1.44,13.65,4.27,16.3
1.045,0.675,C'wlth Prop ord unt   ,0.93,0.5,0.925,0.935,8.8,,-,1.15,9.46,-
12.64,6.46,Computershare Ltd,11.78,13,11.65,11.78,22,p,2.58,-1.95,1.87,20.8
0.49,0.244,ConnectEast stpld,0.44,-0.5,0.44,0.445,2,,-,-,4.55,-
3.44,1.71,Consolidated Media,3.15,7,3.12,3.20,16.5,,3.75,0.66,5.24,5.1
9.39,4.56,Crown Ltd,8.00,20,7.94,8.10,37,p,-,3.42,4.63,-
38.52,28.43,CSL Ltd,30.84,-29,30.83,30.86,70,,2.75,7.49,2.27,16.0
2.18,0.905,CSR Ltd,1.845,1,1.985,1.625,4,f,-,0.87,2.17,-
5.96,2.02,David Jones Ltd,4.93,7,4.92,4.94,28,f,1.13,1.16,5.68,15.7
0.89,0.519,Dexus Prop Grp stpld,0.84,0.5,0.84,0.845,6.15,,-,1.01,7.32,-
9.44,3.26,Downer EDI Ltd,8.10,7,8.06,8.19,29,,1.88,2.18,3.58,14.9
2.251,1.28,DUET Grp forus,1.81,-1.5,1.805,1.815,20,,-,1.70,11.05,-
1.885,0.795,Fairfax Media Ltd,1.775,5,1.76,1.775,2,,-,-0.37,1.13,-
20.15,3.39,Flight Centre,19.80,,19.54,19.88,9,,4.26,1.92,0.45,51.7
5.89,4.80,Foster's Grp,5.42,2,5.42,5.45,27.25,f,0.84,0.46,5.03,23.8
1.78,0.93,Goodman Fielder,1.575,-0.5,1.56,1.575,10.5,p,1.27,-0.20,6.67,11.8
0.71,0.123,Goodman Grp forus,0.625,2,0.62,0.625,9.65,,-,0.84,15.44,-
0.71,0.191,GPT Grp stpld,0.61,1,0.605,0.61,5.6,,-,0.71,9.18,-
4.85,1.805,Harvey Norman,3.78,3,3.78,3.79,11,f,1.83,2.01,2.91,18.7
5.18,3.61,Healthscope Ltd,4.66,-4,4.65,4.68,21.5,f,1.34,0.06,4.61,16.1
0.145,0.085,Hutchison,0.125,1,0.125,0.13,-,,-,0.11,-,-
3.83,1.75,Incitec Pivot,3.43,10,3.42,3.46,4.4,,-,0.14,1.28,-
0.67,0.184,ING Office Fd stpld,0.60,1.5,0.595,0.60,6.2,,-,0.99,10.33,-
4.21,2.94,Insurance Aust Grp,3.96,17,3.90,3.97,10,f,0.93,1.16,2.53,42.5
6.68,2.112,IOOF Hldgs Ltd,5.62,-3,5.54,5.64,4,f,4.17,0.55,0.71,33.7
8.86,2.89,James Hardie Ind cdi,7.96,29,7.85,7.99,-,,-,-0.40,-,42.1
23.71,8.48,JB Hi-Fi Ltd,21.06,56,20.90,21.07,44,f,2.01,1.21,2.09,23.9
41.70,16.75,Leighton Hldgs,39.38,114,39.23,39.49,115,f,1.30,7.43,2.92,26.3
11.29,4.85,Lend Lease Grp stpld,9.34,4,9.31,9.41,41,f,-,4.20,4.39,-
58.80,15.00,Macq Grp Ltd,53.00,260,52.31,53.00,126,,1.93,23.72,2.38,21.8
1.71,0.95,Macq Infra stpld,1.19,0.5,1.18,1.19,12,,-,1.73,10.08,-
0.355,0.071,Macq Office unt,0.305,1,0.30,0.305,3.75,,-,0.49,12.30,-
3.19,1.291,MAP Grp forus,2.92,-2,2.91,2.94,21,,5.66,-,7.19,2.5
4.74,3.80,Metcash Ltd,4.23,-5,4.23,4.25,25,f,1.21,0.11,5.91,14.0
19.40,12.00,Milton Corp,18.60,,18.60,18.80,70,f,0.64,18.37,3.76,41.6
1.745,0.542,Mirvac Grp stpld,1.525,6.5,1.52,1.53,4.2,,-,1.73,2.75,-
3.98,3.17,Myer Hldgs Ltd,3.38,1,3.37,3.39,-,,-,-,-,-
32.37,15.85,National Aust Bank,25.90,-5,25.90,25.95,146,f,1.80,12.66,5.64,9.9
4.85,2.13,Navitas Ltd,4.81,16,4.80,4.81,16.9,f,0.99,-0.25,3.51,28.6
18.41,8.93,News Corp b voting,17.78,91,17.74,17.78,5.14,,14.51,-0.04,0.29,23.8
14.46,8.71,Nufarm Ltd,10.15,18,10.14,10.17,27,,1.24,3.59,2.66,30.3
3.65,1.40,OneSteel Ltd,3.22,6,3.19,3.24,10,,2.26,1.66,3.11,14.3
26.77,10.75,Orica Ltd,24.85,69,24.75,24.86,97,p,1.50,1.71,3.90,17.1
17.94,12.51,Origin Energy,16.16,-3,16.15,16.25,50,f,15.82,8.31,3.09,2.0
41.39,21.60,Perpetual Ltd,35.31,37,35.00,35.90,100,f,0.96,3.46,2.83,36.8
6.34,2.90,Platinum Asset,5.35,-16,5.32,5.37,20,f,1.12,-,3.74,23.8
9.15,3.268,Premier Invest,8.12,22,8.10,8.15,35,f,1.78,2.07,4.31,13.0
6.56,3.61,Primary Health Care,5.52,5,5.46,5.54,14,f,2.05,-,2.54,19.3
4.57,0.031,Prime Infr Grp stpld,3.50,1,3.40,3.54,-,,-,-,-,-
3.06,1.38,Qantas Airways,2.94,8,2.92,2.94,6,,0.93,2.25,2.04,52.5
25.70,15.01,QBE Insurance Grp,23.10,,23.08,23.16,127,p,1.68,5.17,5.50,10.8
12.34,9.10,Ramsay Health Care,12.05,5,12.00,12.15,38,f,1.35,0.09,3.15,23.5
25.60,15.50,Reece Aust Ltd,24.54,4,24.00,24.60,51,f,1.90,5.35,2.08,25.3
6.67,4.46,ResMed Inc cdi 10:1,5.92,6,5.75,5.94,-,,-,1.75,-,24.8
7.03,2.02,Seek Ltd,6.29,-10,6.26,6.29,9.2,f,2.04,0.51,1.46,33.5
7.09,5.03,Seven Network   ,6.71,1,6.58,6.75,34,f,0.19,7.27,5.07,105.2
29.15,14.97,Sims Metal Mgmt,21.95,-12,21.79,22.00,38,f,-,8.09,1.73,-
2.94,2.25,Singapore Tel cdi,2.39,-1,2.37,2.40,10.69,,1.94,0.61,4.47,11.5
15.64,9.96,Sonic Healthcare,14.42,10,14.30,14.43,57,p,0.82,-1.72,3.95,30.7
14.50,7.018,Soul Pattinson,13.60,14,13.50,13.65,32,f,14.57,10.91,2.35,2.9
1.119,0.725,SP AusNet stpld,0.875,0.5,0.875,0.88,9.92,p,0.81,0.91,11.34,10.9
1.445,0.83,Spark Infrastructure stpld,1.325,,1.32,1.33,15.98,,0.47,1.70,12.06,17.7
4.19,1.955,Stockland stpld,3.88,-3,3.86,3.89,34,,-,3.61,8.76,-
9.59,4.36,Suncorp-Metway,9.27,52,9.08,9.28,40,f,0.79,5.11,4.31,29.3
7.70,6.05,Tabcorp Hldgs Ltd,7.05,4,7.02,7.08,65,f,1.43,-0.02,9.22,7.6
2.95,2.28,Tatts Grp Ltd,2.29,-1,2.29,2.30,21,f,1.04,-0.56,9.17,10.5
3.84,2.93,Telstra Corp,3.37,-1,3.37,3.38,28,f,1.18,0.32,8.31,10.2
1.745,0.615,Ten Network Hldgs,1.60,-3,1.59,1.60,2,,-,-0.35,1.25,-
9.33,4.38,Toll Hldgs Ltd,8.67,19,8.59,8.67,25,f,1.60,1.58,2.88,21.7
4.80,1.52,Transfield Services,3.92,2,3.88,3.94,12,f,-,0.02,3.06,-
5.64,3.51,Transurban stpld,5.25,-5,5.20,5.30,23,,-,2.79,4.38,-
15.97,6.64,UGL Ltd,13.24,16,13.15,13.25,64,f,1.36,-0.82,4.83,15.2
