100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5431.1 at 2014-10-29T16:37:06. Report at Wednesday, October 29, 2014. Processed Thursday at 2014-10-30T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
4.375,3.12,Adelaide Brighton,3.32,+1,3.32,3.33,16.50,f,1.34,1.33,4.97,15.0,,
15.590,13.32,AGL Energy,13.60,+4,13.59,13.62,63.00,f,1.62,7.75,4.63,13.3,,
10.20,5.01,ALS,5.69,+16,5.67,5.70,39.00,p,1.04,.02,6.85,14.0,,
11.67,9.60,Amcor,11.47,-8,11.46,11.49,43.00,,1.09,-.05,3.75,24.5,,
5.95,4.11,AMP,5.65,-6,5.64,5.65,24.00,p,.95,1.35,4.25,24.9,,
21.17,17.73,Ansell,19.76,+9,19.76,19.77,41.85,,.74,.39,2.12,63.5,,
35.07,28.84,ANZ Banking Grp,32.93,-48,32.92,32.94,174.00,f,1.42,13.90,5.28,13.3,,
8.02,5.93,APA Grp stp,7.69,-4,7.67,7.69,36.25,,1.13,1.41,4.71,18.7,,
8.14,7.00,Argo Invest,7.80,-5,7.80,7.85,28.00,f,1.08,7.22,3.59,25.8,,
6.88,4.22,Aristocrat Leisure,6.54,-23,6.54,6.58,15.50,,1.31,.42,2.37,32.2,,
6.61,5.13,Asciano,6.21,+5,6.19,6.21,14.25,f,1.83,.93,2.29,23.8,,
37.96,34.07,ASX,35.40,-21,35.39,35.41,178.10,f,1.11,6.53,5.03,17.8,,
5.265,4.15,Aurizon Hldgs,4.60,+6,4.59,4.61,16.50,,.72,3.00,3.59,39.0,,
1.45,1.117,AusNet Services stp,1.34,+1.5,1.33,1.34,8.36,p,1.02,.91,6.24,15.7,,
6.33,5.80,Aust Foundation,5.94,-1,5.94,5.97,22.00,f,1.11,5.66,3.70,24.4,,
4.62,3.55,Australand Prop stp,4.46,,,,26.38,,1.17,3.68,5.91,14.5,,
13.25,10.615,Bank of Qld,12.52,+2,12.51,12.54,66.00,f,1.17,,5.27,16.2,,
12.96,10.625,Bendigo & Adelaide Bk,12.17,-7,12.17,12.20,64.00,f,1.37,7.26,5.26,13.9,,
6.64,4.75,BlueScope Steel,5.29,+25,5.29,5.31,,,-,6.17,,,,
5.965,4.50,Boral,4.93,+3,4.92,4.95,15.00,f,1.48,4.03,3.04,22.2,,
9.965,8.40,Brambles,9.39,-8,9.38,9.40,27.00,p,3.19,.82,2.88,10.9,,
