100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4758.2 at 16:47 12/11/2009  Report at 19:05 Thursday 12/11/2009. Processed 19:30 Thursday 12/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.71,,2.71,2.72,14,f,1.49,1.15,5.17,13.0
15.80,12.83,AGL Energy Ltd,13.72,-26,13.70,13.72,54,f,6.63,6.00,3.94,3.8
5.895,3.50,Amcor Ltd,5.55,-1,5.52,5.56,34,,0.74,1.61,6.13,21.9
6.97,3.52,AMP Ltd,6.35,-5,6.35,6.36,30,p,0.99,0.67,4.72,21.5
13.38,7.51,Ansell Ltd,10.24,12,10.10,10.34,28,,3.19,1.98,2.73,11.5
25.25,11.83,ANZ Banking Grp,22.94,-1,22.90,22.95,102,f,1.67,10.72,4.45,13.5
3.30,2.43,APA Grp stpld,3.10,-9,3.09,3.14,31,,0.52,1.18,10.00,19.1
2.803,0.866,APN News & Media,2.32,-6,2.29,2.35,12,,-,-1.23,5.17,-
6.91,4.52,Argo Invest,6.78,2,6.76,6.78,27,f,-,6.38,3.98,-
5.75,3.16,Aristocrat Leisure,4.55,3,4.55,4.58,14.5,f,-,0.35,3.19,-
1.76,0.32,Asciano Grp stpld,1.64,1,1.64,1.645,23,,-,-1.41,14.02,-
37.90,23.52,ASX Ltd,33.60,-35,33.58,33.61,164.9,f,1.11,2.66,4.91,18.3
5.35,3.41,Aust Foundation,5.25,6,5.23,5.25,21,f,0.51,4.79,4.00,49.5
1.39,0.60,Austar United,1.315,,1.30,1.34,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.535,-0.5,0.535,0.54,10,,-,0.92,18.69,-
5.96,2.52,AXA Asia Pacific,5.70,1,5.68,5.73,18.5,p,-,0.96,3.25,-
13.49,6.228,Bank of Qld,12.13,-23,12.10,12.15,52,f,1.46,6.62,4.29,16.0
12.543,5.733,Bendigo & Adelaide,9.00,,9.00,9.05,43,f,0.60,4.03,4.78,35.2
12.19,5.815,Billabong Intl,10.74,19,10.67,10.74,45,p,1.54,0.70,4.19,15.5
3.607,1.675,BlueScope Steel,2.89,-14,2.88,2.90,5,,-,2.46,1.73,-
0.375,0.054,Boart Longyear,0.30,-1,0.30,0.305,2.87,,2.38,-0.10,9.57,4.4
6.40,2.29,Boral Ltd,5.88,12,5.87,5.94,13,f,1.85,4.12,2.21,24.4
8.37,4.08,Brambles Ltd,6.99,-3,6.99,7.03,30,p,1.34,0.58,4.29,17.4
16.80,8.50,Brickworks Ltd,12.82,9,12.82,12.88,39,f,5.89,8.27,3.04,5.6
14.00,6.18,Caltex Aust,10.17,-15,10.17,10.20,36,,0.43,10.60,3.54,65.2
30.608,8.29,Campbell Brothers,28.30,-10,28.01,28.30,100,p,2.02,2.73,3.53,14.0
2.17,1.415,CFS Retail Prop unt,1.96,-1,1.955,1.975,12.5,p,-,2.02,6.38,-
4.07,0.865,Challenger FSG Ltd,3.88,8,3.87,3.89,12.5,,-,1.81,3.22,-
12.00,8.02,Coca-Cola Amatil,10.41,4,10.30,10.41,40.5,f,1.35,1.14,3.89,19.0
68.54,46.21,Cochlear Ltd,62.15,15,62.10,62.48,175,f,1.34,2.78,2.82,26.6
56.24,24.03,C'wlth Bank  of Aust ,54.60,-40,54.57,54.60,228,f,1.44,13.65,4.18,16.6
1.34,0.67,C'wlth Prop ord unt   ,1.01,3,1.005,1.01,8.8,,-,1.15,8.71,-
11.32,6.11,Computershare Ltd,10.95,15,10.92,10.97,22,p,2.58,-1.95,2.01,19.3
0.682,0.244,ConnectEast stpld,0.43,,0.425,0.43,2,,-,-,4.65,-
3.44,1.71,Consolidated Media,3.07,,3.00,3.09,16.5,,3.75,0.66,5.37,5.0
9.39,4.18,Crown Ltd,8.16,-13,8.14,8.19,37,p,-,3.42,4.53,-
38.52,26.85,CSL Ltd,32.00,-30,31.95,32.16,70,,2.75,7.49,2.19,16.6
2.18,0.905,CSR Ltd,1.89,6.5,1.885,1.91,4,f,-,0.87,2.12,-
5.94,2.02,David Jones Ltd,5.80,-7,5.76,5.80,28,f,1.13,1.16,4.83,18.4
0.977,0.519,Dexus Prop Grp stpld,0.835,-1.5,0.835,0.84,7.3,,-,1.01,8.74,-
9.24,3.01,Downer EDI Ltd,8.96,-14,8.92,9.10,29,,1.88,2.18,3.24,16.5
2.319,1.28,DUET Grp forus,1.70,-6.5,1.70,1.73,24.12,p,-,1.70,14.19,-
1.805,0.795,Fairfax Media Ltd,1.67,-0.5,1.66,1.68,2,,-,-0.37,1.20,-
17.75,3.39,Flight Centre,17.08,-46,17.03,17.26,9,,4.26,1.92,0.53,44.6
5.95,4.80,Foster's Grp,5.54,-4,5.53,5.57,27.25,f,0.84,0.46,4.92,24.3
1.78,0.93,Goodman Fielder,1.56,1,1.55,1.565,10.5,p,1.27,-0.20,6.73,11.7
1.063,0.123,Goodman Grp forus,0.605,1,0.60,0.605,9.65,,-,0.84,15.95,-
1.012,0.191,GPT Grp stpld,0.64,-0.5,0.635,0.64,5.6,,-,0.71,8.75,-
4.85,1.805,Harvey Norman,4.27,6,4.24,4.28,11,f,1.83,2.01,2.58,21.2
