100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4715.5 at 16:47 30/11/2009  Report at 19:05 Monday 30/11/2009. Processed 19:21 Monday 30/11/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.49,-2,2.47,2.50,14,f,1.49,1.15,5.62,12.0
15.80,12.83,AGL Energy Ltd,13.84,13,13.80,13.85,54,f,6.63,6.00,3.90,3.9
6.05,3.50,Amcor Ltd,5.91,15,5.90,5.98,34,,0.74,1.61,5.75,23.4
6.97,3.52,AMP Ltd,6.18,26,6.17,6.18,30,p,0.99,0.67,4.85,20.9
13.38,7.51,Ansell Ltd,10.64,19,10.62,10.70,28,,3.19,1.98,2.63,11.9
25.25,11.83,ANZ Banking Grp,22.15,96,22.11,22.15,102,f,1.67,10.72,4.60,13.0
3.30,2.45,APA Grp stpld,3.23,5,3.23,3.26,31,,0.52,1.18,9.60,19.9
2.638,0.866,APN News & Media,2.35,-2,2.32,2.39,12,,-,-1.23,5.11,-
6.91,4.52,Argo Invest,6.63,4,6.63,6.70,27,f,-,6.26,4.07,-
5.75,3.16,Aristocrat Leisure,4.03,10,4.01,4.05,14.5,f,-,0.35,3.60,-
1.76,0.32,Asciano Grp stpld,1.655,5,1.64,1.655,23,,-,-1.41,13.90,-
37.90,23.52,ASX Ltd,33.06,36,32.90,33.12,164.9,f,1.11,2.66,4.99,18.0
5.35,3.45,Aust Foundation,5.22,,5.20,5.22,21,f,0.51,4.77,4.02,49.2
1.465,0.60,Austar United,1.355,3.5,1.325,1.39,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.51,,0.505,0.51,10,,-,0.92,19.61,-
6.00,2.52,AXA Asia Pacific,5.80,19,5.74,5.81,18.5,p,-,0.96,3.19,-
4.57,3.90,Babcock & Br Infr stp d,4.00,-15,3.98,4.12,-,,-,1.84,-,-
13.49,6.228,Bank of Qld,11.14,62,11.10,11.18,52,f,1.46,6.62,4.67,14.7
12.157,5.733,Bendigo & Adelaide,8.88,44,8.79,8.89,43,f,0.60,4.03,4.84,34.7
12.19,5.815,Billabong Intl,10.50,40,10.38,10.51,45,p,1.54,0.70,4.29,15.2
3.48,1.675,BlueScope Steel,2.71,2,2.71,2.72,5,,-,2.46,1.85,-
0.375,0.054,Boart Longyear,0.315,1,0.315,0.32,2.87,,2.38,-0.10,9.11,4.6
6.40,2.29,Boral Ltd,5.60,10,5.60,5.65,13,f,1.85,4.12,2.32,23.2
8.37,4.08,Brambles Ltd,6.60,4,6.58,6.63,30,p,1.34,0.58,4.55,16.4
16.80,9.00,Brickworks Ltd,12.60,22,12.60,12.61,39,f,5.89,8.27,3.10,5.5
