100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4887.9 at 16:40 23/3/2010  Report at 19:05 Tuesday 23/3/2010. Processed 19:15 Tuesday 23/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.84,Adelaide Brighton,2.56,-1,2.54,2.57,13.5,f,1.51,1.21,5.27,12.5
15.46,13.07,AGL Energy Ltd,15.14,24,15.10,15.14,57,f,0.47,6.21,3.76,56.1
6.35,4.07,Amcor Ltd,6.17,11,6.16,6.18,29.5,,0.71,2.25,4.78,29.5
6.97,4.55,AMP Ltd,6.30,4,6.29,6.30,30,p,1.24,0.80,4.76,17.0
12.37,7.58,Ansell Ltd,12.05,16,11.70,12.10,29,,2.82,1.92,2.41,14.7
25.46,14.90,ANZ Banking Grp,25.45,75,25.40,25.46,102,f,1.67,10.72,4.01,14.9
3.68,2.60,APA Grp stp,3.45,9,3.43,3.47,31.75,,0.79,-,9.20,13.8
2.61,1.09,APN News & Media,2.30,,2.30,2.32,4,f,4.17,-0.78,1.74,13.8
7.05,5.13,Argo Invest,6.38,-5,6.38,6.39,25,f,-,6.26,3.92,-
5.75,3.24,Aristocrat Leisure,4.48,14,4.45,4.49,4.5,,-,0.07,1.00,-
1.94,0.592,Asciano Grp stp,1.88,3,1.875,1.885,-,,-,0.10,-,-
37.90,28.80,ASX Ltd,35.70,17,35.69,35.70,163.6,f,1.10,3.19,4.58,19.8
5.41,4.12,Aust Foundation,5.04,3,5.02,5.04,21,f,0.43,4.76,4.17,56.4
1.465,0.65,Austar United,1.20,1,1.18,1.21,-,,-,-0.31,-,25.5
0.585,0.243,Australand Prop stp,0.52,0.5,0.52,0.525,8,,-,0.68,15.38,-
6.72,3.25,AXA Asia Pacific,6.33,3,6.32,6.34,18.5,p,1.89,1.12,2.92,18.1
13.49,7.384,Bank of Qld,11.61,17,11.60,11.68,52,f,1.46,6.62,4.48,15.3
10.48,5.901,Bendigo & Adelaide,9.99,5,9.94,10.00,43,f,0.83,5.16,4.30,28.1
12.19,7.64,Billabong Intl,10.71,-3,10.60,10.87,36,p,1.59,0.84,3.36,18.7
3.48,1.812,BlueScope Steel,2.85,10,2.84,2.85,5,,-,2.47,1.75,-
0.41,0.078,Boart Longyear,0.315,,0.315,0.32,-,,-,0.14,-,-
6.40,3.36,Boral Ltd,5.62,5,5.61,5.63,12.5,f,1.82,4.23,2.22,24.8
8.37,4.74,Brambles Ltd,7.55,-10,7.51,7.58,25,p,1.38,0.66,3.31,21.9
16.80,9.36,Brickworks Ltd,12.65,,12.65,12.66,39,f,5.89,8.27,3.08,5.5
14.00,8.01,Caltex Aust,11.31,32,11.21,11.33,25,f,4.65,10.48,2.21,9.7
32.00,11.955,Campbell Brothers,28.94,7,28.31,29.00,95,p,1.71,2.96,3.28,17.8
5.86,3.56,Carsales Com Ltd,5.71,2,5.60,5.71,6.6,f,1.24,0.01,1.16,69.6
2.12,1.415,CFS Retail Prop unt,1.905,-1,1.90,1.91,12.5,,-,1.99,6.56,-
4.50,1.37,Challenger FSG Ltd,4.09,5,4.07,4.10,13.5,,2.61,3.36,3.30,11.6
0.355,0.14,Charter Hall Office unt,0.28,-0.5,0.28,0.285,2.5,,4.01,0.44,8.93,2.8
11.72,8.08,Coca-Cola Amatil,11.25,5,11.23,11.27,43.5,f,1.39,1.38,3.87,18.6
70.78,46.21,Cochlear Ltd,70.60,26,70.00,70.66,190,f,1.27,3.25,2.69,29.1
58.65,33.95,C'wlth Bank  of Aust ,56.70,95,56.68,56.81,235,f,1.41,-,4.14,17.2
1.045,0.675,C'wlth Prop ord unt   ,0.925,2.5,0.92,0.925,6.85,,-,1.11,7.41,-
12.74,8.31,Computershare Ltd,12.45,-2,12.39,12.53,25,p,2.27,-1.54,2.01,21.9
0.49,0.273,ConnectEast stp,0.43,,0.43,0.435,2,,-,-,4.65,-
3.44,1.90,Consolidated Media,3.29,1,3.29,3.31,16.5,f,3.48,0.88,5.02,5.7
9.39,5.95,Crown Ltd,8.30,,8.26,8.44,37,p,-,3.24,4.46,-
36.74,28.43,CSL Ltd,35.25,-61,35.24,35.25,75,,2.85,6.11,2.13,16.5
2.18,1.17,CSR Ltd,1.65,-0.5,1.645,1.655,4,f,-,0.87,2.42,-
5.96,2.70,David Jones Ltd,4.86,-5,4.85,4.86,29,f,1.14,1.22,5.97,14.7
0.89,0.655,DEXUS Prop Grp stp,0.795,,0.795,0.80,6.15,,-,0.95,7.74,-
9.44,4.26,Downer EDI Ltd,7.36,,7.35,7.40,29.1,,1.87,2.15,3.95,13.5
1.90,1.42,DUET Grp forus,1.80,0.5,1.795,1.815,20,p,0.22,-,11.11,41.0
1.885,0.96,Fairfax Media Ltd,1.79,3.5,1.765,1.80,1.1,,8.45,-0.31,0.61,19.2
21.05,5.20,Flight Centre,20.85,46,20.73,20.90,26,f,2.44,2.56,1.25,32.9
5.89,4.80,Foster's Grp,5.29,2,5.26,5.30,27.25,f,0.73,0.52,5.15,26.7
1.78,0.995,Goodman Fielder,1.51,,1.505,1.515,11.25,,1.28,-0.16,7.45,10.5
0.71,0.182,Goodman Grp forus,0.65,,0.645,0.65,1.5,,-,0.50,2.31,-
0.71,0.308,GPT Grp stp,0.57,,0.565,0.57,4.5,,-,0.69,7.89,-
4.85,2.48,Harvey Norman,3.62,-5,3.61,3.63,13,f,1.98,2.10,3.59,14.0
