100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4622.9 at 16:47 10/12/2009  Report at 19:05 Thursday 10/12/2009. Processed 19:17 Thursday 10/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.55,-4,2.53,2.57,14,f,1.49,1.15,5.49,12.3
15.80,12.83,AGL Energy Ltd,13.60,4,13.58,13.65,54,f,6.63,6.00,3.97,3.8
6.15,3.50,Amcor Ltd,6.10,-1,6.08,6.11,34,,0.74,1.61,5.57,24.1
6.97,3.52,AMP Ltd,6.23,-2,6.22,6.24,30,p,0.99,0.67,4.82,21.0
12.88,7.51,Ansell Ltd,10.15,-2,10.12,10.25,28,,3.19,1.98,2.76,11.4
25.25,11.83,ANZ Banking Grp,21.50,-1,21.49,21.53,102,f,1.67,10.72,4.74,12.6
3.38,2.50,APA Grp stpld,3.22,-2,3.22,3.24,31,,0.52,1.18,9.63,19.9
2.61,0.866,APN News & Media,2.25,,2.25,2.30,12,,-,-1.23,5.33,-
6.91,4.52,Argo Invest,6.64,-8,6.64,6.65,27,f,-,6.26,4.07,-
5.75,3.16,Aristocrat Leisure,3.75,-7,3.74,3.78,14.5,f,-,0.35,3.87,-
1.77,0.32,Asciano Grp stpld,1.72,-1,1.72,1.725,23,,-,-1.41,13.37,-
37.90,23.52,ASX Ltd,33.38,-17,33.21,33.50,164.9,f,1.11,2.66,4.94,18.2
5.35,3.45,Aust Foundation,5.14,-1,5.13,5.14,21,f,0.51,4.77,4.09,48.4
1.465,0.60,Austar United,1.265,,1.25,1.27,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.49,-1,0.49,0.495,10,,-,0.92,20.41,-
6.00,2.52,AXA Asia Pacific,5.78,-7,5.77,5.83,18.5,p,-,0.96,3.20,-
13.49,6.228,Bank of Qld,11.09,-40,11.09,11.14,52,f,1.46,6.62,4.69,14.6
12.157,5.733,Bendigo & Adelaide,8.91,12,8.82,8.95,43,f,0.60,4.03,4.83,34.8
12.19,5.815,Billabong Intl,10.88,-32,10.68,10.93,45,p,1.54,0.70,4.14,15.7
3.48,1.675,BlueScope Steel,2.82,-2,2.81,2.82,5,,-,2.46,1.77,-
0.375,0.054,Boart Longyear,0.345,1.5,0.34,0.345,2.87,,2.38,-0.10,8.32,5.0
6.40,2.29,Boral Ltd,5.61,20,5.56,5.63,13,f,1.85,4.12,2.32,23.3
8.37,4.08,Brambles Ltd,6.28,1,6.27,6.29,30,p,1.34,0.58,4.78,15.6
16.80,9.00,Brickworks Ltd,12.39,-2,12.39,12.40,39,f,5.89,8.27,3.15,5.4
14.00,6.31,Caltex Aust,8.49,-15,8.48,8.56,36,,0.43,10.60,4.24,54.4
30.608,8.29,Campbell Brothers,28.70,-20,28.47,28.80,95,p,1.71,2.96,3.31,17.7
2.12,1.415,CFS Retail Prop unt,1.85,-1.5,1.85,1.855,12.5,p,-,2.02,6.76,-
4.38,0.865,Challenger FSG Ltd,4.04,-13,4.03,4.05,12.5,,-,1.81,3.09,-
