100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4833.9 at 16:43 30/4/2010  Report at 19:06 Friday 30/4/2010. Processed 20:33 Friday 30/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.93,4,2.92,2.94,13.5,f,1.51,1.21,4.61,14.4
15.69,13.07,AGL Energy Ltd,15.05,12,15.05,15.07,57,f,0.47,6.21,3.79,55.7
6.63,4.276,Amcor Ltd,6.58,12,6.55,6.59,29.5,,0.71,2.25,4.48,31.5
6.97,4.55,AMP Ltd,6.26,4,6.25,6.29,30,p,1.24,0.80,4.79,16.9
12.96,8.01,Ansell Ltd,12.83,27,12.27,12.99,29,,2.82,1.92,2.26,15.7
26.23,14.90,ANZ Banking Grp,24.20,,24.16,24.22,108,f,1.34,9.99,4.46,16.7
3.79,2.60,APA Grp stp,3.63,2,3.61,3.65,31.75,,0.79,-,8.75,14.5
2.61,1.129,APN News & Media,2.45,1,2.43,2.50,4,f,4.17,-0.78,1.63,14.7
7.05,5.53,Argo Invest,6.31,-4,6.31,6.35,25,f,-,6.23,3.96,-
5.75,3.37,Aristocrat Leisure,4.29,,4.28,4.30,4.5,,-,0.07,1.05,-
1.94,1.037,Asciano Grp stp,1.70,-1,1.68,1.705,-,,-,0.10,-,-
37.90,31.12,ASX Ltd,32.98,-5,32.81,33.00,163.6,f,1.10,3.19,4.96,18.3
5.41,4.20,Aust Foundation,5.08,6,5.08,5.10,21,f,0.43,4.80,4.13,56.9
1.465,0.715,Austar United,1.17,1,1.16,1.17,-,,-,-0.31,-,24.9
3.05,2.55,Australand Prop stp  d,2.89,3,2.89,2.90,-,,-,0.68,-,-
6.72,3.51,AXA Asia Pacific,6.19,4,6.18,6.20,18.5,p,1.89,1.12,2.99,17.7
13.49,7.384,Bank of Qld,12.65,25,12.45,12.65,52,f,1.78,7.20,4.11,13.7
10.48,5.901,Bendigo & Adelaide,9.88,15,9.83,9.89,43,f,0.83,5.16,4.35,27.8
12.32,7.64,Billabong Intl,11.43,6,11.30,11.43,36,p,1.59,0.84,3.15,20.0
3.48,1.86,BlueScope Steel,2.65,-2,2.65,2.66,5,,-,2.47,1.89,-
0.41,0.097,Boart Longyear,0.33,,0.33,0.335,-,,-,0.14,-,-
6.40,3.77,Boral Ltd,5.92,7,5.91,5.93,12.5,f,1.82,4.23,2.11,26.1
8.37,5.54,Brambles Ltd,7.26,-4,7.24,7.30,25,p,1.38,0.66,3.44,21.1
16.80,10.52,Brickworks Ltd,12.96,14,12.90,13.00,39.5,f,2.54,9.06,3.05,12.9
14.00,8.01,Caltex Aust,11.66,8,11.66,11.78,25,f,4.65,10.48,2.14,10.0
32.00,14.92,Campbell Brothers,29.78,,29.60,29.78,95,p,1.71,2.96,3.19,18.4
2.12,1.415,CFS Retail Prop unt,1.92,1.5,1.91,1.92,12.5,,-,1.99,6.51,-
4.50,1.875,Challenger FSG Ltd,4.16,,4.15,4.17,13.5,,2.61,3.36,3.25,11.8
0.355,0.14,Charter Hall Office unt,0.30,0.5,0.30,0.305,2.5,,4.01,0.44,8.33,3.0
11.81,8.26,Coca-Cola Amatil,11.22,-14,11.21,11.24,43.5,f,1.39,1.38,3.88,18.5
77.12,48.00,Cochlear Ltd,74.10,34,74.10,74.14,190,f,1.27,3.25,2.56,30.6
60.00,33.95,C'wlth Bank  of Aust ,58.51,94,58.50,58.53,235,f,1.41,-,4.02,17.7
1.045,0.675,C'wlth Prop ord unt   ,0.93,,0.93,0.935,6.85,,-,1.11,7.37,-
12.90,8.31,Computershare Ltd,11.84,-26,11.80,12.10,25,p,2.27,-1.54,2.11,20.8
0.49,0.273,ConnectEast stp,0.43,0.5,0.43,0.435,2,,-,-,4.65,-
3.44,2.10,Consolidated Media,3.15,1,3.14,3.15,16.5,f,3.48,0.88,5.24,5.5
9.39,6.41,Crown Ltd,8.24,3,8.15,8.25,37,p,-,3.24,4.49,-
37.56,28.43,CSL Ltd,32.39,-37,32.37,32.46,75,,2.85,6.11,2.32,15.2
2.18,1.305,CSR Ltd,1.75,0.5,1.745,1.755,4,f,-,0.87,2.29,-
5.96,3.02,David Jones Ltd,4.69,,4.67,4.70,29,f,1.14,1.22,6.18,14.2
0.89,0.655,DEXUS Prop Grp stp,0.81,0.5,0.81,0.815,6.15,,-,0.95,7.59,-
9.44,4.41,Downer EDI Ltd,7.00,-14,6.99,7.00,29.1,,1.87,2.15,4.16,12.9
1.90,1.42,DUET Grp forus,1.775,1.5,1.775,1.785,20,p,0.22,-,11.27,40.4
1.885,0.985,Fairfax Media Ltd,1.725,-1,1.72,1.725,1.1,,8.45,-0.31,0.64,18.5
21.43,6.12,Flight Centre,19.85,-15,19.80,20.07,26,f,2.44,2.56,1.31,31.3
5.89,4.85,Foster's Grp,5.44,,5.37,5.45,27.25,f,0.73,0.52,5.01,27.5
1.78,1.16,Goodman Fielder,1.46,2,1.445,1.465,11.25,,1.28,-0.16,7.71,10.1
0.75,0.182,Goodman Grp forus,0.715,2,0.715,0.72,1.5,,-,0.50,2.10,-
0.71,0.373,GPT Grp stp,0.585,0.5,0.585,0.59,4.5,,-,0.69,7.69,-
4.85,2.75,Harvey Norman,3.41,-4,3.40,3.42,13,f,1.98,2.10,3.81,13.2
5.18,3.71,Healthscope Ltd,4.37,-3,4.35,4.50,22.5,f,1.32,0.66,5.15,14.7
0.14,0.10,Hutchison,0.105,,0.105,0.11,-,,-,0.10,-,1.7
3.83,2.14,Incitec Pivot,3.25,2,3.23,3.25,4.4,,-,0.14,1.35,-
0.67,0.345,ING Office Fd stp,0.615,1.5,0.615,0.62,5.05,,-,0.74,8.21,-
4.21,3.32,Insurance Aust Grp,3.84,6,3.82,3.85,14.5,f,1.73,1.29,3.78,15.3
1.71,1.07,Intoll Grp stp,1.125,,1.12,1.13,12,,-,1.78,10.67,-
7.40,3.372,IOOF Hldgs Ltd,6.60,-19,6.57,6.60,21,f,0.93,0.56,3.18,33.8
8.86,3.73,James Hardie Ind cdi,7.70,19,7.60,7.70,-,,-,-0.40,-,40.8
23.71,12.00,JB Hi-Fi Ltd,19.44,-7,19.40,19.45,62,f,1.67,1.71,3.19,18.8
