100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4983.2 at 16:35 7/4/2010  Report at 19:06 Wednesday 7/4/2010. Processed 19:10 Wednesday 7/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.84,Adelaide Brighton,2.76,2,2.74,2.76,13.5,f,1.51,1.21,4.89,13.5
15.46,13.07,AGL Energy Ltd,15.22,20,15.13,15.22,57,f,0.47,6.21,3.75,56.4
6.42,4.201,Amcor Ltd,6.27,-6,6.27,6.30,29.5,,0.71,2.25,4.70,30.0
6.97,4.55,AMP Ltd,6.39,9,6.38,6.40,30,p,1.24,0.80,4.69,17.2
12.87,7.58,Ansell Ltd,11.96,-22,11.96,11.98,29,,2.82,1.92,2.42,14.6
25.72,14.90,ANZ Banking Grp,25.51,6,25.50,25.53,102,f,1.67,10.72,4.00,15.0
3.68,2.60,APA Grp stp,3.58,5,3.55,3.60,31.75,,0.79,-,8.87,14.3
2.61,1.129,APN News & Media,2.32,-2,2.29,2.33,4,f,4.17,-0.78,1.72,13.9
7.05,5.42,Argo Invest,6.50,13,6.47,6.50,25,f,-,6.26,3.85,-
5.75,3.24,Aristocrat Leisure,4.44,,4.43,4.49,4.5,,-,0.07,1.01,-
1.94,0.772,Asciano Grp stp,1.87,-2.5,1.87,1.88,-,,-,0.10,-,-
37.90,30.50,ASX Ltd,34.04,17,34.00,34.05,163.6,f,1.10,3.19,4.81,18.8
5.41,4.14,Aust Foundation,5.08,4,5.05,5.10,21,f,0.43,4.76,4.13,56.9
1.465,0.67,Austar United,1.18,-1,1.175,1.19,-,,-,-0.31,-,25.1
0.585,0.289,Australand Prop stp,0.54,2,0.535,0.545,5,,-,0.68,9.26,-
6.72,3.51,AXA Asia Pacific,6.30,-2,6.28,6.33,18.5,p,1.89,1.12,2.94,18.1
13.49,7.384,Bank of Qld,12.05,20,12.02,12.06,52,f,1.46,6.62,4.32,15.9
10.48,5.901,Bendigo & Adelaide,10.07,3,10.02,10.11,43,f,0.83,5.16,4.27,28.3
12.19,7.64,Billabong Intl,11.29,5,11.00,11.40,36,p,1.59,0.84,3.19,19.7
3.48,1.812,BlueScope Steel,2.99,-1,2.98,2.99,5,,-,2.47,1.67,-
0.41,0.085,Boart Longyear,0.335,0.5,0.33,0.335,-,,-,0.14,-,-
6.40,3.46,Boral Ltd,5.85,15,5.83,5.86,12.5,f,1.82,4.23,2.14,25.8
8.37,5.06,Brambles Ltd,7.18,-6,7.17,7.20,25,p,1.38,0.66,3.48,20.8
16.80,10.10,Brickworks Ltd,13.49,4,13.48,13.49,39.5,f,2.54,9.06,2.93,13.4
14.00,8.01,Caltex Aust,11.97,57,11.92,11.98,25,f,4.65,10.48,2.09,10.3
32.00,13.942,Campbell Brothers,30.68,-2,30.53,30.69,95,p,1.71,2.96,3.10,18.9
