100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4651.4 at 16:47 11/12/2009  Report at 19:05 Friday 11/12/2009. Processed 18:56 Sunday 13/12/2009.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.57,2,2.55,2.58,14,f,1.49,1.15,5.45,12.4
15.80,12.83,AGL Energy Ltd,13.63,3,13.61,13.65,54,f,6.63,6.00,3.96,3.8
6.19,3.50,Amcor Ltd,6.16,6,6.15,6.18,34,,0.74,1.61,5.52,24.3
6.97,3.52,AMP Ltd,6.23,,6.22,6.24,30,p,0.99,0.67,4.82,21.0
12.84,7.51,Ansell Ltd,10.31,16,10.30,10.32,28,,3.19,1.98,2.72,11.6
25.25,11.83,ANZ Banking Grp,21.30,-20,21.29,21.33,102,f,1.67,10.72,4.79,12.5
3.38,2.50,APA Grp stpld,3.25,3,3.23,3.29,31,,0.52,1.18,9.54,20.1
2.61,0.866,APN News & Media,2.25,,2.25,2.30,12,,-,-1.23,5.33,-
6.91,4.52,Argo Invest,6.60,-4,6.57,6.60,27,f,-,6.26,4.09,-
5.75,3.16,Aristocrat Leisure,3.85,10,3.80,3.90,14.5,f,-,0.35,3.77,-
1.785,0.32,Asciano Grp stpld,1.77,5,1.765,1.775,23,,-,-1.41,12.99,-
37.90,23.52,ASX Ltd,33.75,37,33.72,33.94,164.9,f,1.11,2.66,4.89,18.4
5.35,3.45,Aust Foundation,5.17,3,5.13,5.17,21,f,0.51,4.77,4.06,48.7
1.465,0.60,Austar United,1.30,3.5,1.295,1.305,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.495,0.5,0.49,0.495,10,,-,0.92,20.20,-
6.00,2.52,AXA Asia Pacific,5.82,4,5.81,5.83,18.5,p,-,0.96,3.18,-
13.49,6.228,Bank of Qld,11.03,-6,11.03,11.14,52,f,1.46,6.62,4.71,14.5
12.157,5.733,Bendigo & Adelaide,9.00,9,8.95,9.07,43,f,0.60,4.03,4.78,35.2
12.19,5.815,Billabong Intl,10.88,,10.70,10.91,45,p,1.54,0.70,4.14,15.7
3.48,1.675,BlueScope Steel,2.79,-3,2.78,2.79,5,,-,2.46,1.79,-
0.375,0.054,Boart Longyear,0.36,1.5,0.355,0.36,2.87,,2.38,-0.10,7.97,5.3
6.40,2.29,Boral Ltd,5.64,3,5.62,5.65,13,f,1.85,4.12,2.30,23.4
8.37,4.08,Brambles Ltd,6.34,6,6.30,6.37,30,p,1.34,0.58,4.73,15.8
16.80,9.00,Brickworks Ltd,12.36,-3,12.36,12.38,39,f,5.89,8.27,3.16,5.4
14.00,6.47,Caltex Aust,8.33,-16,8.33,8.37,36,,0.43,10.60,4.32,53.4
30.608,8.29,Campbell Brothers,28.74,4,28.70,28.76,95,p,1.71,2.96,3.31,17.7
2.12,1.415,CFS Retail Prop unt,1.875,2.5,1.865,1.88,12.5,p,-,2.02,6.67,-
4.38,0.865,Challenger FSG Ltd,4.05,1,4.03,4.08,12.5,,-,1.81,3.09,-
11.25,8.02,Coca-Cola Amatil,11.00,10,10.94,11.08,40.5,f,1.35,1.14,3.68,20.1
68.54,46.21,Cochlear Ltd,63.97,-60,63.85,64.89,175,f,1.34,2.78,2.74,27.4
56.24,24.03,C'wlth Bank  of Aust ,52.50,-1,52.50,52.52,228,f,1.44,13.65,4.34,16.0
1.215,0.67,C'wlth Prop ord unt   ,0.93,1.5,0.925,0.93,8.8,,-,1.15,9.46,-
11.32,6.41,Computershare Ltd,10.87,27,10.65,10.88,22,p,2.58,-1.95,2.02,19.2
0.536,0.244,ConnectEast stpld,0.405,,0.405,0.41,2,,-,-,4.94,-
3.44,1.71,Consolidated Media,3.05,5,3.00,3.07,16.5,,3.75,0.66,5.41,4.9
9.39,4.56,Crown Ltd,7.76,8,7.75,7.79,37,p,-,3.42,4.77,-
38.52,26.85,CSL Ltd,30.48,33,30.47,30.69,70,,2.75,7.49,2.30,15.8
2.18,0.905,CSR Ltd,1.64,1.5,1.635,1.645,4,f,-,0.87,2.44,-
5.96,2.02,David Jones Ltd,5.50,6,5.49,5.51,28,f,1.13,1.16,5.09,17.5
