100 Leading Industrial Stocks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4410.2 at 2012-09-14T16:42:06. Report at Friday, September 14, 2012. Processed Saturday at 2012-09-15T01:00:09+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div c per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.40,2.45,Adelaide Brighton,3.03,+3,3.01,3.03,16.50,f,1.47,1.23,5.45,12.5,,
16.01,13.031,AGL Energy,14.71,-10,14.71,14.74,61.00,f,.39,7.26,4.15,61.8,,
13.984,7.23,ALS,8.42,+15,8.42,8.43,45.00,p,1.46,.48,5.34,12.8,,
6.98,5.41,Amalgamated Hldgs,6.80,+9,6.70,6.80,39.00,f,1.30,5.12,5.74,13.4,,
7.80,6.41,Amcor,7.60,-7,7.59,7.60,37.00,,.92,.96,4.87,22.4,,
4.55,3.71,AMP,4.45,+4,4.45,4.46,26.50,p,.96,1.06,5.96,17.5,,
16.00,12.44,Ansell,15.60,+8,15.57,15.60,35.50,,2.79,2.43,2.28,15.7,,
25.12,18.60,ANZ Banking Grp,24.23,+9,24.23,24.24,142.00,f,1.51,,5.86,11.3,,
5.34,3.92,APA Grp stp,4.78,+3,4.75,4.78,35.00,,.58,1.58,7.32,23.4,,
5.50,4.75,Argo Invest,5.41,+5,5.38,5.41,26.00,f,1.03,5.71,4.81,20.2,,
3.25,1.88,Aristocrat Leisure,2.63,+4,2.62,2.63,8.00,,1.75,.33,3.04,18.8,,
4.97,1.33,Asciano,4.43,+1,4.43,4.44,7.50,f,3.29,.65,1.69,17.9,,
33.49,27.53,ASX,30.64,+35,30.64,30.66,177.90,f,1.09,3.85,5.81,15.8,,
4.58,3.82,Aust Foundation,4.45,+4,4.43,4.45,21.00,f,1.10,4.56,4.72,19.3,,
3.26,1.695,Aust Infrastructure Fd unt,3.05,,3.04,3.05,10.50,p,3.01,3.01,3.44,9.7,,
3.00,2.19,Australand Prop stp,2.91,+9,2.90,2.92,21.50,,1.17,3.46,7.39,11.5,,
8.494,6.13,Bank of Qld,7.75,+5,7.73,7.75,54.00,f,.08,7.30,6.97,180.2,,
9.87,6.82,Bendigo & Adelaide Bk,7.59,+8,7.59,7.60,60.00,f,.81,6.16,7.91,15.6,,
.80,.245,BlueScope Steel,.39,+1,.39,.395,,,-,.91,,,,
4.49,2.93,Boral,3.63,+12,3.61,3.64,11.00,f,2.16,3.31,3.03,15.3,,
7.551,6.04,Brambles,7.05,+23,7.04,7.05,26.00,p,1.47,.49,3.69,18.5,,
11.40,9.06,Brickworks,9.93,-8,9.93,9.95,40.50,f,1.33,9.48,4.08,18.5,,
2.03,1.61,BWP Trust unt,2.03,+4,2.01,2.03,13.50,,.99,1.85,6.65,15.1,,
16.48,9.95,Caltex Aust,16.43,+28,16.39,16.43,45.00,f,-,8.13,2.74,,,
7.65,4.395,carsales.com,7.38,+8,7.35,7.38,24.50,f,1.25,.20,3.32,24.1,,
2.17,1.655,Centro Retail Aust stp,2.14,-1,2.14,2.15,6.50,,-,2.21,3.04,,,
2.02,1.655,CFS Retail Prop stp,1.965,,1.965,1.97,13.10,p,1.10,2.07,6.67,13.6,,
4.67,3.05,Challenger,3.49,+5,3.48,3.50,18.00,,1.60,2.22,5.16,12.1,,
14.10,11.30,Coca-Cola Amatil,13.59,+19,13.59,13.60,54.50,f,1.66,1.88,4.01,15.0,,
69.27,45.11,Cochlear,67.31,-22,67.24,67.31,245.00,p,.41,3.13,3.64,67.3,,
1.08,.855,C'wlth Prop Office ord unt,1.045,-.5,1.045,1.05,6.09,p,1.75,1.16,5.83,9.8,,
58.05,42.30,C'wlth Bank  of Aust,55.28,+26,55.28,55.30,334.00,f,1.34,18.73,6.04,12.3,,
9.17,7.11,Computershare,8.49,-10,8.49,8.50,28.00,p,.99,-.02,3.30,30.7,,
3.46,2.33,Consolidated Media,3.40,-1,3.40,3.41,16.50,f,.93,.57,4.85,22.3,,
9.40,7.47,Crown,9.17,+14,9.17,9.19,37.00,p,1.89,3.45,4.03,13.1,,
45.95,26.38,CSL,43.50,-63,43.49,43.52,83.00,,2.28,5.08,1.91,23.0,,
3.58,2.10,David Jones,2.30,-5,2.29,2.30,25.50,f,1.12,1.37,11.09,8.0,,
1.005,.767,DEXUS Prop Grp stp,.955,+.5,.955,.96,5.35,,.70,1.00,5.60,25.5,,
4.11,2.71,Downer EDI,3.59,+11,3.58,3.59,,,-,2.42,,15.1,,
2.20,1.57,DUET Grp forus,2.06,+1,2.05,2.07,16.00,,.28,1.41,7.77,46.4,,
3.46,2.40,DuluxGroup,3.30,-6,3.29,3.31,15.00,f,1.70,.19,4.55,12.9,,
4.416,3.269,Echo Entertainment,4.12,+1,4.12,4.14,4.00,,1.47,1.15,.97,69.8,,
.935,.62,Envestra,.855,-1.5,.85,.855,5.80,,.84,-.01,6.78,17.4,,
.99,.41,Fairfax Media,.48,+1,.475,.48,3.00,f,-,-.20,6.25,,,
25.13,16.01,Flight Centre,25.00,+27,25.00,25.05,112.00,f,1.79,5.04,4.48,12.5,,
4.20,.52,Goodman Grp forus,4.06,-4,4.06,4.10,18.00,,1.50,2.54,4.43,15.0,,
3.65,3.00,GPT Grp stp,3.52,-1,3.52,3.53,18.80,,.95,3.65,5.34,19.7,,
9.961,6.484,GrainCorp,9.35,+10,9.35,9.38,30.00,f,3.67,5.42,3.21,8.5,,
2.32,1.78,Harvey Norman,1.99,-1,1.99,1.995,9.00,f,1.80,2.21,4.52,12.3,,
2.68,1.48,Hastings Divers stp,2.64,+1,2.62,2.64,10.00,,-,,3.79,,,
2.05,1.33,Henderson Grp cdi,1.77,+7,1.76,1.77,11.16,,.91,,6.31,17.5,,
3.68,2.62,Incitec Pivot,3.05,+7,3.05,3.06,11.50,p,1.65,.54,3.77,16.1,,
4.37,2.775,Insurance Aust Grp,4.37,+6,4.34,4.37,17.00,f,.59,1.20,3.89,43.7,,
3.00,2.284,Investa Office Fd stp,2.99,+4,2.98,2.99,15.60,,1.03,3.14,5.22,18.7,,
6.50,4.95,IOOF Hldgs,5.86,+9,5.84,5.86,37.00,f,.23,.12,6.31,69.8,,
9.25,5.27,James Hardie Ind cdi,8.95,+25,8.91,8.95,41.46,,3.22,.28,4.63,6.7,,
26.65,14.71,Leighton Hldgs,15.73,+71,15.72,15.73,80.00,,-,7.06,5.09,,,
8.64,6.70,Lend Lease Grp stp,7.78,+11,7.78,7.81,38.00,,2.44,4.38,4.88,8.4,,
30.17,19.94,Macquarie Grp,28.96,+71,28.96,28.99,140.00,,1.50,28.12,4.83,13.8,,
10.04,5.44,Mesoblast,6.66,+13,6.62,6.66,,,-,.40,,,,
4.37,3.12,Metcash,3.64,-5,3.63,3.64,28.00,f,.42,-.28,7.69,31.1,,
16.57,13.20,Milton Corp,15.82,+24,15.75,15.80,78.00,f,1.08,17.08,4.93,18.9,,
13.33,6.19,Mineral Res,8.22,+15,8.22,8.27,46.00,f,2.88,4.55,5.60,6.2,,
1.465,1.075,Mirvac Grp stp,1.445,+2,1.445,1.45,8.40,,1.45,1.66,5.81,11.8,,
24.37,16.50,Monadelphous Grp,20.04,+41,20.04,20.07,125.00,f,1.24,2.70,6.24,12.9,,
2.71,1.525,Myer Hldgs,1.85,+2.5,1.845,1.85,19.00,f,1.26,-.14,10.27,7.7,,
26.56,20.92,National Aust Bank,25.41,+13,25.41,25.42,178.00,f,1.20,13.68,7.01,11.9,,
4.55,2.83,Navitas,4.39,-1,4.36,4.39,19.50,f,1.00,-.55,4.44,22.5,,
23.94,15.72,News Corp b voting,23.53,+1,23.52,23.53,14.04,,3.28,2.01,.60,51.0,,
6.30,3.96,Nufarm,6.16,,6.16,6.18,3.00,f,-,2.91,.49,,,
28.27,21.34,Orica,25.15,+27,25.11,25.15,91.00,p,1.87,2.05,3.62,14.8,,
15.08,11.08,Origin Energy,11.78,+3,11.77,11.78,50.00,f,1.81,6.54,4.24,13.0,,
27.88,19.03,Perpetual,27.60,+107,27.60,27.63,90.00,f,.76,3.23,3.26,40.2,,
4.43,3.34,Platinum Asset,3.64,+2,3.62,3.65,21.00,f,1.07,,5.77,16.2,,
3.80,2.62,Primary Health Care,3.75,-1,3.73,3.75,11.00,f,2.12,-1.32,2.93,16.1,,
1.825,.96,Qantas Airways,1.24,+.5,1.235,1.24,,,-,2.33,,,,
15.49,9.88,QBE Insurance Grp,13.10,+5,13.10,13.11,65.00,p,1.10,4.45,4.96,18.3,,
4.03,2.85,QR National,3.42,+2,3.42,3.43,8.30,,2.18,2.98,2.43,18.9,,
1.79,1.205,Qube Logistics,1.485,+3.5,1.475,1.485,4.10,f,-,.45,2.76,,,
25.69,17.80,Ramsay Health Care,24.12,-28,24.10,24.13,60.00,f,1.88,2.40,2.49,21.4,,
16.45,11.25,REA Grp,15.80,,15.78,15.80,33.00,f,2.01,1.39,2.09,23.9,,
20.57,17.65,Reece Aust,20.57,+62,20.30,20.57,61.00,f,1.87,6.85,2.97,18.0,,
3.86,2.36,ResMed Inc cdi,3.76,+1,3.75,3.76,1.64,,10.47,,.44,21.9,,
7.55,4.87,Seek,6.78,+15,6.76,6.79,17.30,f,2.26,,2.55,17.3,,
10.76,6.35,Seven Grp Hldgs,7.70,+5,7.69,7.70,38.00,f,1.13,4.53,4.94,17.9,,
3.847,1.265,Seven West Media,1.315,-1.5,1.315,1.32,25.00,f,1.33,,19.01,3.9,,
15.73,7.84,Sims Metal Mgt,10.26,+38,10.26,10.27,20.00,,-,8.59,1.95,,,
13.82,10.75,Sonic Healthcare,13.24,-9,13.24,13.25,59.00,p,1.37,-2.40,4.46,16.3,,
