100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4554.4 at 16:36 2/8/2010  Report at 19:05 Monday 2/8/2010. Processed 19:23 Monday 2/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.20,2.31,Adelaide Brighton,3.19,2,3.18,3.19,13.5,f,1.51,1.21,4.23,15.6
15.69,13.37,AGL Energy Ltd,14.90,13,14.83,14.93,57,f,0.47,6.21,3.83,55.2
7.04,4.473,Amcor Ltd,6.58,2,6.57,6.60,29.5,,0.71,2.25,4.48,31.5
6.97,5.06,AMP Ltd,5.37,7,5.34,5.38,30,p,1.24,0.80,5.59,14.5
13.73,8.89,Ansell Ltd,13.00,15,12.77,13.15,29,,2.82,1.92,2.23,15.9
26.23,18.73,ANZ Banking Grp,23.32,27,23.29,23.33,108,f,1.34,9.99,4.63,16.1
3.83,2.63,APA Grp stp,3.75,4,3.73,3.76,31.75,,0.79,-,8.47,15.0
2.61,1.63,APN News & Media,2.13,2,2.12,2.16,4,f,4.17,-0.78,1.88,12.8
7.05,5.61,Argo Invest,5.99,7,5.99,6.03,25,f,-,5.99,4.17,-
5.75,3.34,Aristocrat Leisure,3.37,-2,3.36,3.38,4.5,,-,0.07,1.34,-
1.94,1.435,Asciano Grp stp,1.72,3,1.71,1.72,-,,-,0.10,-,-
37.58,28.02,ASX Ltd,29.15,25,29.15,29.20,163.6,f,1.10,3.19,5.61,16.1
5.41,4.52,Aust Foundation,4.99,9,4.99,5.00,21,f,0.89,4.49,4.21,26.8
1.465,0.84,Austar United,0.94,,0.93,0.945,-,,-,-0.28,-,26.9
3.05,2.125,Australand Prop stp,2.70,4,2.68,2.71,12,,1.24,3.44,4.44,18.1
6.72,4.05,AXA Asia Pacific,5.46,3,5.43,5.49,18.5,p,1.89,1.12,3.39,15.6
13.49,9.74,Bank of Qld,10.47,9,10.42,10.49,52,f,1.78,7.20,4.97,11.3
10.48,7.66,Bendigo & Adelaide,8.28,9,8.23,8.29,43,f,0.83,5.16,5.19,23.3
12.32,8.28,Billabong Intl,9.10,-2,9.06,9.16,36,p,1.59,0.84,3.96,15.9
3.45,2.03,BlueScope Steel,2.42,5,2.42,2.43,-,,-,2.47,-,-
4.10,2.299,Boart Longyear,3.12,6,3.11,3.12,-,,-,0.14,-,-
6.40,4.15,Boral Ltd,4.33,9,4.31,4.34,12.5,f,1.82,4.23,2.89,19.1
8.37,5.22,Brambles Ltd,5.45,5,5.43,5.45,25,p,1.38,0.66,4.59,15.8
16.80,11.35,Brickworks Ltd,12.00,19,11.90,12.00,39.5,f,2.54,9.06,3.29,11.9
13.63,8.01,Caltex Aust,10.34,7,10.25,10.37,25,f,4.65,10.48,2.42,8.9
32.00,21.877,Campbell Brothers,30.75,-10,30.70,30.75,100,p,1.29,3.76,3.25,23.8
2.12,1.695,CFS Retail Prop unt,1.90,2,1.90,1.91,12.5,,-,1.99,6.58,-
4.50,2.40,Challenger FSG Ltd,3.56,4,3.54,3.58,13.5,,2.61,3.36,3.79,10.1
0.355,0.22,Charter Hall Office unt,0.25,0.5,0.245,0.25,2.5,,4.01,0.44,10.00,2.5
12.15,9.20,Coca-Cola Amatil,11.51,4,11.50,11.53,43.5,f,1.39,1.38,3.78,19.0
79.11,55.00,Cochlear Ltd,71.29,61,71.05,71.75,190,f,1.27,3.25,2.67,29.4
60.00,43.23,C'wlth Bank  of Aust ,53.41,85,53.40,53.45,235,f,1.41,-,4.40,16.2
1.045,0.735,C'wlth Prop ord unt   ,0.94,1.5,0.935,0.94,6.85,,-,1.11,7.29,-
12.90,9.51,Computershare Ltd,10.19,8,10.15,10.20,25,p,2.27,-1.54,2.45,17.9
0.49,0.33,ConnectEast stp,0.405,0.5,0.40,0.405,2,,-,-,4.94,-
3.44,2.71,Consolidated Media,3.11,1,3.11,3.12,16.5,f,3.48,0.88,5.31,5.4
9.39,6.95,Crown Ltd,8.04,8,7.96,8.05,37,p,-,3.24,4.60,-
37.56,29.83,CSL Ltd,33.64,50,33.50,33.65,75,,2.85,6.11,2.23,15.8
2.18,1.585,CSR Ltd,1.735,1.5,1.725,1.735,8.5,f,-,1.04,4.90,-
5.96,4.10,David Jones Ltd,4.76,-4,4.76,4.78,29,f,1.14,1.22,6.09,14.4
0.89,0.66,DEXUS Prop Grp stp,0.835,2,0.83,0.835,5.1,,-,0.95,6.11,-
9.44,3.33,Downer EDI Ltd,4.66,-31,4.66,4.68,29.1,,1.87,2.15,6.24,8.6
1.90,1.435,DUET Grp forus,1.64,0.5,1.64,1.65,20,,0.22,-,12.20,37.4
1.885,1.26,Fairfax Media Ltd,1.495,2,1.48,1.495,1.1,,8.45,-0.31,0.74,16.1
21.43,9.53,Flight Centre,18.80,24,18.76,18.80,26,f,2.44,2.56,1.38,29.7
6.01,5.11,Foster's Grp,5.75,-1,5.74,5.76,27.25,f,0.73,0.52,4.74,29.0
1.78,1.30,Goodman Fielder,1.32,-1.5,1.32,1.325,11.25,,1.28,-0.16,8.52,9.2
0.75,0.445,Goodman Grp forus,0.625,1,0.62,0.625,1.5,,-,0.50,2.40,-
3.01,0.48,GPT Grp stp,2.89,3,2.89,2.90,3.6,,-,0.69,1.25,-
4.85,3.08,Harvey Norman,3.50,,3.50,3.51,13,f,1.98,2.10,3.71,13.6
6.05,4.07,Healthscope Ltd,6.01,1,6.00,6.02,22.5,f,1.32,0.66,3.74,20.2
2.67,2.01,Henderson Grp cdi,2.30,3,2.28,2.30,10.69,,0.30,-0.18,4.65,71.2
0.135,0.088,Hutchison,0.097,-0.2,0.095,0.097,-,,-,0.10,-,1.5
3.83,2.51,Incitec Pivot,3.33,8,3.32,3.34,4.1,,-,0.27,1.23,-
0.67,0.45,ING Office Fd stp,0.62,1.5,0.615,0.62,3.9,,-,0.74,6.29,-
4.21,3.22,Insurance Aust Grp,3.42,1,3.42,3.43,14.5,f,1.73,1.29,4.24,13.6
1.59,1.005,Intoll Grp stp,1.475,0.5,1.47,1.475,3,,-,1.78,2.03,-
7.40,4.22,IOOF Hldgs Ltd,6.60,9,6.50,6.61,21,f,0.93,0.56,3.18,33.8
8.86,4.81,James Hardie Ind cdi,6.54,3,6.50,6.63,-,,-,-0.29,-,-
23.71,15.91,JB Hi-Fi Ltd,19.39,25,19.20,19.40,62,f,1.67,1.71,3.20,18.7
41.70,27.61,Leighton Hldgs,30.09,60,30.00,30.15,120,f,1.73,7.52,3.99,14.5
10.907,7.00,Lend Lease Grp stp,7.49,20,7.41,7.50,36,f,1.20,3.99,4.81,17.4
58.80,35.01,Macq Grp Ltd,37.67,47,37.67,37.71,186,,1.72,25.82,4.94,11.8
