100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4679.5 at 16:38 13/5/2010  Report at 19:05 Thursday 13/5/2010. Processed 19:59 Thursday 13/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.79,1,2.77,2.80,13.5,f,1.51,1.21,4.84,13.7
15.69,13.07,AGL Energy Ltd,14.95,28,14.73,14.97,57,f,0.47,6.21,3.81,55.4
6.76,4.276,Amcor Ltd,6.65,19,6.63,6.66,29.5,,0.71,2.25,4.44,31.8
6.97,4.55,AMP Ltd,6.01,17,6.00,6.01,30,p,1.24,0.80,4.99,16.2
13.48,8.01,Ansell Ltd,13.20,-3,12.94,13.20,29,,2.82,1.92,2.20,16.2
26.23,14.90,ANZ Banking Grp,23.29,55,23.25,23.30,108,f,1.34,9.99,4.64,16.1
3.79,2.60,APA Grp stp,3.64,9,3.59,3.64,31.75,,0.79,-,8.72,14.6
2.61,1.129,APN News & Media,2.50,7,2.47,2.51,4,f,4.17,-0.78,1.60,15.0
7.05,5.72,Argo Invest,6.12,-4,6.12,6.16,25,f,-,6.23,4.08,-
5.75,3.37,Aristocrat Leisure,4.26,,4.25,4.27,4.5,,-,0.07,1.06,-
1.94,1.037,Asciano Grp stp,1.645,3,1.63,1.645,-,,-,0.10,-,-
37.90,31.03,ASX Ltd,33.13,64,33.13,33.23,163.6,f,1.10,3.19,4.94,18.3
5.41,4.26,Aust Foundation,4.90,-5,4.90,4.92,21,f,0.43,4.80,4.29,54.9
1.465,0.715,Austar United,1.135,1.5,1.115,1.135,-,,-,-0.31,-,24.1
3.05,1.606,Australand Prop stp,2.60,-5,2.60,2.61,5,,-,0.68,1.92,-
6.72,3.51,AXA Asia Pacific,6.11,12,6.00,6.15,18.5,p,1.89,1.12,3.03,17.5
13.49,7.384,Bank of Qld,12.20,45,12.16,12.20,52,f,1.78,7.20,4.26,13.2
10.48,5.901,Bendigo & Adelaide,9.42,5,9.36,9.42,43,f,0.83,5.16,4.56,26.5
12.32,7.64,Billabong Intl,11.52,16,11.49,11.54,36,p,1.59,0.84,3.13,20.1
3.48,1.86,BlueScope Steel,2.57,7,2.57,2.58,5,,-,2.47,1.95,-
-,-,Boart Longyear def,3.46,,3.41,3.46,-,,-,-,-,-
6.40,3.77,Boral Ltd,5.84,6,5.79,5.84,12.5,f,1.82,4.23,2.14,25.7
8.37,5.54,Brambles Ltd,6.98,7,6.94,7.04,25,p,1.38,0.66,3.58,20.3
16.80,10.70,Brickworks Ltd,12.80,29,12.66,12.85,39.5,f,2.54,9.06,3.09,12.7
14.00,8.01,Caltex Aust,11.68,21,11.55,11.70,25,f,4.65,10.48,2.14,10.0
32.00,14.92,Campbell Brothers,30.00,18,29.00,30.00,95,p,1.71,2.96,3.17,18.5
2.12,1.415,CFS Retail Prop unt,1.895,,1.885,1.895,12.5,,-,1.99,6.60,-
4.50,1.985,Challenger FSG Ltd,4.02,10,4.01,4.09,13.5,,2.61,3.36,3.36,11.4
0.355,0.14,Charter Hall Office unt,0.30,0.5,0.295,0.30,2.5,,4.01,0.44,8.33,3.0
11.81,8.26,Coca-Cola Amatil,10.95,-10,10.91,10.97,43.5,f,1.39,1.38,3.97,18.1
77.13,49.30,Cochlear Ltd,76.53,34,76.10,76.59,190,f,1.27,3.25,2.48,31.6
60.00,33.95,C'wlth Bank  of Aust ,54.94,64,54.85,54.95,235,f,1.41,-,4.28,16.6
1.045,0.675,C'wlth Prop ord unt   ,0.94,0.5,0.935,0.94,6.85,,-,1.11,7.29,-
12.90,8.31,Computershare Ltd,11.72,17,11.68,11.80,25,p,2.27,-1.54,2.13,20.6
0.49,0.273,ConnectEast stp,0.425,,0.42,0.425,2,,-,-,4.71,-
3.44,2.13,Consolidated Media,3.12,5,3.11,3.12,16.5,f,3.48,0.88,5.29,5.4
9.39,6.41,Crown Ltd,8.32,14,8.06,8.32,37,p,-,3.24,4.45,-
37.56,28.43,CSL Ltd,33.51,57,33.50,33.58,75,,2.85,6.11,2.24,15.7
2.18,1.42,CSR Ltd,1.745,4.5,1.74,1.75,8.5,f,-,1.04,4.87,-
5.96,3.45,David Jones Ltd,4.48,6,4.47,4.49,29,f,1.14,1.22,6.47,13.6
0.89,0.655,DEXUS Prop Grp stp,0.815,,0.81,0.82,6.15,,-,0.95,7.55,-
9.44,4.41,Downer EDI Ltd,6.74,10,6.70,6.79,29.1,,1.87,2.15,4.32,12.4
1.90,1.42,DUET Grp forus,1.72,1.5,1.71,1.73,20,p,0.22,-,11.63,39.2
1.885,1.005,Fairfax Media Ltd,1.615,,1.61,1.62,1.1,,8.45,-0.31,0.68,17.4
21.43,7.00,Flight Centre,18.80,-7,18.55,18.99,26,f,2.44,2.56,1.38,29.7
5.89,4.85,Foster's Grp,5.29,-3,5.28,5.30,27.25,f,0.73,0.52,5.15,26.7
1.78,1.16,Goodman Fielder,1.44,,1.435,1.44,11.25,,1.28,-0.16,7.81,10.0
