100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4500.0 at 16:36 18/5/2010  Report at 19:05 Tuesday 18/5/2010. Processed 19:20 Tuesday 18/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,2.03,Adelaide Brighton,2.75,-1,2.74,2.76,13.5,f,1.51,1.21,4.91,13.5
15.69,13.07,AGL Energy Ltd,14.78,27,14.76,14.81,57,f,0.47,6.21,3.86,54.7
6.76,4.276,Amcor Ltd,6.53,3,6.51,6.54,29.5,,0.71,2.25,4.52,31.2
6.97,4.55,AMP Ltd,5.78,-3,5.73,5.79,30,p,1.24,0.80,5.19,15.6
13.48,8.01,Ansell Ltd,12.74,-16,12.71,12.81,29,,2.82,1.92,2.28,15.6
26.23,14.90,ANZ Banking Grp,21.73,-42,21.72,21.73,108,f,1.34,9.99,4.97,15.0
3.79,2.60,APA Grp stp,3.56,6,3.55,3.59,31.75,,0.79,-,8.92,14.2
2.61,1.145,APN News & Media,2.40,1,2.34,2.40,4,f,4.17,-0.78,1.67,14.4
7.05,5.72,Argo Invest,5.99,-3,5.99,6.01,25,f,-,6.23,4.17,-
5.75,3.37,Aristocrat Leisure,4.25,7,4.20,4.28,4.5,,-,0.07,1.06,-
1.94,1.037,Asciano Grp stp,1.56,-0.5,1.545,1.57,-,,-,0.10,-,-
37.90,31.03,ASX Ltd,32.70,41,32.51,32.88,163.6,f,1.10,3.19,5.00,18.1
5.41,4.26,Aust Foundation,4.88,-1,4.88,4.90,21,f,0.43,4.80,4.30,54.6
1.465,0.715,Austar United,1.12,2,1.115,1.14,-,,-,-0.31,-,23.8
3.05,1.743,Australand Prop stp,2.46,-4,2.44,2.50,5,,-,0.68,2.03,-
6.72,3.51,AXA Asia Pacific,5.97,-2,5.96,5.99,18.5,p,1.89,1.12,3.10,17.1
13.49,7.394,Bank of Qld,11.70,-3,11.60,11.93,52,f,1.78,7.20,4.44,12.7
10.48,5.901,Bendigo & Adelaide,9.22,2,9.15,9.36,43,f,0.83,5.16,4.66,25.9
12.32,7.64,Billabong Intl,10.60,-11,10.60,10.70,36,p,1.59,0.84,3.40,18.5
3.48,2.00,BlueScope Steel,2.37,-5,2.36,2.37,5,,-,2.47,2.11,-
3.48,3.10,Boart Longyear def,3.20,-10,3.20,3.21,-,,-,0.14,-,-
6.40,3.77,Boral Ltd,5.70,-1,5.62,5.72,12.5,f,1.82,4.23,2.19,25.1
8.37,5.54,Brambles Ltd,7.00,4,6.98,7.08,25,p,1.38,0.66,3.57,20.3
16.80,10.70,Brickworks Ltd,12.25,-27,12.25,12.38,39.5,f,2.54,9.06,3.22,12.2
14.00,8.01,Caltex Aust,11.40,-6,11.33,11.47,25,f,4.65,10.48,2.19,9.8
32.00,14.92,Campbell Brothers,29.00,-46,29.00,29.05,95,p,1.71,2.96,3.28,17.9
2.12,1.54,CFS Retail Prop unt,1.90,2.5,1.89,1.905,12.5,,-,1.99,6.58,-
4.50,1.985,Challenger FSG Ltd,3.84,-10,3.83,3.90,13.5,,2.61,3.36,3.52,10.9
0.355,0.14,Charter Hall Office unt,0.29,,0.29,0.295,2.5,,4.01,0.44,8.62,2.9
11.81,8.26,Coca-Cola Amatil,11.31,17,11.27,11.35,43.5,f,1.39,1.38,3.85,18.7
77.65,49.90,Cochlear Ltd,75.75,-117,75.20,76.04,190,f,1.27,3.25,2.51,31.3
60.00,33.95,C'wlth Bank  of Aust ,52.64,60,52.60,52.67,235,f,1.41,-,4.46,15.9
1.045,0.73,C'wlth Prop ord unt   ,0.91,-0.5,0.905,0.91,6.85,,-,1.11,7.53,-
12.90,8.31,Computershare Ltd,11.38,19,11.30,11.38,25,p,2.27,-1.54,2.20,20.0
0.49,0.273,ConnectEast stp,0.395,-0.5,0.395,0.40,2,,-,-,5.06,-
3.44,2.14,Consolidated Media,3.10,3,3.06,3.10,16.5,f,3.48,0.88,5.32,5.4
9.39,6.41,Crown Ltd,8.07,1,7.95,8.10,37,p,-,3.24,4.58,-
37.56,28.43,CSL Ltd,32.55,15,32.50,32.59,75,,2.85,6.11,2.30,15.3
2.18,1.45,CSR Ltd,1.665,-1,1.66,1.665,8.5,f,-,1.04,5.11,-
5.96,3.45,David Jones Ltd,4.27,1,4.26,4.28,29,f,1.14,1.22,6.79,12.9
0.89,0.655,DEXUS Prop Grp stp,0.775,,0.775,0.78,6.15,,-,0.95,7.94,-
9.44,4.41,Downer EDI Ltd,6.71,8,6.70,6.72,29.1,,1.87,2.15,4.34,12.3
1.90,1.42,DUET Grp forus,1.68,0.5,1.67,1.68,20,p,0.22,-,11.90,38.3
1.885,1.04,Fairfax Media Ltd,1.50,-2.5,1.495,1.51,1.1,,8.45,-0.31,0.73,16.1
21.43,7.13,Flight Centre,17.69,-4,17.60,17.79,26,f,2.44,2.56,1.47,27.9
5.89,4.85,Foster's Grp,5.28,1,5.26,5.29,27.25,f,0.73,0.52,5.16,26.7
1.78,1.16,Goodman Fielder,1.39,-2,1.385,1.395,11.25,,1.28,-0.16,8.09,9.7
0.75,0.182,Goodman Grp forus,0.635,-1,0.635,0.64,1.5,,-,0.50,2.36,-
2.84,2.58,GPT Grp stp  d,2.68,3,2.66,2.69,-,,-,0.69,-,-
4.85,2.75,Harvey Norman,3.41,1,3.35,3.45,13,f,1.98,2.10,3.81,13.2
5.45,3.83,Healthscope Ltd,5.19,-1,5.16,5.20,22.5,f,1.32,0.66,4.34,17.4
2.67,1.56,Henderson Grp cdi,2.35,,2.35,2.37,10.69,,0.30,-0.18,4.55,72.8
0.14,0.096,Hutchison,0.096,-0.4,0.096,0.105,-,,-,0.10,-,1.5
3.83,2.14,Incitec Pivot,3.01,,3.01,3.03,4.1,,-,0.27,1.36,-
0.67,0.374,ING Office Fd stp,0.585,1,0.58,0.585,5.05,,-,0.74,8.63,-
4.21,3.32,Insurance Aust Grp,3.64,-6,3.62,3.64,14.5,f,1.73,1.29,3.98,14.5
1.71,1.05,Intoll Grp stp,1.05,-2.5,1.045,1.05,12,,-,1.78,11.43,-
7.40,3.372,IOOF Hldgs Ltd,6.36,6,6.34,6.46,21,f,0.93,0.56,3.30,32.6
8.86,3.73,James Hardie Ind cdi,7.70,4,7.46,7.85,-,,-,-0.40,-,40.8
23.71,12.00,JB Hi-Fi Ltd,19.20,12,19.16,19.27,62,f,1.67,1.71,3.23,18.6
41.70,21.10,Leighton Hldgs,33.40,124,33.15,33.60,120,f,1.73,7.52,3.59,16.0
10.907,6.376,Lend Lease Grp stp,7.67,-5,7.53,7.70,36,f,1.20,3.99,4.69,17.8
58.80,30.05,Macq Grp Ltd,46.10,13,46.10,46.15,186,,1.72,25.82,4.03,14.4
3.38,1.874,MAP Grp forus,2.95,-3,2.94,2.96,21,,-,-0.30,7.12,-
4.74,3.86,Metcash Ltd,4.00,-2,3.99,4.03,25,f,1.21,0.11,6.25,13.2
19.40,14.25,Milton Corp,16.71,11,16.70,16.71,70,f,0.64,17.65,4.19,37.4
1.745,0.766,Mirvac Grp stp,1.34,-1,1.33,1.345,6.2,,-,-,4.63,-
3.98,2.99,Myer Hldgs Ltd,3.10,11,3.09,3.11,10.5,f,0.39,-0.21,3.39,75.6
32.37,20.94,National Aust Bank,24.71,-14,24.70,24.74,147,f,1.36,12.41,5.95,12.4
5.56,2.49,Navitas Ltd,4.81,8,4.70,4.90,16.9,f,0.99,-0.25,3.51,28.6
20.18,12.01,News Corp b voting,18.70,22,18.63,18.75,5.14,,14.51,0.45,0.27,25.1
12.384,6.24,Nufarm Ltd,6.30,-3,6.28,6.32,15,,-,3.07,2.38,-
4.15,2.31,OneSteel Ltd,3.22,-3,3.21,3.23,9,,0.61,1.72,2.80,59.1
27.75,18.51,Orica Ltd,26.46,3,26.02,26.71,98,p,1.04,1.31,3.70,25.9
17.94,13.32,Origin Energy,14.62,-15,14.61,14.76,50,f,1.45,8.48,3.42,20.2
41.39,25.23,Perpetual Ltd,32.39,-108,32.35,32.68,165,f,1.11,4.46,5.09,17.7
6.34,3.52,Platinum Asset,4.86,6,4.80,4.97,20,f,1.17,-,4.12,20.8
