100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4480.9 at 16:36 13/8/2010  Report at 19:05 Friday 13/8/2010. Processed 21:31 Friday 13/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.35,2.31,Adelaide Brighton,3.14,-1,3.12,3.14,13.5,f,1.51,1.21,4.30,15.4
15.69,13.37,AGL Energy Ltd,15.15,6,14.95,15.16,57,f,0.47,6.21,3.76,56.1
7.04,5.26,Amcor Ltd,6.53,13,6.50,6.54,29.5,,0.71,2.25,4.52,31.2
6.97,5.06,AMP Ltd,5.33,5,5.32,5.34,30,p,1.24,0.80,5.63,14.4
13.73,9.07,Ansell Ltd,13.22,21,12.82,13.25,29,,2.82,1.92,2.19,16.2
26.23,18.73,ANZ Banking Grp,22.18,8,22.15,22.19,108,f,1.34,9.99,4.87,15.3
3.83,2.67,APA Grp stp,3.71,,3.68,3.71,31.75,,0.79,-,8.56,14.8
2.61,1.63,APN News & Media,2.04,1,2.00,2.08,4,f,4.17,-0.78,1.96,12.2
7.05,5.61,Argo Invest,5.84,,5.84,5.85,25,f,1.04,6.03,4.28,22.5
5.75,3.34,Aristocrat Leisure,3.45,3,3.43,3.47,4.5,,-,0.07,1.30,-
1.94,1.435,Asciano Grp stp,1.685,6,1.67,1.69,-,,-,0.10,-,-
37.16,28.02,ASX Ltd,29.41,30,29.34,29.44,163.6,f,1.10,3.19,5.56,16.3
5.41,4.52,Aust Foundation,4.77,-16,4.77,4.78,21,f,0.89,4.70,4.40,25.6
1.465,0.84,Austar United,0.96,2,0.96,0.965,-,,-,-0.28,-,27.4
3.05,2.20,Australand Prop stp,2.72,2,2.71,2.72,12,,1.24,3.44,4.41,18.3
6.72,4.05,AXA Asia Pacific,5.60,7,5.58,5.60,18.5,p,1.66,1.01,3.30,18.2
13.49,9.74,Bank of Qld,10.18,11,10.14,10.23,52,f,1.78,7.20,5.11,11.0
10.48,7.72,Bendigo & Adelaide,8.45,12,8.45,8.46,58,f,1.16,5.27,6.86,12.5
12.32,8.28,Billabong Intl,8.62,1,8.56,8.80,36,p,1.59,0.84,4.18,15.1
3.40,2.03,BlueScope Steel,2.32,6,2.31,2.32,-,,-,2.47,-,-
4.10,2.43,Boart Longyear,3.13,8,3.12,3.14,-,,-,0.14,-,-
6.40,4.15,Boral Ltd,4.40,4,4.37,4.42,12.5,f,1.82,4.23,2.84,19.4
8.37,5.11,Brambles Ltd,5.23,-9,5.22,5.25,25,p,1.38,0.66,4.78,15.2
16.80,11.35,Brickworks Ltd,11.62,7,11.54,11.65,39.5,f,2.54,9.06,3.40,11.6
13.63,8.01,Caltex Aust,10.45,17,10.40,10.50,25,f,4.65,10.48,2.39,9.0
32.35,22.75,Campbell Brothers,31.22,28,30.61,31.35,100,p,1.29,3.76,3.20,24.2
2.12,1.695,CFS Retail Prop unt,1.905,0.5,1.895,1.915,12.5,,-,1.99,6.56,-
4.50,2.60,Challenger FSG Ltd,3.57,8,3.49,3.59,13.5,,2.61,3.36,3.78,10.1
0.355,0.22,Charter Hall Office unt,0.25,,0.245,0.25,2.5,,4.01,0.44,10.00,2.5
12.15,9.43,Coca-Cola Amatil,11.96,24,11.88,11.97,45.5,f,1.33,1.38,3.80,19.8
79.11,56.27,Cochlear Ltd,69.62,-18,69.00,69.72,200,p,1.38,4.01,2.87,25.3
60.00,43.44,C'wlth Bank  of Aust ,51.48,78,51.47,51.55,290,f,1.19,15.94,5.63,14.9
1.045,0.735,C'wlth Prop ord unt   ,0.935,0.5,0.93,0.94,6.85,,-,1.11,7.33,-
12.90,8.70,Computershare Ltd,9.23,8,9.20,9.24,28,p,2.22,-1.61,3.03,14.8
0.49,0.33,ConnectEast stp,0.40,0.5,0.395,0.405,2,,-,-,5.00,-
3.44,2.75,Consolidated Media,3.15,1,3.14,3.19,16.5,f,3.48,0.88,5.24,5.5
9.39,6.98,Crown Ltd,8.32,5,8.27,8.33,37,p,-,3.24,4.45,-
37.56,30.03,CSL Ltd,32.79,-26,32.75,32.82,75,,2.85,6.11,2.29,15.4
2.14,1.585,CSR Ltd,1.71,1.5,1.70,1.71,8.5,f,-,1.04,4.97,-
5.96,4.10,David Jones Ltd,4.83,13,4.81,4.84,29,f,1.14,1.22,6.00,14.6
0.89,0.66,DEXUS Prop Grp stp,0.81,,0.81,0.815,5.1,,-,0.95,6.30,-
9.44,3.33,Downer EDI Ltd,4.49,-2,4.48,4.51,29.1,,1.87,2.15,6.48,8.3
1.90,1.435,DUET Grp forus,1.655,1.5,1.65,1.655,20,,0.22,-,12.08,37.7
1.885,1.26,Fairfax Media Ltd,1.45,,1.44,1.45,1.1,,8.45,-0.31,0.76,15.6
21.43,12.40,Flight Centre,18.35,35,18.20,18.45,26,f,2.44,2.56,1.42,28.9
6.01,5.11,Foster's Grp,5.72,9,5.70,5.74,27.25,f,0.73,0.52,4.76,28.9
1.78,1.235,Goodman Fielder,1.25,1,1.245,1.25,11.25,,1.28,-0.16,9.00,8.7
0.75,0.515,Goodman Grp forus,0.625,,0.62,0.625,1.5,,-,0.50,2.40,-
3.01,0.525,GPT Grp stp,2.87,,2.86,2.88,3.6,,-,0.69,1.25,-
8.85,5.10,Graincorp Ltd,6.27,9,6.25,6.30,22.27,f,2.86,4.78,3.55,9.9
4.85,3.08,Harvey Norman,3.50,6,3.49,3.50,13,f,1.98,2.10,3.71,13.6
6.05,4.07,Healthscope Ltd,6.02,3,6.02,6.03,22.5,f,1.32,0.66,3.74,20.2
2.67,2.01,Henderson Grp cdi,2.26,-3,2.26,2.28,10.69,,0.30,-0.18,4.73,70.0
0.135,0.088,Hutchison,0.11,,0.105,0.11,-,,-,0.10,-,4.7
3.83,2.51,Incitec Pivot,3.37,20,3.36,3.37,4.1,,-,0.27,1.22,-
0.67,0.45,ING Office Fd stp,0.61,-0.5,0.61,0.615,3.9,,-,0.74,6.39,-
4.21,3.22,Insurance Aust Grp,3.49,5,3.46,3.49,14.5,f,1.73,1.29,4.15,13.9
1.59,1.005,Intoll Grp stp,1.45,1.5,1.445,1.45,3,,-,1.78,2.07,-
7.40,4.22,IOOF Hldgs Ltd,6.38,4,6.18,6.40,21,f,0.93,0.56,3.29,32.7
8.86,5.45,James Hardie Ind cdi,5.57,-13,5.57,5.58,-,,-,-0.29,-,-
23.71,17.07,JB Hi-Fi Ltd,20.30,30,20.15,20.38,66,f,1.66,1.82,3.25,18.5
41.70,27.61,Leighton Hldgs,28.90,-1,28.88,28.95,120,f,1.73,7.52,4.15,13.9
10.907,6.97,Lend Lease Grp stp,7.09,6,7.08,7.15,36,f,1.20,3.99,5.08,16.5
58.80,35.01,Macq Grp Ltd,38.45,55,38.45,38.50,186,,1.72,25.82,4.84,12.0
3.38,2.265,MAP Grp forus,3.02,3,3.02,3.04,19,,-,-0.30,6.29,-
4.74,3.84,Metcash Ltd,4.39,4,4.38,4.39,26,f,1.14,0.12,5.92,14.8
19.40,15.55,Milton Corp,15.84,5,15.75,15.90,71,f,1.10,17.18,4.48,20.3
8.92,4.62,Mineral Res,8.50,5,8.42,8.60,18.75,f,2.04,2.39,2.21,22.2
1.745,1.19,Mirvac Grp stp,1.32,1.5,1.315,1.32,8,,-,-,6.06,-
15.98,11.26,Monadelphous Grp,14.26,21,14.21,14.29,79,f,1.15,1.52,5.54,15.7
3.98,2.86,Myer Hldgs Ltd,3.71,7,3.70,3.72,-,f,-,-0.21,-,-
32.37,22.23,National Aust Bank,23.87,13,23.74,23.88,147,f,1.36,12.41,6.16,12.0
5.56,3.10,Navitas Ltd,4.41,6,4.36,4.42,18.8,f,1.00,-0.23,4.26,23.5
20.18,14.66,News Corp b voting,16.58,-2,16.53,16.59,5.14,,14.51,1.56,0.31,22.2
4.15,2.76,OneSteel Ltd,3.11,8,3.11,3.13,9,,0.61,1.72,2.89,57.1
26.382,20.469,Orica Ltd,25.01,27,24.85,25.04,98,p,1.04,1.31,3.92,24.4
17.94,13.85,Origin Energy,15.69,32,15.50,15.70,50,f,1.45,8.48,3.19,21.7
41.39,27.11,Perpetual Ltd,30.38,58,30.17,30.39,165,f,1.11,4.46,5.43,16.6
6.34,4.42,Platinum Asset,5.13,3,5.02,5.19,20,f,1.17,-,3.90,21.9
6.56,3.39,Primary Health Care,3.42,-2,3.41,3.43,22,f,1.91,-1.15,6.43,8.1
4.57,0.034,Prime Infr Grp stp,3.42,-3,3.27,3.44,-,,-,-,-,-
3.06,2.12,Qantas Airways,2.52,4,2.52,2.53,-,,-,2.25,-,-
25.70,16.25,QBE Insurance Grp,17.05,21,17.02,17.06,128,p,1.54,5.16,7.51,8.7
15.49,10.20,Ramsay Health Care,14.53,7,14.26,14.58,40,f,1.61,1.70,2.75,22.6
12.60,6.00,REA Grp,10.47,-8,10.40,10.55,10,,1.00,0.45,0.96,104.3
26.65,20.01,Reece Aust Ltd,23.37,-3,23.35,23.95,53,f,2.06,5.41,2.27,21.4
3.985,2.445,ResMed Inc cdi,3.53,,3.47,3.54,-,,-,-,-,14.1
8.57,4.51,Seek Ltd,7.23,10,7.18,7.27,9.9,f,1.86,0.55,1.37,39.3
7.60,5.41,Seven Grp Hldgs,6.15,10,6.10,6.25,-,,-,-,-,-
27.20,15.72,Sims Metal Mgmt,16.91,-31,16.88,17.10,20,f,-,8.87,1.18,-
15.64,9.53,Sonic Healthcare,10.27,10,10.26,10.29,59,p,0.81,-1.48,5.74,21.6
15.38,11.052,Soul Pattinson,12.70,,12.50,12.70,33,f,3.76,11.11,2.60,10.2
0.975,0.725,SP AusNet stp,0.78,-0.5,0.78,0.785,8,p,1.01,0.94,10.26,9.6
1.445,1.05,Spark Infrastructure stp,1.17,,1.165,1.17,13.56,,0.89,1.78,11.59,9.7
4.23,3.33,Stockland stp,3.88,7,3.87,3.89,21.8,,0.92,3.59,5.62,19.3
9.59,7.20,Suncorp-Metway,7.99,,7.98,8.00,35,f,0.98,5.43,4.38,23.4
7.52,6.22,Tabcorp Hldgs Ltd,6.29,2,6.28,6.30,55,f,1.40,-1.35,8.74,8.2
2.62,2.19,Tatts Grp Ltd,2.39,3,2.38,2.39,21,f,1.04,-0.51,8.79,10.9
3.71,2.82,Telstra Corp,2.92,-2,2.91,2.92,28,f,1.16,0.36,9.59,9.0
1.94,1.19,Ten Network Hldgs,1.645,-0.5,1.64,1.65,2,,2.31,-0.29,1.22,35.6
9.33,5.34,Toll Hldgs Ltd,5.76,13,5.75,5.77,25,f,1.26,1.44,4.34,18.3
4.80,2.90,Transfield Services,3.20,,3.18,3.21,12.25,f,-,0.29,3.83,-
5.61,3.909,Transurban stp,4.74,18,4.70,4.74,24,,0.08,2.75,5.06,256.2
15.97,12.47,UGL Ltd,13.77,6,13.73,13.80,64,f,1.26,-0.43,4.65,17.0
33.21,23.60,Wesfarmers Ltd,30.96,59,30.95,30.97,115,f,1.13,3.47,3.71,23.8
8.48,6.00,West Aust News,6.51,-1,6.50,6.59,45,f,1.01,-,6.91,14.3
14.33,11.27,Westfield Grp stp,12.31,11,12.25,12.32,94,,-,10.47,7.64,-
