100 Leading Industrial Stocks,,,,,,,,,,,,
XAO 4686.8 at 16:34 17/2/2010  Report at 19:05 Wednesday 17/2/2010. Processed 19:21 Wednesday 17/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
52 Wk High,52 Wk Low,Company Name,Last Sale,+ or -,Quote Buy,Quote Sell,Div ¢ per Share,Franking,Div Tms Cov,NTA,Div Yld %,P/E ratio
3.01,1.445,Adelaide Brighton,2.61,5,2.61,2.62,14,f,1.49,1.15,5.36,12.5
15.46,12.83,AGL Energy Ltd,13.75,,13.73,13.79,54,f,6.63,6.00,3.93,3.8
6.35,3.50,Amcor Ltd,5.95,5,5.94,5.96,34,,0.74,1.61,5.71,23.5
6.97,3.52,AMP Ltd,6.27,12,6.26,6.28,30,p,0.99,0.67,4.78,21.2
11.18,7.51,Ansell Ltd,11.00,80,10.91,11.07,28,,3.19,1.98,2.55,12.3
25.25,12.06,ANZ Banking Grp,22.07,97,22.06,22.09,102,f,1.67,10.72,4.62,13.0
3.68,2.50,APA Grp stpld,3.21,1,3.20,3.22,31,,0.52,1.18,9.66,19.8
2.61,0.866,APN News & Media,2.29,1,2.27,2.30,12,,-,-1.23,5.24,-
7.05,4.52,Argo Invest,6.55,16,6.44,6.55,25,f,-,6.56,3.82,-
5.75,3.16,Aristocrat Leisure,4.66,26,4.57,4.68,14.5,f,-,0.35,3.11,-
1.94,0.32,Asciano Grp stpld,1.77,6.5,1.77,1.775,-,,-,-1.41,-,-
37.90,25.20,ASX Ltd,35.85,52,35.85,35.88,164.9,f,1.11,2.66,4.60,19.6
5.41,3.45,Aust Foundation,5.10,4,5.09,5.10,21,f,0.43,5.04,4.12,57.1
1.465,0.65,Austar United,1.245,2.5,1.225,1.27,-,,-,-0.33,-,-
0.585,0.174,Australand Prop stpld,0.49,1,0.485,0.49,8,,-,0.68,16.33,-
6.72,2.52,AXA Asia Pacific,6.32,3,6.32,6.34,18.5,p,-,0.96,2.93,-
13.49,6.228,Bank of Qld,10.68,16,10.68,10.79,52,f,1.46,6.62,4.87,14.1
10.48,5.733,Bendigo & Adelaide,10.00,-15,10.00,10.07,43,f,0.83,5.16,4.30,28.1
12.19,5.815,Billabong Intl,10.76,6,10.52,10.83,45,p,1.54,0.70,4.18,15.5
3.48,1.675,BlueScope Steel,2.50,9,2.50,2.51,5,,-,2.47,2.00,-
0.41,0.054,Boart Longyear,0.35,-0.5,0.35,0.355,-,,-,-0.10,-,5.1
6.40,2.29,Boral Ltd,5.52,-9,5.51,5.60,12.5,f,1.82,4.23,2.26,24.3
8.37,4.08,Brambles Ltd,7.04,39,6.91,7.05,30,p,1.34,0.58,4.26,17.5
16.80,9.02,Brickworks Ltd,12.25,14,12.25,12.28,39,f,5.89,8.27,3.18,5.3
14.00,8.01,Caltex Aust,9.92,12,9.86,9.95,-,,-,10.60,-,63.6
32.00,8.29,Campbell Brothers,29.20,9,29.06,29.20,95,p,1.71,2.96,3.25,18.0
2.12,1.415,CFS Retail Prop unt,1.88,3.5,1.88,1.895,12.5,,-,1.99,6.65,-
4.50,0.865,Challenger FSG Ltd,3.80,12,3.75,3.82,12.5,,-,1.81,3.29,-
11.72,8.02,Coca-Cola Amatil,10.57,-27,10.56,10.62,40.5,f,1.35,1.14,3.83,19.3
69.79,46.21,Cochlear Ltd,62.78,22,62.40,62.91,190,f,1.27,3.25,3.03,25.9
